district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Enosburgh,VT,https://www.enosburghvt.org/,https://www.enosburghvt.org/privacy-policy,,https://www.enosburghvt.org/contact,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"brary Plannning Recreation Town Clerk Zoning Visitors About Events Calendar Maps & Guides MVRT Opera House Visitor Center VT Dairy Festival Contact More Use tab to navigate through the menu items. Town of Enosburgh The legal voters of the Town of Enosburgh, Vermont, are hereby wa…"
Waterville,VT,http://www.watervillevt.org/,http://www.watervillevt.org/privacy-linking-policy/,,http://www.watervillevt.org/contact/,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"e Department needs to be called to the site. Our Forest Fire warden for the Town of Waterville is Jesse Hanley, (802) 644-8470 or 730-4223. Contact & Hours Hours: Mon, Tues., Thurs.: 8:30 am – 1:30 pm Phone: 802-644-8865 Fax: 802-644-8865 Email: townclerk@watervillevt.org Physica…"
Chester,VT,https://www.chestervt.gov/,https://www.chestervt.gov/select-board.html,,https://www.chestervt.gov/contact-us.html,Missing: tech (crawl limited),2,0,0,1,0,1,,,"aurant workers, as well as seniors and countless others—are being priced out of home ownership. As Vermont Housing Finance Agency Executive Director Maura Collins has put it, ""Vermont risks becoming a playground for the rich and famous while moderate-income workers struggle to li…",,Business Chester Economic Development Committee SRDC Regional Planning Commission Solid Waste Management District Chester Town Forest Plan Contact Us Latest News Calendar Business Dining Lodging Shopping Professional Services Utilities Farms/Agricultural Galleries Community Area …
Plymouth,VT,https://www.plymouthvt.org/,https://www.plymouthvt.org/wp-content/uploads/2024/09/Final-Version-Policy-and-Notice-of-Non-Discrimination.pdf,,https://www.plymouthvt.org/town-administration/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ent Tax Collector & Administrative Assistant Deborah Pelkey Assessor Assistant Cherry Nicoll Treasurer & FEMA Representative Jim Allen Fire Chief Select Board Keith Cappellini, Rick Kaminski, Jay Kullman CONTACT THE PLYMOUTH TOWN OFFICE Comments? Questions? Interested in moving t…",,Calendar Town / Area Events Road Construction Historical Society Tyson Library Tyson Church Front Porch Forum The Plymouth Press Businesses Contact Home Officials Town Officers / Appointments Elected Town Officials Selectboard Minutes Selectboard Agendas Document Library Document…
Randolph,VT,http://www.randolph.vt.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Fair Haven,VT,http://www.fairhavenvt.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Montpelier,VT,https://eastmontpeliervt.org/,https://eastmontpeliervt.org/wp-content/uploads/2026/02/Investment-Policy-Draft-4-021826.pdf,,https://eastmontpeliervt.org/contact/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"Minutes Charter Committee Documents External Audits Make Payment Direct Debit Tax Payments Pay Portal Contact Join Our Email List Municipal Directory Emergency Information Calendar East Montpelier, VT Home Sitemap Town History Frequently Asked Questions Declaration of Inclusion P…",,"on East side of Route 14 is submitted. Vermont Municipal Climate Planning Guides Pilot Program Grant Application Submitted 12/31/25. Hours, Contact Info & Maps Town Office Building 40 Kelton Rd. (802) 223-3313 Monday-Thursday 9:00am-5:00pm Friday 9:00am-Noon East Montpelier 2026 …"
Barnard,VT,https://barnardvt.us/,https://barnardvt.us/policies,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"Town of Barnard, VT Skip to main content search menu Search Home Contact General Contact Form Sign Up for the Official Municipal Email Service Government Town Government Calendar Announcements Ordinances, Plans,…"
Lincoln,VT,https://lincolnvermont.org,,,https://lincolnvermont.org/contact,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"rvices Phone Number Dial 9-1-1 Fire, Ambulance, Police --dial this number and the dispatcher will send help for your emergency. Job Opportunities & Volunteering Highway Supervisor Job Opening Energy Coordinator Appointment opening Addison County Regional Planning Commission Alter…",,"Community About Lincoln Town News Job Opportunities & Volunteering RFPs Appointed Officials Town-Supported Organizations Newsletter Sign-up Contact Contact Us Form Town Directory Emergency Services Legal Notices FY27 Approved Budget Search Navigation, primary Home Municipal Servi…"
Norwich,VT,http://www.norwich.vt.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Brookline,VT,http://www.brooklinevt.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Barton,VT,https://www.bartonvermont.com/,https://www.bartonvermont.com/selectboard-meeting-minutes,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,ty Assessment Cards are now available online by following this link: http://bartonvt.patriotproperties.com/default.asp If you would like to contact the assessor please email bartonlisters@gmail.com The Town of Barton has recently switched to an appointed assessor model from an el…
Benson,VT,http://www.benson-vt.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Newfane,VT,https://newfanevt.com,https://newfanevt.com/government/selectboard/,,https://newfanevt.com/town-directory/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ont Town Government Selectboard Town Offices Town Clerk Treasurer Listers Zoning Roads Committees & Boards Town Meeting Open Positions Town Directory Forms, Documents, Reports Civic Engagement Community Newfane Businesses Things to Do Resources for Newcomers Resources for Familie…",,"le, VT 05362 Phone: 802-348-7949 Email: newfanegarage@newfanevt.com Hours: Monday – Friday 6:30 AM to 3 PM (by phone) Justices of the Peace Contact the Town Clerk’s Office for a list of Justices of the Peace & their contact information. Services: Solemnize marriages, notary servi…"
St. Albans (city),VT,http://www.stalbansvt.com/,https://www.stalbansvt.com/boards,,https://www.stalbansvt.com/contact,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ans Skip to main content search menu Search Home News & Announcements Government City Contact Information Mayor and City Council City Staff Directory Justices of the Peace City of St. Albans - Some Remote Options Meetings and Important Dates Boards, Commissions and Committees Bel…",,"nt Albans Skip to main content search menu Search Home News & Announcements Government City Contact Information Mayor and City Council City Staff Directory Justices of the Peace City of St. Albans - Some Remote Options Meetings and Important Dates Boards, Commissions and Committe…"
Sheldon,VT,http://www.ci.sheldon.vt.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Bethel,VT,https://townofbethelvt.com/,https://townofbethelvt.com/ordinancesandpolicies,,https://townofbethelvt.com/contact-us,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"RAISAL QUESTIONS Online Payments Community Links Bethel Council on the Arts NEED ASSISTANCE Town Calendar Bethel Community Forward Festival Contact Us Home Page Notifications Home Page Slider Home Page Filmstrip Home Page Carousel Search Navigation, primary Home Town Information …"
Milton,VT,http://www.miltonvt.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Ludlow,VT,https://www.ludlow.vt.us/,https://www.ludlow.vt.us/vertical/sites/%7B78E8DA21-0D46-4486-AF59-9D2B5A1048F3%7D/uploads/Frozen_Service_Line_Policy.pdf,,https://www.ludlow.vt.us/contact-info,Missing: tech (crawl limited),2,0,0,1,0,1,,,"talis | Privacy Policy Village of Ludlow Water Department - Ludlow, Vermont Frozen Water Service Line Policy - 2026 The water department is responsible for the water service line from the water main to the curb stop, including the curb stop. The property owner is responsible for …",,mation RFP'S For Bid Ordinances & Policies Town Ordinances Village Ordinances Water Ordinances General Election Results Town Hall Town Hall Contact Information Emergency Contact Information Municipal Manager Listing Ludlow Select Board Listing Cemetery Commissioners Listing Town …
Middlesex,VT,http://www.middlesexvermont.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Craftsbury,VT,http://www.townofcraftsbury.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Westminster,VT,http://www.westminstervt.org/,https://www.westminstervt.org/forms-policies/,,https://www.westminstervt.org/contact/,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"ty Conservation Commission Development Review Board E911 Board Historic Review Board Planning Commission Public Funds Selectboard Documents Contact Us Westminster, Vermont 2021 Selectboard Meetings 2022 Selectboard Meetings 2024 Election 2025 Selectboard Agendas & Minutes 2025 To…"
Johnson,VT,http://www.townofjohnson.com/,https://www.townofjohnson.com/privacy-policy/,,https://www.townofjohnson.com/municipal-directory/,Missing: tech (crawl limited),2,0,0,1,0,1,,,hone: 802-635-2611 Send Email Hours: Monday–Friday from 7:30 AM – 4:00 PM Facebook YouTube © 2026 Designed & Hosted by Town Web | Accessibility | Privacy Policy Municipal Directory - Town of Johnson | Town of Johnson Skip to main content NO DATA Navigate to Home Navigate to Gover…,,and Committees Places Lamoille Valley Rail Trail in Johnson Library Arboretum Holcomb House Calendar Navigate to News & Notices Navigate to Contact Us Previous Next Pause Public Documents All News & Notices Make a Payment Share Your Flood Photos and Videos Help us build a visual …
Andover,VT,https://www.andovervt.org/,,,https://www.andovervt.org/contact,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,Cemetery Commission Listers Selectboard Town Garage & Roads Town Office Zoning Administrator Zoning Board of Adjustment/Planning Commission Contact Contact Us Open Menu Close Menu Home Andover About Andover Andover History Residents/Property Owners Animal Control Fire & Rescue Fo…
Franklin,VT,http://www.franklinvermont.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Sheffield,VT,https://www.sheffieldvt.org/,https://www.sheffieldvt.org/ordinances-and-policies,,https://www.sheffieldvt.org/contact-the-town-of-sheffield,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,Town of Sheffield Vermont ABOUT History of Sheffield Town Cemeteries Historic Buildings NEWS CONTACT CALENDAR ORDINANCES & POLICIES ATV Driveway Curb Cut Road & Bridge Standards Dogs Local Enforcement of Speed Limit on State Highway Conflic…
South Hero,VT,https://southherovt.org/,https://southherovt.org/board-of-abatement/,,https://southherovt.org/contact-us/?doing_wp_cron=1771783578.7723879814147949218750,Missing: tech (crawl limited),2,0,0,1,0,1,,,ice 911 Grand Isle County Sheriff 802-372-4482 County Courthouse 802-372-8350 Animal Control – Jim Benson 802-238-3246 Emergency Management Director – David Carter Hospitals- UVM Medical Center Hospitals-Northwest Medical Center Poison Control 802-372-5614 802-847-0000 802-524-59…,,rol Beach ARPA Board of Abatement/Civil Authority Burn Permits Calendar Cemetery Commission Charter Community Links Conservation Commission Contact Us Development Review Board Directory Elections Emergency Information Folsom School Forms/Documents Highway Department Home- Hours &…
Cambridge,VT,http://www.cambridge.vermont.gov,https://www.cambridge.vermont.gov/directory/boards_and_committees/index.php,,https://www.cambridge.vermont.gov/directory/town_department/highway_department/index.php,Missing: tech (crawl limited),2,0,0,1,0,1,,,"t (fee) Town Meeting Marriage Process Conference Room Calendar CES Pavilion (External Website) Go Water, Sewer & Septic Systems Home › Town Directory › Utilities › Water, Sewer & Septic Systems Water, Sewer & Septic Systems Electric Solid Waste Energy Conservation Residents of Ca…",,tion Water and Sewer Health Officers Employment Dog Control Cambridge at a Glance Community Environment Government Town Clerk's Office FAQs Contact Us Town Directory Town Clerk's Office Town Administrator Listers Office Subdivision Admin Officer Town Departments Town Clerk's Offi…
Chelsea,VT,https://www.chelseavt.org,https://www.chelseavt.org/ordinances-and-policies/,,https://www.chelseavt.org/contacts/,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,ps School New Resident Information Forms/Applications Opportunities in Chelsea Statewide In-Home Vaccination Toggle Menu Contacts Personnel Phone Email Address Selectboard: Gregg Herrin – Chair gregg.herrin@chelseavt.us 301 VT Rte 110 PO Box 266 Chelsea VT 05038 Curtis Chase – Vi…
Hancock,VT,http://hancockvt.us/,https://hancockvt.us/cookie-policy/,,https://hancockvt.us/#directory_categories,Missing: tech (crawl limited),2,0,0,1,0,1,,,"y: Trusted Places for Natural Results Lip Fillers Directory: Trusted Places for Natural Results View all results I created this Lip Fillers directory to make it easier to find reliable clinics, medical spas, and aesthetic centers where qualified professionals perform lip filler t…",,aesthetic medicine . Lip Fillers Lip Fillers Directory: Trusted Places for Natural Results Go up Cookie Policy Privacy Policy Legal Notice Contact Sitemap Cookie Policy - Lip Fillers View all results State Alabama Alaska Arizona Arkansas California Colorado Connecticut Delaware F…
