district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Evanston/Skokie School District 65,IL,https://www.district65.net/,https://www.district65.net/about/commitment-to-equity/d65-equity-policy,,https://www.district65.net/about/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,"s Evanston/Skokie School District 65 2025-2026 School Board Agreements Approved August 18, 2025 Mutual Respect Board members will treat the superintendent and administration with respect. Board members will treat each other and staff with respect. The superintendent and staff wil…",,School Budget Data & Reports Research & Survey Guidelines RAAD Team School Report Cards District 65 Quick Facts Contact Us School Directory Staff Directory Attendance Reporting Learning Teaching & Learning Curriculum At-A-Glance 2025-2026 (opens in new window/tab) Standards Based…
New Trier Township High School District 203,IL,https://www.newtrier.k12.il.us/,https://www.newtrier.k12.il.us/our-district/board-of-education/board-of-education-directory,,https://www.newtrier.k12.il.us/our-district/board-of-education/board-of-education-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,nancial Assistance Program Technology Transportation Physical Plant Services Integrated Pest Management Physical Plant Services (PPS) Staff Directory Technology ADA Accessibility Mobile Learning Program Technology Resources Student Online Personal Privacy Act (SOPPA) Technology S…,,s and Administrative Services Registrar Attendance Office Summer School Schedule Change Requests Admin Services - Staff Only Admin Services Staff Directory End of Semester Information Late Arrival Dates and Information Business Services Business Services - Staff Only Business Ser…
Maine Township High School District 207,IL,https://www.maine207.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Glenbrook High School District 225,IL,https://www.glenbrook225.org/,https://www.glenbrook225.org/our-district/board-of-education/policies,https://www.glenbrook225.org/departments/operations/technology-services,https://www.glenbrook225.org/families/support/staff-directory,,2,0,0,1,0,1,,,"ls Intergovernmental Agreements SEL Summer 2026 Capital Projects January 12| Board Notes January 12, 2026 Board of Education Meeting Agenda Superintendent Report Dr. Gravel shared several updates, beginning with the announcement that the cross-town basketball games will take plac…",,chool Health Center McKinney-Vento Services for Homeless Students Student Financial Assistance Program Student Voluntary Accident Insurance Staff Directory header-container logo-container logo-image right-container right-top-container translate-container district-nav District Hom…
Stevenson High School District 125,IL,https://www.d125.org/,https://www.d125.org/about/board-of-education,https://www.d125.org/academics/academic-divisions/computer-science-engineering-and-technology,https://www.d125.org/directory,,2,0,0,1,0,1,,,tab) Twitter (opens in new window/tab) Instagram (opens in new window/tab) YouTube (opens in new window/tab) Calendar Contact Us Directions Directory Employment Staff Links Sitemap Accessibility Powered by Finalsite Board of Education - Stevenson High School Find It Fast Calendar…,,Overview Administrative Team Alumni (opens in new window/tab) Board of Education District Communications District Documents Employment News Staff Directory Staff Links/Intranet Stevenson Foundation (opens in new window/tab) Student Well-Being Vision and Values Visit Us Facebook (…
Adlai E. Stevenson District 125,IL,https://www.d125.org/,https://www.d125.org/about/board-of-education,https://www.d125.org/academics/academic-divisions/computer-science-engineering-and-technology,https://www.d125.org/directory,,2,0,0,1,0,1,,,tab) Twitter (opens in new window/tab) Instagram (opens in new window/tab) YouTube (opens in new window/tab) Calendar Contact Us Directions Directory Employment Staff Links Sitemap Accessibility Powered by Finalsite Board of Education - Stevenson High School Find It Fast Calendar…,,Overview Administrative Team Alumni (opens in new window/tab) Board of Education District Communications District Documents Employment News Staff Directory Staff Links/Intranet Stevenson Foundation (opens in new window/tab) Student Well-Being Vision and Values Visit Us Facebook (…
Lyons Township High School District 204,IL,https://www.lths.net/,https://www.lths.net/student-resources12/technology-services/password-policy,https://www.lths.net/student-resources12/technology-services/password-policy,https://www.lths.net/staff-only/technology,,2,0,0,1,0,1,,,ame (opens in new window/tab) Intramurals State Champions Letterman Jacket Equity & Belonging Care Space (opens in new window/tab) Contact: Director of Equity & Belonging Resources Initiatives Support of Students who are Transgender and/or Gender Expansive Uniform Grievance Proce…,,"udent Supports Equity Resources Staff Lactation Rooms Celebration for Black History Month: Rooted in Love, United in Legacy Human Resources Staff Directory Technology Workroom Library & Forms Field Trip Requests Letter of Recommendation Toolkit Official Logos Staff Wellness Resto…"
Oak Park and River Forest High School District 200,IL,https://www.oprfhs.org/,https://www.oprfhs.org/students/educational-technology/student-acceptable-use-policy,https://www.oprfhs.org/students/educational-technology/student-acceptable-use-policy,,Missing: contact (crawl limited),2,0,0,1,0,1,,,Opportunities Wellness About About Our School Accessibility Statement Alumni Association Board of Education Business Office Communications Directory District Documents Employment/Human Resources Equity & Student Success Facilities and Construction Imagine Foundation News Safety S…,,Budget Basics Fund Balance Background Communications ParentSquare ParentSquare FAQ Directory Administrators Oak Park River Forest Faculty & Staff Directory District Documents Employment/Human Resources Employment Information Faith's Law/Resource Guide Verification of Employment E…
Cicero School District 99,IL,https://www.sd99.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Berwyn South School District 100,IL,https://www.bsd100.org/,https://www.bsd100.org/board-of-education/board-policy-manual,,https://www.bsd100.org/facultystaff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,rganizations & Flyers Privacy Policy Student Support Home In This Section Home pause slideshow play slideshow < > Calendar Employment Staff Directory Meals Program Parent/Family Portal Recognition Student Support Upcoming Events Stay in the Loop Check back here for updates Presid…,,nity Organizations & Flyers Privacy Policy Student Support Home In This Section Home pause slideshow play slideshow < > Calendar Employment Staff Directory Meals Program Parent/Family Portal Recognition Student Support Upcoming Events Stay in the Loop Check back here for updates …
Berwyn North School District 98,IL,https://www.bn98.org/,https://www.bn98.org/departments/human-resources/sexual-harassment-policy-1,,https://www.bn98.org/guidance-and-resources-regarding-new-presidential-administration-page,Missing: tech (crawl limited),2,0,0,1,0,1,,,Home - Berwyn North School District 98 Skip To Main Content Close Menu Search Clear Search District Superintendent Mission Statement & Strategic Plan Boundaries Calendar Website Calendar 2025-2026 PRE-K Calendar 2025-2026 K-8 Calendar 2025-2026 Educator Calendar Board of Educatio…,,yn North 98 (@berwyn98) Logo Image Logo Title Berwyn North School District 98 6633 W. 16th Street Berwyn IL 60402 708-484-6200 708-795-2482 Staff Directory Lunch Menu Calendar Twitter (opens in new window/tab) Facebook (opens in new window/tab) Instagram (opens in new window/tab)…
Proviso Township High Schools District 209,IL,https://www.pths209.org/,https://www.pths209.org/discover-d209/board-of-education/boe-members,https://www.pths209.org/discover-d209/departments/academic-services/technology-integration,https://www.pths209.org/staff/benefits,,2,0,0,1,0,1,,,Newsletters Non-Discrimination Statement and Title IX School District Report Card (opens in new window/tab) Spirit Wear Online Store Staff Directory Who We Are Committee of the Whole Meeting Information Proviso Township High Schools District 209 has launched a new Committee of th…,,strict Newsletters Non-Discrimination Statement and Title IX School District Report Card (opens in new window/tab) Spirit Wear Online Store Staff Directory Who We Are Academics Career Technical Education & Early College Programs Math & Science Academies Incoming Freshmen (Class o…
Leyden High School District 212,IL,https://www.leyden212.org/,https://www.leyden212.org/about-us/departments/technology-department/policies-procedures-forms,https://www.leyden212.org/about-us/departments/technology-department/policies-procedures-forms,https://www.leyden212.org/about-us/district-administration,,2,0,0,1,0,1,,,ly 1:1 & Chromebook Info Mobile Hotspot Request IL Emergency Broadband Services Policies Procedures & Forms Student Data Privacy & Security Directory FOIA Requests Overview District Overview Boundaries Community Partners Equity Statement History Mandated Reports Mission & Vision …,,ict Board of Education Meet the Board of Education Meeting Agendas & Minutes FAQ Development & Training Organizational Chart Board Policies Contact Us - District Departments Human Resources Department Contact Info Employment Apply Job Fairs Salary & Benefits Verifications Student…
Niles Township High Schools District 219,IL,https://www.ntd219.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
North Shore School District 112,IL,https://www.nssd112.org/,https://www.nssd112.org/board-of-education/board-policy-manual,,https://www.nssd112.org/about/contact-nssd112,Missing: tech (crawl limited),2,0,0,1,0,1,,,Communications Food Services Health Services Operations and Facilities Personnel Services Registration Safety and Security Student Services Superintendent of Schools Teaching and Learning Technology Services Transportation Families 2025-2026 Supply Lists Before- and After-School …,,"ssages. For urgent matters, please contact your school or the district office directly. For security purposes, District 112 does not post a staff directory on the website. To reach a specific teacher or staff member, please contact them via ParentSquare, call your school or fill …"
Wheeling Community Consolidated District 21,IL,https://www.ccsd21.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Gurnee School District 56,IL,https://www.d56.org/,https://www.d56.org/o/gurnee/page/board-of-education,,https://www.d56.org/o/gurnee/page/for-staff,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"education Transportation D56 Meal Program School Calendar REvTrak Employment Find Us Gurnee District 56 3706 Florida Ave. Gurnee, IL 60031 Phone: 847-336-0800 Fax: 847-336-1110 Schools Gurnee District 56 Spaulding School Prairie Trail School River Trail School Viking School Stay …"
Woodstock Community Unit School District 200,IL,https://www.woodstockschools.org/,https://www.woodstockschools.org/school-board/board-policies-docs,,https://www.woodstockschools.org/about-us/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,elebrate Families - Birth to 3 Program Dual Degree Program Emergency Day e-Learning Plan Fine Arts High School Curriculum Guide Departments Superintendent's Office Buildings & Grounds Communications & Community Services Finance & Business Services Food Services Grants Health Serv…,,es Calendar Employment (opens in new window/tab) Families & Students (opens in new window/tab) PowerSchool Portal (opens in new window/tab) Contact Us Facebook (opens in new window/tab) Instagram (opens in new window/tab) YouTube (opens in new window/tab) District Schools Verda D…
Crystal Lake Community Consolidated District 47,IL,https://www.d47.org/,https://www.d47.org/board-of-education,,https://www.d47.org/about-us/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,es Careers Paraprofessional Substitute Teaching Staff Milestones Operations Facility Rental Safety I Love U Guys Standard Response Protocol Superintendent's Office Technology Services Assistive Technology Family Technology & Resources Student Data & Privacy Student Devices & Resp…,,oards History of District 47 Where it Started Creation of District 47 & 155 20th Century 21st Century Illinois Report Card Input & Insights Staff Directory Strategic Plan News Board of Education Board Meeting Agendas & Minutes (opens in new window/tab) Board Policies (opens in ne…
Community High School District 155,IL,https://www.d155.org/,,https://www.d155.org/departments/curriculum-and-assessment/school-courses/industrial-technology,https://www.d155.org/about/contact,Missing: policy (crawl limited),2,0,0,1,0,1,,,"Education's strategic vision for the district. Dr. Neil Lesinski Superintendent email: nlesinski@d155.org​ Dr. Neil Lesinski was appointed superintendent of Community High School District 155 in July 2023, following six years of service as principal of Cary-Grove High School. He …",,District Home Menu About Annual Report 2024-2025 (English) Annual Report 2024-2025 (Spanish) Class Schedules Contact Us District Administration District Boundary Map District Enrollment Projections District Information D155 Calendars Strategic Plan Board o…
Kaneland Community Unit School District 302,IL,https://www.kaneland.org/,https://www.kaneland.org/about-d302/policies/self-administration-of-medication,,https://www.kaneland.org/about-d302/policies/self-administration-of-medication,Missing: tech (crawl limited),2,0,0,1,0,1,,,"nalized Learning Academy (opens in new window/tab) Open Menu Logo Title Kaneland CUSD #302 Graduate all students college, career, and community ready Schools Staff Directory Employment Superintendent Calendar Open Search Search Clear Search Close Search About D302 Superintendent'…",,window/tab) Lunch Menus (KHS & KHMS) McKinney-Vento Act (Homeless) NEW-Preschool Interest Application (opens in new window/tab) School Fees Staff Directory Student Handbooks Student Tech Profile (opens in new window/tab) NEW-Summer School (opens in new window/tab) Supply Lists Vi…
St. Charles Community Unit School District 303,IL,https://www.d303.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Batavia Public School District 101,IL,https://www.bps101.net/,https://www.bps101.net/policy/,,https://www.bps101.net/staff-listing/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"cial Education Departments Batavia Fine Arts Centre Communications Curriculum & Instruction Facilities Finance and Business Human Resources Superintendent Student Services Technology Transportation Join Our Newsletter Typically, we send one message weekly on Wednesday afternoons …",,School Careers Parent Login Staff Login Search Home About About Us Batavia Foundation Hall of Honor Illinois Report Card School Boundaries Staff Directory Strategic Plan Students Breakfast/Lunch Menus ClassLink (app launcher) Classroom Environment Community Resources Safety Help …
Geneva Community Unit School District 304,IL,https://www.geneva304.org/,https://www.geneva304.org/VisitorPolicy1.aspx,,https://www.geneva304.org/Directory1.aspx,Missing: tech (crawl limited),2,0,0,1,0,1,,,ties Facilities FOIA/Public Documents Hours of Operation Newsroom Safety & Security School Directory Staff Directory Strategic Plan 2024-29 Superintendent Viking Spotlight Vision Volunteer With PRIDE Who We Are Students Elementary Math Home Access Center Login Libraries Office 36…,,igest Weekly Email Employment Opportunities Facilities FOIA/Public Documents Hours of Operation Newsroom Safety & Security School Directory Staff Directory Strategic Plan 2024-29 Superintendent Viking Spotlight Vision Volunteer With PRIDE Who We Are Students Elementary Math Home …
District 25 (Arlington Heights),IL,https://www.sd25.org/,https://www.sd25.org/school-board/board-policies,,,Timed out (district budget exceeded),2,0,0,1,0,1,,,ess Welcome District Finances & Reports Retiree Benefits Transportation Freedom of Information Act Bids/RFPs Tax Shelter 403(b) Departments Superintendent Communications Facilities Food & Nutrition Services Personnel & Planning Student Learning Student Services Technology Communi…,,Heights School District 25 Skip To Main Content Close Menu Search Clear Search Our District About Us School Maps & Directory District 25's Staff Directory District 25 Stories & Videos (opens in new window/tab) Strategic Planning Early Childhood (opens in new window/tab) Branding …
Northbrook District 28,IL,https://www.northbrook28.net/,https://www.northbrook28.net/board-of-ed/board-of-ed-policy,,https://www.northbrook28.net/directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,"NBJH Design Plans (opens in new window/tab) Feb 11 2026 In the fourth Insight 28 episode of the 25-26 school year, Host Dr. Jason Pearson, Superintendent of Schools, sits down for a discussion with Dr. Scott Meek, NBJH Principal, Jessica Donato, Chief School Business Official, an…",,D28 Facebook (opens in new window/tab) D28 Instagram (opens in new window/tab) D28 Youtube (opens in new window/tab) D28 LinkedIn Calendar Staff Directory Website Accessibility MISSION: Empower every learner to grow and change the world. Privacy Policy Site Map Accessibility Powe…
Wilmette School District 39,IL,https://www.wilmette39.org/,https://www.wilmette39.org/board_of_education/board_policy/section_3_-_administration,,https://www.wilmette39.org/board_of_education/board_policy/section_3_-_administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,munity Review Committee District 39 Educational Foundation Parent Association of Student Services (PASS39) Village-Wide PTO District Office Directory Calendar 39 exPRESS Newsletter Facilities Rental Freedom of Information Act School & District Report Cards Archive School Locator …,,n Health Services Homeless Student Services (McKinney-Vento) OT & PT Reading Intervention Social Work Special Education Speech and Language Staff Directory Summer Enrichment Program Wilmette Community Special Education Agreement (WCSEA) Technology and Library Media Services Purpo…
Winnetka School District 36,IL,https://www.winnetka36.org/,https://www.winnetka36.org/privacy-policy,,https://www.winnetka36.org/district/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,"cally retrieve data or other content from the Website to create or compile, directly or indirectly, a collection, compilation, database, or directory without written permission from us. 2. Make any unauthorized use of the Website, including collecting usernames and/or email addre…",,Home - Winnetka School District 36 Skip To Main Content Menu Trigger Close Nav Main Container Search Search Clear Search District Staff Directory About District 36 Meet the Team Registration Early Entrance and Acceleration Employment School Board Departments Strategic Plan/Portra…
Glenview School District 34,IL,https://www.glenview34.org/,https://www.glenview34.org/board-of-education/contact,,https://www.glenview34.org/board-of-education/contact,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,he District's Strategic Plan View My Lunch Menu View the Latest News Access #BeWell34 Send the District a Message Learn About D34 Preschool Staff Directory Explore D34 Jobs D34 Schools Attea Middle School Glen Grove School Henking School Hoffman School Lyon School Pleasant Ridge …
Evanston Township High School District 202,IL,https://www.eths.k12.il.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
