district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Lower Moreland Township School District (Third Class),PA,http://lmtsd.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Allegheny,PA,http://www.county.allegheny.pa.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Hempfield School District (Third Class),PA,http://www.hempfieldsd.org,https://www.hempfieldsd.org/student-services/district-attendance-policy,,https://www.hempfieldsd.org/about-us/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,ies (opens in new window/tab) Handling a Concern Right-to-Know Safety & Security Staff Directory Superintendent District Calendar Academics Assistant Superintendents Connected Learning and Teaching (1:1) Title IX Information Hempfield Preschool Program Curriculum Federal Programs…,,Threat Assessment Teams Reporting A Concern Shared Safety Language How We Communicate During Emergencies Talking to Children About Violence Staff Directory Superintendent Performance Evaluation & Goals District Organization Chart District Calendar Academics Assistant Superintende…
Kane Area School District (Third Class; also extends into Elk County),PA,https://www.edline.net/pages/Kane_ASD,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Mifflinburg Area School District (Third Class),PA,http://www.mifflinburg.org/,https://www.mifflinburg.org/departments/technology-services/acceptable-use-policy,https://www.mifflinburg.org/departments/technology-services/acceptable-use-policy,https://www.mifflinburg.org/our-district/staff-links,,2,0,0,1,0,1,,,ation Home Education Homeless Students Library Service Student Achievement Student Assistance Program StudentVue (opens in new window/tab) Title 1 Guidance Athletics Athletic Complex Athletic Director Conflict Resolution Geisinger Orthopaedics Sports Medicine Grade Eligibility/Co…,,"the Employee Portal for the first time, directions are provided at the top of this page. If you are experiencing additional logon problems, contact the Payroll department at the Administrative Office. Helpful Instructions: Staff Portal General Directions Staff Portal Timesheet En…"
Avonworth School District (Third Class),PA,http://www.avonworth.k12.pa.us/,https://www.avonworth.k12.pa.us/about/notices-disclosures/open-records-policy,https://www.avonworth.k12.pa.us/departments/technology-services,https://www.avonworth.k12.pa.us/about/notices-disclosures/student-staff-wellness,,3,1,0,1,0,1,Industry-Based Learning Indicator Personal Pathways ASD Handbooks Student Information System (Alma) Course Selection Guides Internet Safety Artificial Intelligence (AI) AI Guidelines for Students Athletics Athletic Contact Athletics Website Athletic Handbooks Arts Drama Previous …,,"nnouncements View All News Mr. Ronnie Ziccardi Honored by the Pittsburgh Symphony Orchestra Mr. Ronnie Ziccardi, our elementary school band director, was recognized by the Pittsburgh Symphony Orchestra as a BRAVO! Champions of Music Education awardee, honoring his leadership and …",,nformation System (Alma) Course Selection Guides Internet Safety Artificial Intelligence (AI) AI Guidelines for Students Athletics Athletic Contact Athletics Website Athletic Handbooks Arts Drama Previous Productions Music Visual Arts Student Art Gallery Quick Links Care Solace S…
Susquenita School District (Third Class; also extends into Dauphin County),PA,http://www.susq.k12.pa.us,https://www.susq.k12.pa.us/services/cafeteria/board_policy_collections_delinquent_accounts,https://www.susq.k12.pa.us/district/innovation_and_technology/innovation_and_technology_staff,https://www.susq.k12.pa.us/district/innovation_and_technology/innovation_and_technology_staff,,2,0,0,1,0,1,,,n Plan FERPA Notice Finance and Operations Finance and Operations Staff Finance and Operations Documents Innovation And Technology Meet the Director of Innovation and Technology Innovation and Technology Staff Canvas Digital Tools Family/Student Technology Support Help Desk iPad …,,Susquenita Blackhawks Stadium Skip Sidebar Navigation Last item for navigation Arts Athletics Budget Calendar Menu PowerSchool School Board Staff Directory News & Information RSS Feed 08/28/2024 Apple Distinguished District Susquenita School District is pleased to announce it has…
Penncrest School District (Third Class; also extends into Venango County),PA,http://penncrest.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Union Area School District (Third Class),PA,http://www.union.k12.pa.us/site/default.aspx?PageID=1,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
General McLane School District (Third Class),PA,https://www.generalmclane.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Monessen City School District (Third Class),PA,http://monessenschooldistrict.com/site/default.aspx?PageID=1,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Greenville Area School District (Third Class),PA,http://www.greenville.k12.pa.us/,https://www.greenville.k12.pa.us/schoolboard,,https://www.greenville.k12.pa.us/contact,Missing: tech (crawl limited),2,0,0,1,0,1,,,accordance with the guidelines provided by the Pennsylvania Department of Education and operates under an elected nine (9) member Board of Directors. A joint venture with ten (10) other districts to operate the Mercer County Career Center was created to provide vocational and tec…,,"hletics Community Contact Parents Staff Schools Greenville Elementary School Greenville Junior/Senior High School GASD Mail Search District Staff Directory Previous Next Greenville Area School District 9 Donation Road Greenville, PA 16125 PH: 724.588.2500 Fax: 724.588.5024 Greenv…"
Upper Adams School District (Third Class),PA,http://www.upperadams.org/,https://www.upperadams.org/departments/curriculum/federal-programs/district-building-policies,https://www.upperadams.org/departments/technology/technology-staff,https://www.upperadams.org/departments/technology/technology-staff,,2,0,0,1,0,1,,,of The District Superintendent Job Description and Performance Volunteering Volunteer Instructions and Forms DEPARTMENTS Athletics Athletic Director This Week in Athletics Important Forms Title IX Coaching Contacts Concession Sign-up Business & Finance Office Annual Reports Audit…,,t What To Read Research Library Staff Mission Policies Learning Commons Calendar Resources Related To Your Class Summer Reading Book Access Staff Directory Athletics School Counseling/Career Services News For Students College Resources Military Resources Information about College…
Danville Area School District (Third Class; also extends into Northumberland County),PA,http://www.danville.k12.pa.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Fox Chapel Area School District (Second Class),PA,http://www.fcasd.edu/,https://www.fcasd.edu/about-us/need-to-know-disclosures/open-records-policy,,https://www.fcasd.edu/about-us/school-board/contact-the-board,Missing: tech (crawl limited),2,0,0,1,0,1,,,"arge number of students charging their meals, it is necessary to address the issue of delinquent food service accounts. The Board of School Directors is required to provide healthy meals in accordance with current regulation and policy. The Board of School Directors shall permit …",,"as, Attachments, Other Documents, and Broadcasts School Board Committees Board Policies 254 Educational Opportunities for Military Children Contact the Board Comprehensive Plan Administration Need to Know & Disclosures Compliance Statement Title IX Training Information Legal Noti…"
Union School District (Third Class),PA,http://www.unionsd.net/,,,https://www.unionsd.net/union-school-district/staff-resource-portal.html,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,Smith - This email address is being protected from spambots. You need JavaScript enabled to view it. Auxiliary Services A message from the Superintendent Message from the Superintendent Thank you for visiting the superintendent’s page for Union School District! We are excited tha…,,vents Calendar Food Service Printable Menus SchoolCafe - Lunch Money SchoolCafe Instructions Parent Forms / Information PTO Elem. Counselor Contact Forms Community Safe2Say Something TAT Nurse Info Home of the Knights and Damsels District Menu USD Home Facilities/Forms Buildings/…
Northern Mariana Islands,PA,https://www.cnmipss.org,https://www.cnmipss.org/state-boe-board-members,,https://www.cnmipss.org/contact-info,Missing: tech (crawl limited),2,0,0,1,0,1,,,ols Elementary Schools Middle Schools Jr. Sr. High Schools High Schools Curriculum & Instruction Special Programs School Calendar Child Nutrition Program Pupil Transportation Schools Directory Head Start/ Early Head Start Special Education Special Education Program overview Onlin…,,Vacancy Announcements PSS Policies & SOPs Human Resources HR Information Job Vacancy Announcements Employee Resources Gallery Photos Videos Contact Info STUDENT REGISTRATION INFO STATE BOE - CERTIFICATION Home K-12 Schools All Schools Elementary Schools Middle Schools Jr. Sr. Hig…
Reynolds School District (Third Class),PA,http://www.reynolds.k12.pa.us/pages/reynolds,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
East Allegheny School District (Third Class),PA,http://www.eawildcats.net/,https://www.eawildcats.net/departments/health-services/illness-policy-when-to-stay-home,,https://www.eawildcats.net/our-district/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,", Assessment, and Innovation Stomaszewski@eawildcats.net 412-824-8012 Ext. 4125 Tomaszewski Bio Ms. Jamie Morgan Executive Assistant to the Superintendent Human Resources Director School Board Secretary Title IX Coordinator Jmorgan@eawildcats.net 412-824-8012 Ext. 4158 Ms. Toni V…",,"rovider to be able to return to school. If your child becomes ill during the school day, the school nurse will evaluate their condition and contact you if they need to go home. For your child’s well-being and the safety of others, we appreciate your cooperation in following these…"
Conemaugh Township Area School District (Third Class),PA,http://www.ctasd.org/,https://www.ctasd.org/board-of-directors,https://www.ctasd.org/technology,https://www.ctasd.org/contact-us,,2,0,0,1,0,1,,,ase Matilda Tickets Online Activity Calendar American Rescue Plan Spending REACH Program Home About Us Our District Administration Board of Directors Awards and Recognition Alumni School Info Our Schools Registration and Immunizations Programs CT Foundation Events Athletics Calen…,,siness Services Food Services Human Resources Student Services Technology Transportation Helpful Links Comprehensive Plan FAQ Our Community Contact Us Parents Students Employees Community Our Schools Conemaugh Township Area School District A Great Place to Grow! Quick Links Paren…
Pequea Valley School District (Third Class),PA,http://www.pvsd.k12.pa.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Shikellamy School District (Third Class),PA,http://www.shikbraves.org/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,hletics Skip to Navigation Shikellamy School District Login District Information Departments Schools Staff Listing Employment Opportunities Contact Graduation Requirements Click HERE for PA Graduation Requirements. USDA Nondiscrimination Statement In accordance with federal civil…
California Area School District (Third Class),PA,https://www.calsd.org/,,,https://www.calsd.org/apps/contact/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,California Area School District Skip to main content California Area School District Main Menu Toggle About Us Board of Directors Superintendent Comprehensive Plan Career Opportunities Employee Contracts Homeless Information Right to Know Request for Proposals Schools Elementary …,,ed to be active participants in their student’s education. Read More Quick links with Icons PowerSchool School Cafe Trojan TV Trojan TV Jr. Staff Directory Our Mission California Area School District is dedicated to providing diverse learning experiences for every child to thrive…
Moniteau School District (Third Class),PA,http://www.moniteau.k12.pa.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Eastern Lebanon County School District (Third Class),PA,http://www.elcosd.org,https://www.elcosd.org/departments/nutrition-food-services/wellness-policy-assessment,,https://www.elcosd.org/about-elco/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ards required by the School Breakfast Program, the National School Lunch Program and the Special Milk Program.[2][3][4][6][7][8][9][10] The Superintendent or designee shall comply with state and federal requirements for conducting cafeteria health and safety inspections and ensur…",,nt Clearance Links Guest Teacher Program (opens in new window/tab) Bus Driver/Van Driver Future Ready (opens in new window/tab) Our Schools Staff Directory Student Registration Registration Instructions Registration FAQs Registration Checklist Medical and Dental Information Withd…
Pen Argyl Area School District (Third Class),PA,http://www.penargylschooldistrict.org,https://www.penargylschooldistrict.org/school_board/school_board_policies,https://www.penargylschooldistrict.org/district/curriculum/technology_k-8,https://www.penargylschooldistrict.org/administration,,1,0,0,0,0,1,,,,,"that is accessible to everyone. If you have problems accessing a page on this site, please email the webmaster with a specific URL Site Map Contact Us Website by SchoolMessenger Presence . © 2026 SchoolMessenger Corporation. All rights reserved. School Board Policies - Pen Argyl …"
Venango,PA,https://www.co.venango.pa.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Methacton School District (Third Class),PA,http://www.methacton.org/,https://www.methacton.org/departments/technology/acceptable-use-policy,https://www.methacton.org/departments/technology/acceptable-use-policy,https://www.methacton.org/community/methacton-high-school-campus-planning-redesign/planning-process/committee-work-completed/student-and-staff-feedback,,2,0,0,1,0,1,,,launchpad and gain access to applications and files without needing to sign in multiple times. Contact Technology Christopher Kleinguenther Director of Technology Contact Eileen Brown Administrative Assistant Contact Logo Image Logo Title 1001 Kriebel Mill Road Eagleville PA 1940…,,it of Methacton Award Our Schools Our Leadership Superintendent's Goals & Evaluations Registration Kindergarten Registration Strategic Plan Contact Us Academics Academics Overview English Language Development ESSA Federal Report K-12 Career Counseling Libraries Seal of Biliteracy…
Sullivan,PA,http://www.sullivancounty-pa.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Monroe,PA,http://www.co.monroe.pa.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
