district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Baton Rouge,LA,https://www.brla.gov/,,,https://www.brla.gov/directory.aspx,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,225-389-3084 Visit Baton Rouge 225-383-1825 Webmaster Workforce Development Board - LWDA 21 225-358-4606 Address Holder http://www.brla.gov/directory.aspx?DID= Live Edit Find what you're looking for Popular Links Garbage Collection Pay a Traffic Ticket Employment Opportunities Pu…,,"e /CivicAlerts.aspx Get in Touch FOR SERVICES IN THE CITY OF BATON ROUGE, PLEASE CHOOSE ONE OF THE FOLLOWING TO CONTACT US. Report an Issue Staff Directory Contact the Mayor-President Contact Metro Council Population 456,781 Area of Parish 455.2 Square Miles P.O. Box 1471 Baton R…"
Lafourche Parish Public Schools,LA,http://www.lpsd.k12.la.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Bossier,LA,http://www.bossierparishla.gov,https://www.bossierparishla.gov/legal/privacy-policy,,https://www.bossierparishla.gov/police-jury/divisions/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,h Building Permits Helpful Information Air Quality Animal Control (Parish) Automobile Information Bossier-Webster Resource Service Provider Directory Fire District Maps Household Appliance Disposal Mosquito Control Public Schools Senior Services Voting Information Metropolitan Pl…,,"uth Bossier Park Reopens Following Ice Storm Repairs Posted: Feb 13, 2026 Ice Storm After-Action Meeting Posted: Feb 11, 2026 View All News Contact Information Bossier Parish Police Jury 204 Burt Blvd. (Physical) P.O. Box 70 (Mailing) Benton, La 71006 318-965-2329 318-965-3703 (F…"
Red River,LA,http://rrppj.org/,http://rrppj.org/Legal/Web-Privacy-Policy.aspx,,http://rrppj.org/Divisions/Division.aspx?Name=Parish%20Administration%20-%20Manager,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,ial Vehicle Enforcement Unit Road Department Administrative Assistant Financials Permits News & Events News & Announcements Upcoming Events Contact Us Welcome to the Red River Parish Police Jury Web Site This web site is intended to serve as a communication tool between the Polic…
Iberia,LA,http://iberiaparishgovernment.com/index.asp,,,https://iberiaparishgovernment.com/contact/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"the Parish’s digital presence and ensuring effective communication with the community. As the Webmaster and Social Media Administrator, the Coordinator creates and manages content for the Parish’s website and social media platforms, maintaining compliance with legal standards and…",,Mosquito Control Parks & Recreation Permits Planning & Zoning Public Works Sewerage District No. 1 Waterworks District No. 3 Business News Contact Search for: Welcome firefly-wp 2026-02-11T17:48:53-06:00 CALENDAR PRESS RELEASES PROGRESS IN OUR PARISH EMPLOYMENT REPORT AN ISSUE CO…
American Samoa,LA,https://www.doe.as/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Lincoln,LA,http://www.lincolnparish.org/,,,https://www.lincolnparish.org/homeland-security/custom-contact-page/homeland-security,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"d Reports Forms and Applications Adjudicated Property Column 3 Social Media Facebook Twitter In the News Latest News Search form Search Website Homeland Security Kip Franklin, Director Office: 161 Road Camp Road Ruston, LA 71270 (318)-251-6454 kfranklin@lincolnparish.org Kevin Kl…",,"Twitter In the News Latest News Search form Search Website Contact Us 100 W. Texas Ave. | Ruston, LA 71270 (318) 513‑6200 Submit a Request Staff Directory First Name * Last Name * Email * Question/Comment * The colors on the American flag are Red, White, and ... Yes, this not is …"
Bossier Parish School Board,LA,http://www.bossierschools.org/,https://www.bossierschools.org/page/school-board,,,"Missing: tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Lafayette,LA,https://www.lafayetteltravel.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Legislature,LA,https://legis.la.gov,,,https://legis.la.gov/legis/Contacts.aspx,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,ns Redistricting Fiscal Information News & Publications Broadcast Archives How do I ...? (FAQ's) Disabilities Information APA Related Links Contact Us Disclaimer List of Boards & Commissions Search for Members Legislative Fiscal Office House Fiscal Division Senate Fiscal Services…
Avoyelles,LA,http://www.avoypj.org/,,,https://www.avoypj.org/contact-8,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"UR VISION OFFICIALS ELECTED OFFICIALS NETWORKS CONTACT More Use tab to navigate through the menu items. MAINTENANCE ROAD MAINTENANCE PARISH SUPERINTENDENT OF ROADS KEITH GREENHOUSE CIVIL WORKS DIRECTOR KEVIN BORDELON SECRETARY ALISHA FRANK MARY SAMPSON 2346 Valley Street Mansura,…",,HOME | APPJ top of page AVOYELLES PARISH POLICE JURY HOME RESOURCES OUR VISION OFFICIALS ELECTED OFFICIALS NETWORKS CONTACT More Use tab to navigate through the menu items. AVOYELLES PARISH POLICE JURY BUILDING A BETTER PARISH FOR YOU Home of the Cochon De Lait F…
Caldwell,LA,http://www.caldwellparish.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
West Baton Rouge,LA,http://www.wbrcouncil.org/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"partment promotes active lifestyles and enhances the quality of life for residents of all ages. Public Works The Public Works Department is responsible for the maintenance and improvement of parish infrastructure, including roads, bridges, drainage, and public buildings. The depa…",,"hildren’s Art Workshop Read On View All Events /Calendar.aspx Report a Concern Emergency Notifications Utilities Bill Pay Trash & Recycling Contact Us West Baton Rouge Parish 880 N Alexander Avenue Port Allen, LA 70767 Phone: 225-383-4755 Fax: 225-387-0218 Quick Links Alerts Sign…"
Orleans,LA,https://nola.gov/next/home/,https://nola.gov/next/health-policy/home/,,https://nola.gov/next/capital-projects-administration/home/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"with Disabilities Act (ADA) Assessor’s Office, Orleans Parish Behavioral Health Capital Projects Administration Central Adjudication Bureau Chief Administrative Office City Attorney's Office City Council City Planning Commission Civil District Court Civil Service Commission Clerk…",,icy Home News Topics Kid's Meal Beverage Ordinance Complaints Housing & Support Services Homeless Encampment Ordinance Smoke-Free Ordinance Contact Health Policy & NOHD Ordinances The Health Policy division assists with the development and implementation of ordinances and regulat…
Cameron Parish School Board,LA,http://www.camsch.org/,,,https://www.camsch.org/apps/staff/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"rshall Street, Cameron, LA, 70631; (337) 775-5784.The School Board's Title IX policy may be obtained from the School Board Office, from the Superintendent of Schools, or via the website: GAEAA, JCED, GAAA.Per Louisiana H.C.R. 129, the Superintendent of Schools is the custodian of…",,"ed handicap or disability.Child Abuse Hotline - 1-855-4LA-KIDS (1-855-452-5437) Powered by Edlio Calendar Parent Portal Homework Directions Staff Directory | Cameron Parish School District Skip to main content Cameron Parish School District Preparing the future of Cameron Parish,…"
DeSoto Parish School Board,LA,https://www.desotopsb.com/,,https://www.desotopsb.com/page/technology,https://www.desotopsb.com/page/district-administration,Missing: policy (crawl limited),2,0,0,1,0,1,,,site Sign in About DeSoto Show submenu for About DeSoto About DeSoto District Administration Central Office Show submenu for Central Office Superintendent Public Records DeSoto Parish External Auditors About DeSoto Parish Schools FAQs Child Nutrition Programs Show submenu for Chi…,,"Upper Elementary North DeSoto Middle School North DeSoto High School Stanley High School Stay Connected Any additional information, please email questions@desotopsb.com . DeSoto Serves to make a difference in the lives of our students by instilling a sense of community and respon…"
Calcasieu,LA,http://www.cppj.net/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Metairie,LA,http://www.metairie.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Bienville,LA,http://www.bienvilleparish.org/,https://www.bienvilleparish.org/privacy-policy,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,"rvices to Bienville parish and protect its well-being through preparedness, prevention, and education. Arcadia Fire Dept Randy Wright, Fire Chief 1715 First Street Arcadia LA 71001 Phone: 318-263-2487 Website: www.arcadialouisiana.org Bienville Fire Districts 4 & 5 Bobby L. Conly…",,"rmation about our office and descriptions of our duties, plus our office address, telephone numbers, and email address. Please feel free to contact us if we can be of service to you. Duties and Responsibilities The Assessor is required to annually locate, class and assess all tax…"
St. Mary,LA,https://www.stmaryparishla.gov/,,,https://www.stmaryparishla.gov/contact-us/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"0538 337-828-4100, Ext. 5555 337-828-4092 Email Parish President Sam Jones 337-828-4100, Ext. 5555 Federal and State Grants Administrator Kaitlan Rivere 337-828-4100, Ext. 5555 Chief Administrative Officer Paul J. Governale, CPA, CGFO, CGFM 337-828-4100, Ext. 5555 Administrative …",,ent Personnel Department Planning & Zoning Department Public Works Department RESOURCES Resources About the Parish District Maps I Want To… CONTACT US Contact Us Apply Online HOME COUNCIL Council Agendas & Minutes DEPARTMENTS Departments Economic Development Finance Department Pe…
Madison,LA,http://madisonparish.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Livingston,LA,http://www.livingstonparishla.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
West Feliciana,LA,http://www.stfrancisville.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
East Baton Rouge Parish School Board,LA,https://ebrschools.org/,https://ebrschools.org/policies/,,https://ebrschools.org/directory/,Missing: tech (crawl limited),4,1,0,1,1,1,lic) Mar 5 8:00 am - 1:00 pm EBR Film Festival Mar 5 5:00 pm - 9:00 pm Committee of the Whole View Calendar Quick Links Mandatory Reporting Procedure 2025 - 2026 Student Rights and Responsibilities 2024 LDOE Artificial Intelligence Guidance Enter CAPS Policy Information District …,,"lication for employment), and it is prohibited from discriminating on the basis of sex by Title IX (20 USC 1681) and on the basis of disability by Section 504 (42 USC 794). The Title IX Coordinator is Andrew Davis, Director of Risk Management – ADavis6@ebrschools.org , (225) 929-…",pm Committee of the Whole View Calendar Quick Links Mandatory Reporting Procedure 2025 - 2026 Student Rights and Responsibilities 2024 LDOE Artificial Intelligence Guidance Enter CAPS Policy Information District Wide Policies 2025 – 2026 Student Rights and Responsibilities Handbo…,Start Events Summer Programs Public Records Request Request Your Records 2025 - 2026 School Calendar School Realignment Employee Resources Contact Us About Us School Board Superintendent Cole Strategic Plan EBR Vision Organizational Chart Executive Leadership School Board meeting…
Richland,LA,https://www.rppjinfo.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
East Baton Rouge,LA,http://www.brgov.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Saint Tammany Parish School Board,LA,https://www.stpsb.org/,https://www.stpsb.org/our-district/policies-and-procedures,,https://www.stpsb.org/our-schools/school-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,enewal Our Schools About Our Schools Academics Athletics (opens in new window/tab) Leader in Me Programs and Activities Registration School Directory School Performance Supporting Students Technology Resources Connect Connect With Us Calendar Contact Us Doing Business Galleries N…,,s and Activities Registration School Directory School Performance Supporting Students Technology Resources Connect Connect With Us Calendar Contact Us Doing Business Galleries News Careers Join the STPPS Team (opens in new window/tab) Apply (opens in new window/tab) Benefits Curr…
Vermilion,LA,http://vermilionparishpolicejury.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
New Orleans Public Schools (Orleans Parish),LA,http://www.opsb.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Iberville,LA,http://www.ibervilleparish.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
