district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Fontana Unified School District,CA,https://www.fusd.net/,https://www.fusd.net/board-of-education-8b/fusd-board-of-education/board-policy-attachments,,,Timed out (district budget exceeded),4,1,0,1,1,1,est Practices Student Laptop Troubleshooting Keeping Your Laptop Updated Strategic Innovations Esports Digital Learning Wizards Wizard Wire AI Essentials Fontana School Police Department FLIP JR FLIP JR FLIP Program Policy & Procedures Military Equipment Mission Statement Active …,,"d Meetings (opens in new window/tab) Watch Archive Board Meetings (Previous to July 2023) (opens in new window/tab) Divisions Office of the Superintendent Family and Community Empowerment (FACE) & Inclusive Practices Marketing, Communications, and Engagement Event Galleries Black…",est Practices Student Laptop Troubleshooting Keeping Your Laptop Updated Strategic Innovations Esports Digital Learning Wizards Wizard Wire AI Essentials Fontana School Police Department FLIP JR FLIP JR FLIP Program Policy & Procedures Military Equipment Mission Statement Active …,"entation, or association with a person or group with one or more of these actual or perceived characteristics. For questions or complaints, contact Equity Compliance Officer: Craig Baker, Associate Superintendent, Student Services at 9680 Citrus Avenue, Fontana CA 92335 (909) 357…"
Moreno Valley Unified School District,CA,https://www.mvusd.net/,https://www.mvusd.net/privacy-policy,,https://www.mvusd.net/directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,ley Community Adult School Moreno Valley Online Bayside Community Day School Early Learning Academy Board Agendas (opens in new window/tab) Directory Care Portal ABOUT About Our District 11 Commitments Goals and Outcomes Local Control Accountability Plan (LCAP) (opens in new wind…,,an Resources Certificated Voluntary Transfers Classified Voluntary Transfers (opens in new window/tab) CSEA Collective Bargaining Agreement Contact Us Documents and Forms Employee Resource Guide Employment Verification Employment Job Descriptions MVEA Collective Bargaining Agreem…
Stockton Unified School District,CA,https://www.stocktonusd.net/,https://www.stocktonusd.net/cell-phone-policy,,https://www.stocktonusd.net/staff-recognition,Missing: tech (crawl limited),2,0,0,1,0,1,,,vices & Resources Student Conduct Code (English/Spanish) Families in Transition Foster Youth Parent Handbook Volunteering Program Reference/Directory Title Coordinators 1 Million Project Hotspots & Home Laptops Lunch Menu ParentVue ParentSquare Student Resources Student Conduct C…,,ing Suicide Prevention Title IX Sexual Harassment Williams Uniform Complaint & Procedures Curriculum & Instruction Curriculum & Instruction Staff Directory Common Core State Standards District Adopted Curriculum Curriculum Resources Curriculum Assessment Dates Report Card Schedul…
Mount Diablo Unified School District,CA,https://www.mdusd.org/,https://www.mdusd.org/about/board-policies,https://www.mdusd.org/departments/business-services/technology/teachers-staff,https://www.mdusd.org/departments/business-services/technology/teachers-staff,,2,0,0,1,0,1,,,"lations Public Hearings/Notices Redistricting of Existing Trustee Voting Area Board Vacancy Student Board Member Student Advisory Committee Superintendent News Departments Business Services Compliance, Audit and Reports Fiscal Services Payroll Accounts Payable & Receivable Budget…",,t and Reports Fiscal Services Payroll Accounts Payable & Receivable Budget Position Budgeting Developer Fee Budget Advisory Committee (BAC) Contact Us Food & Nutrition Services MENUS Catering Services Forms Farm to School In the News Nutrition Standards Wellness Policy Join Our T…
Sweetwater Union High School District,CA,https://www.sweetwaterschools.org/,https://www.sweetwaterschools.org/privacy-policy,,https://www.sweetwaterschools.org/about-us/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,n Statement (opens in new window/tab) Departments Staff School Board Board Meeting Live Streams (opens in new window/tab) Agendas & Minutes Superintendent Data Security Students and Parents WishWell Programs Calendars SUHSD Calendar Student Calendars Adult Education Calendars Emp…,,School District Skip To Main Content Close Menu Search Clear Search Home About Us How to Enroll Mission and Belief Statements News & Events Contact Us Non-Discrimination Statement (opens in new window/tab) Departments Staff School Board Board Meeting Live Streams (opens in new wi…
San Dieguito Union High School District,CA,https://www.sduhsd.net/,https://www.sduhsd.net/Our-District/About-Us-History/Boundaries-Map-/Policy--Exemptions/index.html,,https://www.sduhsd.net/Staff-Directory/,Missing: tech (crawl limited),2,0,0,1,0,1,,,strict Our District About Us/ History Boundaries Map Elementary Feeder Districts Policy & Exemptions School Board Trustee Area Map District Directory Board of Trustees Committees Meeting Agendas/Minutes 2025-2026 2024-2025 2023-2024 2022-2023 2021-2022 2020-2021 2019-2020 2018-20…,,10 Innovative Middle & High Schools 449M Bond Project Modernization Board Meetings OPEN LINK Board Policies OPEN LINK Enrollment OPEN LINK Staff Directory OPEN LINK Office Locations OPEN LINK Aeries OPEN LINK Staff Start OPEN LINK Calendar OPEN LINK San Dieguito Union High School…
Folsom Cordova Unified School District,CA,https://www.fcusd.org/,https://www.fcusd.org/district/about-us/nondiscrimination-statementpolicy,,https://www.fcusd.org/educational-services/academics/elementary-education/elementary-music-art-physical-education/music-staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,"hedules Music Student Supply Lists Instruments - Rent, Purchase Music Class Options Returning Loaned Instruments Elementary Art Music Staff Directory Course Advisory Committee (CAC) Transitional Kindergarten Transitional Kindergarten (TK) is Expanding Supplemental Materials Proce…",,"s & Schedules Music Student Supply Lists Instruments - Rent, Purchase Music Class Options Returning Loaned Instruments Elementary Art Music Staff Directory Course Advisory Committee (CAC) Transitional Kindergarten Transitional Kindergarten (TK) is Expanding Supplemental Materials…"
Roseville City School District,CA,https://www.rcsdk8.org/,https://www.rcsdk8.org/policies-and-required-notices,https://www.rcsdk8.org/technology-services,https://www.rcsdk8.org/contact-us,,2,0,0,1,0,1,,,seville City School District Schools Translate Calendar Search Menu More options Schools Translate Calendar Our District Board of Education Superintendent Departments Maintenance & Facilities Purchasing Services Educational Technology Plan Roseville City School District Foundatio…,,"for Current Employees Connect Contact Us ParentSquare Peachjar (Flyers) Volunteer Realtors Social Media Information Requests District News Staff Directory Notice December 16, 2024 Registration for the 2026-27 school year is now live! Click ""Read More"" to be taken to our Registrat…"
Placentia-Yorba Linda Unified School District,CA,https://www.pylusd.org/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,s Elementary Schools Middle Schools High Schools Alternative Schools Preschools Find Your School Boundary Maps Feeder School Pattern School Directory School Accountability Report Cards School Plans for Student Achievement District Business Services Early & Expanded Learning Educa…,,orba Linda Unified School District Main Menu Toggle About Us 2025-2026 School Bell Schedules Accessibility Bond Measures Community Partners Contact Us Corporate Gift Matching District Maps Enroll Today! Good News Report History Homeless Assistance Local Control and Accountability…
Poway Unified School District,CA,https://www.powayusd.com/,https://www.powayusd.com/apps/pages/uniform-complaint-policies-and-procedures,,https://www.powayusd.com/apps/contact/,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"Poway Unified School District 15250 Avenue of Science, San Diego, CA 92128 (858) 521-2800 Edlio Login Powered by Edlio Mobile Footer Links Staff Directory Calendar News Contact Uniform Complaint Policies & Procedures - Personnel Support Services - Poway Unified School District Sk…"
Saddleback Valley Unified School District,CA,https://www.svusd.org/,https://www.svusd.org/board/board-of-education,,https://www.svusd.org/i-want-to/know-who-to-contact,Missing: tech (crawl limited),2,0,0,1,0,1,,,Home | Saddleback Valley Unified School District Search: Search About About SVUSD Assessment and Accountability Directory Mission Registration School Accountability Report Card (SARC) (opens in new window/tab) School Boundaries Board Board of Education Board Policies (opens in ne…,,Permits (opens in new window/tab) I Want To Enroll My Child Find My Child's School Go to Absence Management Go to Family Portal Know who to contact Rent a Facility Request a transcript Request a transfer View job opportunities Volunteer Jobs (opens in new window/tab) District Boa…
Conejo Valley Unified School District,CA,https://www.conejousd.org/,https://www.conejousd.org/board-of-education/policies-regulations,,https://www.conejousd.org/for-staff/staff-resources,Missing: tech (crawl limited),2,0,0,1,0,1,,,Park and Westlake Village. About Us CVUSD Strategic Plans Our Schools 50 Years of CVUSD District Directories Organizational Charts Schools Directory Schools Schools At CVUSD we have a right fit for every family and we believe each child has unique gifts to discover. Our students …,,"eting agendas by using the Schedule of Meetings module on the right-hand side of the webpage and selecting the desired meeting date. Please contact Sheri Fehlman in the Superintendent’s Office at (805) 497-9511, extension 1101, if you have any questions regarding Board agendas or…"
Irvine Unified School District,CA,https://www.iusd.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Newport-Mesa Unified School District,CA,https://www.nmusd.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Huntington Beach Union High School District,CA,https://hbuhsd.edu/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Ventura Unified School District,CA,https://www.venturausd.org/,https://www.venturausd.org/about/board-policies,,https://www.venturausd.org/about/contact-us,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,s Human Resources Negotiations Negotiations 24-25 Certificated Classified Negotiations 25-26 ParentSquare Sign In (opens in new window/tab) Staff Directory Staff Intranet (opens in new window/tab) Staff Resources Interpretation and Translation Services Students Academic Resources…
Oxnard Union High School District,CA,https://www.oxnardunion.org/,https://www.oxnardunion.org/departments/educational-services/learning-support-services/acceptable-use-policy,,https://www.oxnardunion.org/about-us/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,"onships Tuesday, April 14, 2026 at 1:30 PM at Rancho Campana HS Wellness Center Staying Focused Wellness Committee Contacts: Alyssa Burgers Director Nutrition Services Wellness Committee Co-Chair alyssa.burgers@oxnardunion.org Dallas Garcia Assistant Director Nutrition Services W…",,To Main Content Close Menu Main Menu About Us Our Schools Local Control Accountability Plan (LCAP) School Accountability Report Card (SARC) Staff Directory Calendar Contact Us Employment (opens in new window/tab) Active Bids Measure A Title IX School Locator Facilities Retiree He…
San Mateo-Foster City School District,CA,https://www.smfc.k12.ca.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Palo Alto Unified School District,CA,https://www.pausd.org/,https://www.pausd.org/about-us/policies-procedures/staff-guidance-memorandum,,https://www.pausd.org/about-us/policies-procedures/staff-guidance-memorandum,Missing: tech (crawl limited),2,0,0,1,0,1,,,Home - Palo Alto Unified School District Mobile/Tablet Menu About Us Our History Board of Education Superintendent - Don Austin The Promise Committees & Task Forces Archived Committees Board Equity Oversight Committee Ongoing Committees Board Bond Advisory Committee Board Policy …,,on School Placement & Transfers Important Dates Two-Year Kindergarten Programs Mandatory Annual Data Update Choice Programs Student Records Contact Information Update Foreign Exchange Students Human Resources Overview Benefits Collective Bargaining Negotiations CSEA Proposal Deta…
Santa Clara Unified School District,CA,https://www.santaclaraunified.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Torrance Unified School District,CA,https://www.tusd.org/,https://www.tusd.org/boe,,https://www.tusd.org/district/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,e Unified School District | Torrance Unified School District Skip to Main Content Open main menu About Show sub menu for About Our District Superintendent Cabinet Title IX Bond Measures District Calendar Publications Employment Portrait of a Graduate Torrance Council of PTAs Torr…,,ation Grant Employees Show sub menu for Employees Staff Portal Benefits HR Quick Links Payroll Wellness Resources Employment School Locator Contact Us Mobile Search English 中国人 日本語 한국어 Español Tiếng Việt Calendar Board Emergency Alerts Enrollment PowerSchool Jobs DISTRICT FEATURE…
Bakersfield City School District,CA,https://www.bcsd.com/,https://www.bcsd.com/board/board-members,https://www.bcsd.com/departments/information-technology/department-home,,Missing: contact (crawl limited),2,0,0,1,0,1,,,Home - Bakersfield City School District Skip To Main Content Close Menu Search Clear Search About Facts at a Glance Guiding Principles Superintendent Portrait of a Graduate Board Board of Education Board Meetings Board Agendas (opens in new window/tab) Board Minutes (opens in new…,,"entation, or association with a person or group with one or more of these actual or perceived characteristics. For questions or complaints, contact your school site principal and/or the District’s Chief Equity Compliance Officer, Section 504 Coordinator, and Title IX Coordinator:…"
Lodi Unified School District,CA,https://www.lodiusd.net/,https://www.lodiusd.net/families/cell-phone-policy,,https://www.lodiusd.net/contact,Missing: tech (crawl limited),4,1,0,1,1,1,cy 0420.42 - Charter School Renewal Policy 0420.43 - Charter School Revocation Policy 0430 - Comprehensive Local Plan for Special Education Policy 0440.1 - Cybersecurity and Data Privacy Policy 0441 - Artificial Intelligence Policy 0460 - Local Control & Accountability Plan Polic…,,olicy 1700 - Relations Between Private Industry and the Schools Series 2000 - Administration Policy 2000 - Concepts and Roles Policy 2110 - Superintendent Responsibilities & Duties Policy 2111 - Superintendent Governance Standards Policy 2120 - Superintendent of Schools Policy 21…,harter Schools Policy 0420.41 - Charter School Oversight Policy 0420.42 - Charter School Renewal Policy 0420.43 - Charter School Revocation Policy 0430 - Comprehensive Local Plan for Special Education Policy 0440.1 - Cybersecurity and Data Privacy Policy 0441 - Artificial Intelli…,tor Transfers Transitional Kindergarten (TK) Careers Bargaining Agreements Benefits Job Opportunities Negotiations Updates Salary Schedules Contact Us Contact Form Uniform Complaint Procedures Vendors Website Feedback Calendars Portals Aeries Admin & Staff Portal (opens in new wi…
Visalia Unified School District,CA,https://www.vusd.org/,https://www.vusd.org/boe,,https://www.vusd.org/about-vusd/phone-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,cket System (opens in new window/tab) VUTA (opens in new window/tab) Workplace Violence Prevention Workers' Compensation Departments Deputy Superintendent Administrators of School Leadership (ASL) Learning Community Model Principals & Assistant Principals Site Supervision Assignm…,,Home - Visalia Unified School District Skip To Main Content Close Menu Search Clear Search About VUSD Our Schools Phone Directory Staff Directory Calendar News Organizational Charts Podcast School Boundaries (opens in new window/tab) Student Conduct Code (opens in new window/tab)…
