district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Wheeler,OR,http://www.wheelercountyoregon.com,,,https://www.wheelercountyoregon.com/contact-us,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,ounty Oregon top of page Discover ​Wheeler County Pictures provided by Damon Brosnan. O R E G O N 1/8 Welcome About Us Employees Government Directory Circuit Court Community Development County Assessor/Tax Collector County Clerk County Court District Attorney Elections Emergency …,,Veterans Services Victim Services Vital Records Recreation Bluegrass Festival Fair & Rodeo Glover Memorial Community Center Event Calendar Contact Us More Use tab to navigate through the menu items. Employment Opportunities Click the job title for more information Road Worker Pat…
West Linn-Wilsonville School District,OR,https://www.wlwv.k12.or.us/,https://www.wlwv.k12.or.us/departments/nutrition-services/wellness-policy,https://www.wlwv.k12.or.us/departments/information-technology/tech-tools-for-staff,https://www.wlwv.k12.or.us/departments/information-technology/tech-tools-for-staff,,1,0,0,0,0,1,,,,,Middle School Information Dual Language Information Night English as a Second Language Gifted Education Online Academy Online Academy WKOA Staff Directory High School Academic Program Guide Counseling/Guidance Enroll in WKOA Activities/Clubs Safety/Security Enrichment Programs Mi…
Culver School District,OR,http://www.culver.k12.or.us/,https://www.culver.k12.or.us/school-board-final/,https://www.culver.k12.or.us/it-final/,,Missing: contact (crawl limited),2,0,0,1,0,1,,,"equirements and may be contacted for additional information and/or compliance issues: Barbara Garland, Special Education and Title Programs Director, bgarland@culver.k12.or.us (541)-546-2541 Title IX Division 22 District Statistics IT Final | Culver School District #4 541.546.254…",,"the Americans with Disabilities Act; and the Americans with Disabilities Act Amendments Act. The following person has been designated as a contact regarding these legal requirements and may be contacted for additional information and/or compliance issues: Barbara Garland, Special…"
Scappoose School District,OR,https://www.scappoosek12.org/,https://www.scappoosek12.org/community-resources/facility-use/board-policy,,https://www.scappoosek12.org/for-staff/payrollbenefits,Missing: tech (crawl limited),2,0,0,1,0,1,,,rand Ronde Peachjar SSD Integrated Guidance Plan Community Bond Advisory Committee Local Food Resources for Scappoose Families Civil Rights Coordinator Calendar Directory Logo Image Logo Title Scappoose School District Cultivating passionate lifelong learners for an ever-changing…,,nited States 971-200-8000 503-543-7011 Links & Resources Calendar (opens in new window/tab) Lunch Menus (opens in new window/tab) Faculty & Staff Directory (opens in new window/tab) Standard Response Protocol (opens in new window/tab) Safe Oregon (opens in new window/tab) Public …
"Cascade School District , Turner",OR,http://www.cascade.k12.or.us/,,,https://www.cascade.k12.or.us/contactus,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"ruary 6, 2026 Board Meeting: Monday, Feb. 9, 7 pm in the District Office No School: Monday, Feb. 16-President's Day Lat... Board Reinstates Superintendent Drill To our Cascade Community,Yesterday, the Cascade School Board held a Special Executive Session with the district lawyer …",,ct Our Schools Superintendent School Board Special Services Budget & Fiscal Human Resources Nutrition Services Facilities Required Postings Contact Us Schools Aumsville Elementary Cloverdale Elementary Turner Elementary Cascade Junior High Cascade High School Cascade Opportunity …
Hillsboro School District,OR,https://www.hsd.k12.or.us/,https://www.hsd.k12.or.us/about-us/accountability/nondiscrimination-policy,https://www.hsd.k12.or.us/departments/technology-services/resources-staff,https://www.hsd.k12.or.us/departments/technology-services/resources-staff,,2,0,0,1,0,1,,,lossary of Terms Plan de Educación para Talentosos y Dotados Visión del programa Recursos de TAG Características de TAG Formularios TAG TAG Coordinators TAG Activities & Opportunities Child Find Notice TAG in Action TAG Input Forms TAG Parent Resources TAG Characteristics TAG FAQ…,,2020-21 2019-20 2018-19 2017-18 2016-17 2015-16 2014-15 2013-14 Meeting Video Policies Bond Contact and Directory Contact Us Contact Forms Staff Directory Contacts By Department Absence Reporting Org Chart News District News Feature Stories Press Releases Policies Schools & Maps …
"Lincoln County School District , Newport",OR,https://lincoln.k12.or.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Philomath School District,OR,https://www.philomathsd.net/,,https://www.philomathsd.net/district-home/departments/technology,https://www.philomathsd.net/district-home/about/contact-us,Missing: policy (crawl limited),2,0,0,1,0,1,,,desk support. This department also assists in implementing effective use of technology in support of student learning. Contact Information Director of Technology Mark Neville mark.neville@philomath.k12.or.us System Administrator Joshua Martin joshua.martin@philomath.k12.or.us Tec…,,Philomath School District Close Menu Search Clear Search Main Menu District Home About Contact Us Facts and Figures Communicable Disease Plan Division 22 Assurances Federal Stimulus Funds/American Rescue Plan History of the Constructi…
Coos Bay School District,OR,https://www.cbd9.net/,,https://www.cbd9.net/technology-information-services,https://www.cbd9.net/staff,Missing: policy (crawl limited),2,0,0,1,0,1,,,lcome Home × Close Schools Popular Links Coos Bay Public Schools Schools Popular Links Home About Us About Our District Leadership Meet the Superintendent School Board Meet the Board Members Committee and Board Representatives Appointments School Board & Policy 2025-2026 School B…,,"Minutes and Recordings Policies (ext) School Board Resources Become A Board Member Non-Discrimination, Harassment & Bullying Notice Map and Contact Information Universal Accommodations Departments Human Resources Human Resources Home Current Employees Employment Opportunities Vol…"
Clackamas,OR,http://www.clackamas.us,https://www.clackamas.us/rm/policy.html,,https://www.clackamas.us/contactus,Missing: tech (crawl limited),2,0,0,1,0,1,,,iness days of receiving the request form. We may request additional information or clarification from the requester for the purpose of expediting our response. The department records coordinator will provide a time estimate to deliver the records based on the number of records an…,,Home | Clackamas County Skip to main content Translate Jobs Events News Contact Us Get email updates Toggle navigation Main navigation Community Guides Volunteering and Getting Involved Seniors Youth New Residents Low-I…
Clatsop,OR,http://www.co.clatsop.or.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Roseburg School District (Douglas County School District 4),OR,http://www.roseburg.k12.or.us/,https://www.roseburg.k12.or.us/policies-home,,https://www.roseburg.k12.or.us/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,"Human Resources Specialist | 541-440-4009 Jacob Fricke, Human Resources Specialist | 541-440-4010 Nutrition Juli Baker , Nutrition Services Coordinator | 541-440-4023 Kim Cermak, Nutrition Services Secretary | 541-440-4023 Physical Plant/Custodial Tracy Grauf, Physical Plant Mana…",,"to graduate from high school with plans for their most successful futures. Pause Play Previous Next Calendar Menus Enrollment ParentSquare Staff Directory Employment Latest News February 20, 2026 Board Work Session February 16, 2026 Staff honored with February Crystal Apple award…"
Phoenix-Talent School District,OR,https://www.phoenix.k12.or.us/,https://www.phoenix.k12.or.us/departments/community-care/culture-of-care/policies,,https://www.phoenix.k12.or.us/our-district/about-us/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,"re We Stand How is the Phoenix-Talent School District doing at the midway point of its current four-year Strategic Plan? Our Strategic Plan Coordinator, Javier del Rio, breaks it down. Learn more Your web browser does not support the <video> tag. < > PowerSchool (opens in new win…",,Home - Phoenix Talent School District 4 Skip To Main Content Close Menu Search Clear Search Our District About Us Contact Us PTS Strategic Plan Superintendent's Office Message archive OAESD Presentation (opens in new window/tab) SOTY Video 2023-27 PTS Strategic…
Malheur,OR,http://www.malheurco.org,https://www.malheurco.org/public-records-request-policy/,,https://www.malheurco.org/administration/,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"grams Malheur County Community Mental Health, Local Alcohol and Drug and Development Disabilities Advisory Committee Transportation Program Contact Us Employment Employment Applicant Login In-House Job Openings Job Interest Cards Job Opportunities With Malheur County Veterans’ Pr…"
Columbia,OR,http://www.co.columbia.or.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Hermiston School District,OR,https://www.hermiston.k12.or.us/,,https://www.hermiston.k12.or.us/informationtechnology,https://www.hermiston.k12.or.us/administration,Missing: policy (crawl limited),2,0,0,1,0,1,,,"ry decision aligns with the district’s commitment to student and organizational success. As the Board's direct link to district operations, Superintendent Mooney carries the authority and responsibility for executing Board policies and advancing district-wide goals. Email Me: tri…",,Middle School Sunset Elementary School West Park Elementary School Columbia Basin Student Homes Close Endeavor ISD Endeavor ISD Contact Us Staff Directory Search Endeavor ISD Contact Us Staff Directory Search Endeavor ISD Endeavor ISD Home Contact Us Staff Directory Search Home A…
Portland Public Schools,OR,https://www.pps.net,https://www.pps.net/board/policies/board-policies,https://www.pps.net/departments/office-of-technology-information-services/student-family-resources/synergy-for-parents,https://www.pps.net/contact,,2,0,0,1,0,1,,,Center School Meals Bus Schedules Contact Toggle Close Container Close Mobile Main Nav - District About Portland Public Schools Information Superintendent Equity at PPS Doing Business with PPS Searchable Directory Student Leadership and Recognition School Building Improvement Bon…,,rict Skip To Main Content Utility Nav Mobile Calendar ParentVue Enroll & Transfer Inclement Weather Media Center School Meals Bus Schedules Contact Toggle Close Container Close Mobile Main Nav - District About Portland Public Schools Information Superintendent Equity at PPS Doing…
"Central Curry School District , Gold Beach",OR,http://www.ccsd.k12.or.us/,https://www.ccsd.k12.or.us/District/1149-School-Board-Policies.html,,https://www.ccsd.k12.or.us/District/1154-District-Office-Staff.html,Missing: tech (crawl limited),2,0,0,1,0,1,,,t education for each and every student Main Menu Home School List Riley Creek Elementary Gold Beach Jr/Sr High School Admin/Business Office Superintendent District Office Staff Payroll and Benefits Employment Budget Annual Financial Reports Food Service Food Service School Board …,,"urry School District 1 New physical address 29805 Mary St, Gold Beach Side Menu Navigation Calendar Month View Week View Day View Year View Contact Us For technical questions and comments regarding this website, including accessibility concerns, please contact the Webmaster. Back…"
"Centennial School District , Portland",OR,https://www.csd28j.org/,https://www.csd28j.org/boardpolicies,https://www.csd28j.org/itc,,Missing: contact (crawl limited),2,0,0,1,0,1,,,"hnology Center - ITC CONTACT Instructional Technology Center 18009 SE Brooklyn ST, Portland, OR 97236-1047 Phone: 503-762-3200 Frank Decker Technology Director frank_decker@csd28j.org Kelly Carter Secretary kelly_carter@csd28j.org ABOUT The Instructional Technology Center (ITC) u…",,"reflect any updating activities in progress. For official policies, administrative regulations, and further information about our policies, contact: Melissa ‘Missy’ Grindle Executive Assistant to the Superintendent & Board Secretary melissa_grindle@csd28j.org 503-762-3601 All Pol…"
Ashland School District,OR,http://www.ashland.k12.or.us/,https://www.ashland.k12.or.us/o/school-board,https://www.ashland.k12.or.us/page/technology-services,https://www.ashland.k12.or.us/staff,,2,0,0,1,0,1,,,Home | Ashland School District Skip to content School Board District Home Staff Directory Search site Ashland School District - Inspiring learning for life... School Board District Home Staff Directory Search site Explore Explore Schools Tr…,,Home | Ashland School District Skip to content School Board District Home Staff Directory Search site Ashland School District - Inspiring learning for life... School Board District Home Staff Directory Search site Explore Explore…
Harrisburg School District,OR,http://www.harrisburg.k12.or.us/,,https://www.harrisburg.k12.or.us/page/technology,https://www.harrisburg.k12.or.us/page/staff-resources,Missing: policy (crawl limited),2,0,0,1,0,1,,,submenu for Departments Departments Athletics Business Office Counseling Facilities Management Human Resources Nutrition Services Office of Superintendent Special Programs Talented and Gifted (TAG) Technology Transportation Spanish Translation Services Employment Employment Paren…,,"n Explore Schools Translate Sign in About Us Show submenu for About Us About Us About Us Contact the District Mission, Vision & Core Values Staff Directory State Reporting Departments Show submenu for Departments Departments Athletics Business Office Counseling Facilities Managem…"
