district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Winchester Public Schools,VA,https://www.wps.k12.va.us/,https://www.wps.k12.va.us/internet-privacy-policy-statement,https://www.wps.k12.va.us/departments/technology/technology-staff,https://www.wps.k12.va.us/departments/technology/technology-staff,,4,1,0,1,1,1,ng AI in Education Using Generative AI Through Google Gemini Ethics and AI Prompt Engineering Hands-On AI Resources for the Classroom FAQ's AI Glossary Gaggle Safety Management Internet Privacy Policy (opens in new window/tab) Securly Parent Portal Securly Notifications & Access …,,ndation (opens in new window/tab) Parent/Student Handbook RFPs and Bids for Vendors School Quality Profiles (opens in new window/tab) Staff Directory Superintendent Tip Line | Title IX | FOIA Tip Line Title IX FOIA Requests The Douglas Museum Winchester Education Foundation (open…,I Guidance AI Exploration Text Prompting Creation Rewording/Releveling AI in Education Using Generative AI Through Google Gemini Ethics and AI Prompt Engineering Hands-On AI Resources for the Classroom FAQ's AI Glossary Gaggle Safety Management Internet Privacy Policy (opens in n…,on Foundation (opens in new window/tab) Parent/Student Handbook RFPs and Bids for Vendors School Quality Profiles (opens in new window/tab) Staff Directory Superintendent Tip Line | Title IX | FOIA Tip Line Title IX FOIA Requests The Douglas Museum Winchester Education Foundation…
Newport News Public Schools,VA,http://sbo.nn.k12.va.us,https://sbo.nn.k12.va.us/board/,https://sbo.nn.k12.va.us/technology/,https://sbo.nn.k12.va.us/contact/departments.html,,2,0,0,1,0,1,,,"Verifications 3 - Licensure 7 - Workers Compensation 8 - Fingerprinting and Drug Screening 9 - Dial extension if known Area Staff Executive Director x.56100, Dr. Yvette Smith HR Director x.56100, Dr. Nina Farrish x.56123, Kacie Francis, Executive Secretary Employment, Contracts, …",,"Superintendent Academic Leadership Human Resources Bus Transportation Webmaster (website issues) Download Print Directories Administrative Staff Directory Directory of Schools Who Do I Call? VDOE: NNPS Division Staff List Departmental Phone Directory A B C D E F G H I,J,K L M N O…"
Alexandria City Public Schools,VA,https://www.acps.k12.va.us/,https://www.acps.k12.va.us/school-board/school-board-policies,https://www.acps.k12.va.us/departments/technology-services,https://www.acps.k12.va.us/departments/chief-of-staff,,2,0,0,1,0,1,,,sible Use of Technology Agreement Securly Parent Portal Software Library Digital Citizenship Records Center Artificial Intelligence in ACPS Chief of Staff Technology Services Department of Technology Services The mission of the Department of Technology Services is to provide a re…,,s ACPS Anonymous Reporting System Virtual Mental Health Services with Hazel Health Performance Matters Test History Portal Update Emergency Contact Information Academics Teaching & Learning Academies at Alexandria City Early Childhood (Pre-K) Family Life Education Home Schooling …
Montgomery County Public Schools,VA,http://www.mcps.org/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"ry County Public Schools January 20, 2026 CHRISTIANSBURG, VA - The Montgomery County Public Schools Board has approved Dr. Kelly Guempel as its next superintendent. Dr. Guempel currently serves as the Chief of Schools for Spotsylvania County Public Schools. ""I am honored to join …",,"ed at: 🏠 750 Imperial Street, SE, Christiansburg, VA 24073 Directions to the School Board Office Quick List of Who’s Who in Human Resources Contact Human Resources: 📞 Phone: 540.382.5100 📠 Fax: 540.394.4446 📧 Email: hrd@mcps.org 🔍 For Verification of Employment please contact Lor…"
Hampton City Schools,VA,https://www.hampton.k12.va.us/,https://www.hampton.k12.va.us/board/board.html,,https://www.hampton.k12.va.us/staff/staff.html,Missing: tech (crawl limited),2,0,0,1,0,1,,,Registration Records and Transcripts Report Cards/Grading System Return-to-School Checklist Safe School Helpline Special Education Student Directory Information SBO 55 Student Fees Summer Learning Opportunities Technology Help Title IX & Nondiscrimination Transition: Special Educ…,,"ership School Board Superintendent Division Leadership Employment TeachHampton Join Our Team External Applicant Login Human Resources Staff Contact HAMPTON CITY SCHOOLS - EVERY CHILD, EVERY DAY, WHATEVER IT TAKES! Trigger Text Fourth graders attend the Virginia Symphony Orchestra…"
Culpeper County Public Schools,VA,http://www.culpeperschools.org,,,https://www.culpeperschools.org/forms/ccps-contact-form-2025-2026,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"believe a student has been subjected to sexual harassment or is a victim of sexual violence while at school or when engaging in school activities, please contact the Title IX Coordinator for Students, Russell Houck, Executive Director of Student Services at (540) 825-3677 or rhou…",,Home | Culpeper County Public Schools Skip to content Calendar Contact Us Volunteer Search site Culpeper County Public Schools - Calendar Contact Us Volunteer Search site Menu Schools Translate Sign in Menu Sch…
Spotsylvania County Public Schools,VA,http://www.spotsyschools.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Prince George County Public Schools,VA,https://www.pgs.k12.va.us/,https://www.pgs.k12.va.us/apps/pages/schoolboard,,https://www.pgs.k12.va.us/apps/staff/,Missing: tech (crawl limited),2,0,0,1,0,1,,,Finance Email Dawn Garrett (804)733-2700 Wendy Livingston Benefits And Payroll Associate Email Wendy Livingston (804)733-2700 Gloria Smith Chief Finance Officer Email Gloria Smith (804)733-2700 Food & Nutrition Services Department Ginger Absher Coordinator Of Food And Nutrition S…,,"ook Flickr Prince George County Public Schools Home Home Page Main Image Shuffle Quicklinks News Events Lead. Innovate. Inspire. Quicklinks Staff Directory Contact Us Registration Latest News South Elementary Welcomes John Schu, New York Times Best-Selling Author, to Campus for S…"
Northern Mariana Islands,VA,https://www.cnmipss.org,https://www.cnmipss.org/state-boe-board-members,,https://www.cnmipss.org/contact-info,Missing: tech (crawl limited),2,0,0,1,0,1,,,ols Elementary Schools Middle Schools Jr. Sr. High Schools High Schools Curriculum & Instruction Special Programs School Calendar Child Nutrition Program Pupil Transportation Schools Directory Head Start/ Early Head Start Special Education Special Education Program overview Onlin…,,Vacancy Announcements PSS Policies & SOPs Human Resources HR Information Job Vacancy Announcements Employee Resources Gallery Photos Videos Contact Info STUDENT REGISTRATION INFO STATE BOE - CERTIFICATION Home K-12 Schools All Schools Elementary Schools Middle Schools Jr. Sr. Hig…
Galax City Public Schools,VA,http://www.ghs.gcps.k12.va.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Loudoun County Public Schools,VA,https://www.lcps.org/,https://www.lcps.org/page/policy-and-regulations,,https://www.lcps.org/o/lcps/page/contact-lcps-departments,Missing: tech (crawl limited),2,0,0,1,0,1,,,or Resources LCPS Fact Sheet LCPS Data Dashboards Inclement Weather LCPS Instructional Framework Policies and Regulations Safety & Security Superintendent Show submenu for Superintendent Post-entry Plan Title IX School Board Show submenu for School Board School Board School Board…,,Benefits Employee Calendars Employee Compensation Ombuds Substitutes About LCPS Show submenu for About LCPS About LCPS About Loudoun Budget Contact Show submenu for Contact Contact Us Comment & Complaint Form Who Do I Contact? Communications Show submenu for Communications Brandi…
Bland County Public Schools,VA,https://bland.k12.va.us/,,,https://bland.k12.va.us/apps/contact/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,ol Report Card » Quill Foundation » School Quality Profile Skip to content Skip to menu Quick Links Technology STEM ALUMNI Employment Staff Directory School Nutrition Information Facebook Elementary School High School Upcoming Events Mar 17 BCSB REGULAR MONTHLY MEETING Location: …,,» School Report Card » Quill Foundation » School Quality Profile Skip to content Skip to menu Quick Links Technology STEM ALUMNI Employment Staff Directory School Nutrition Information Facebook Elementary School High School Upcoming Events Mar 17 BCSB REGULAR MONTHLY MEETING Loca…
Norfolk Public Schools,VA,http://www.norfolkpublicschools.org/,https://www.norfolkpublicschools.org/menus/privacy-policy.html,,https://www.norfolkpublicschools.org/staff-directory.html,Missing: tech (crawl limited),2,0,0,1,0,1,,,chool - Norfolk Nebraska Translate | Report Incident Students Infinite Campus Google Login Clever Parents Infinite Campus Lunch Menus Staff Directory Board of Education Staff Clever Google Login Infinite Campus TalentEd Menu Norfolk Public Schools District Board of Education Supe…,,blic School - Norfolk Nebraska Translate | Report Incident Students Infinite Campus Google Login Clever Parents Infinite Campus Lunch Menus Staff Directory Board of Education Staff Clever Google Login Infinite Campus TalentEd Menu Norfolk Public Schools District Board of Educatio…
Campbell County Public Schools,VA,http://www.campbell.k12.va.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Essex County Public Schools,VA,http://www.essex-virginia.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Chesapeake Public Schools,VA,http://www.cpschools.com/index.php,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Prince William County Public Schools,VA,https://www.pwcs.edu/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Mecklenburg County Public Schools,VA,http://mcpsweb.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Surry County Public Schools,VA,https://www.surryschools.net/,https://www.surryschools.net/documents/district/school-board/policy-manual/753645,https://www.surryschools.net/page/technology-app,https://www.surryschools.net/page/staff-links,,2,0,0,1,0,1,,,"ning in the context of academic learning standards. IT Direct SCHS Incident Report LPJ Incident Report SES Incident Report David Trombley , Director of Technology and Procurement Stephanie Johnson , Network Administrator Derek Sower , Instructional Technology Resource Teacher Sho…",,"ephanie Johnson , Network Administrator Derek Sower , Instructional Technology Resource Teacher Shonda Poole-Hardy , Database Administrator Contact Us New for 2025-2026 Documents & Forms Hāpara ITRT Operations and Procurement SCPS Staff Resources Technology Plan Find Us Surry Cou…"
Fairfax County Public Schools,VA,https://www.fcps.edu/,https://www.fcps.edu/services/technology/support-and-policies,https://www.fcps.edu/services/technology/support-and-policies,https://www.fcps.edu/about-fcps/contact-us,,2,0,0,1,0,1,,,"student behavior and adult responses to enhance school safety and to create a fair, equitable and supportive school environment. Office of Chief Information Technology Officer The Office of the Chief Information Technology Officer provides information technology leadership, produ…",,Finance Employees Atlas Intranet Professional Development Recognition Programs Retirees Salary and Benefits Welcome Center General Careers Contact Us Facilities Government Relations History Maps Registration Safety & Security Services Services Find the service or technology suppo…
Hopewell Public Schools,VA,http://www.hopewellva.gov/,,,https://www.hopewellva.gov/directory.aspx,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,In RESIDENTS GOVERNMENT BUSINESS PUBLIC SAFETY QUICK LINKS Search Home Staff Directory Staff Directory Search the Directory Category: Staff Directory Hopewell VJCCCA Animal Services Unit Appomattox Regional Library Building / Code Inspections Children’s Services Act City Attorney…,,"026 City of Hopewell, Virginia Loading Loading Do Not Show Again Close Arrow Left Arrow Right [] Slideshow Left Arrow Slideshow Right Arrow Staff Directory • Hopewell, VA • CivicEngage Skip to Main Content ALERTS QUEEN ANNE PUMP STATION SURVEYOR WORK THRU FEB. 27 For Info... Crea…"
Hawaii,VA,http://www.hawaiipublicschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Lunenburg County Public Schools,VA,https://www.lunenburgcountyschools.org/,https://www.lunenburgcountyschools.org/page/lcps-iia-and-iiab-policy-and-procedures,https://www.lunenburgcountyschools.org/page/assistive-technology,,Missing: contact (crawl limited),1,0,0,0,0,1,,,,,"Work-Based Learning Homeless/McKinney Vento Info Find Us Lunenburg County Public Schools 1009 Main Street P.O. Box 710 Kenbridge, VA 23944 (phone) 434-676-2467 (fax) 434-676-1000 Download the LCPS App - Watch Now! School Board Office Regular Hours (during the school year): Monday…"
American Samoa,VA,https://www.doe.as/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Henrico County Public Schools,VA,http://www.henricoschools.us,https://www.henricoschools.us/page/school-board,,https://www.henricoschools.us/page/department-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,vices School Leadership School Nutrition Services School Quality Special Education Student Information Systems Student Support and Wellness Superintendent's Office T Teaching and Learning Technology Transportation W Workforce and Career Development Find Us Henrico County Public S…,,"nd its regulations, including in admission and employment. Inquiries about Title IX may be referred to the division’s Title IX coordinator. Contact Information Henrico County Public Schools Human Resources 3820 Nine Mile Road P.O. Box 23120 Henrico, VA 23223-0420 Fax: 804-652-376…"
Frederick County Public Schools,VA,https://www.frederick.k12.va.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Colonial Beach Public Schools,VA,http://cbschools.sharpschool.net/,https://cbschools.sharpschool.net/FAMILIES/special_education/policy__practice__and_procedures,,https://cbschools.sharpschool.net/FAMILIES/special_education/transition_planning___ages_14___contact,Missing: tech (crawl limited),2,0,0,1,0,1,,,School Board Governance Manual Capital Improvement Program (CIP) Human Resources Salary Scale Employment Opportunities LegalShield Title IX Coordinators and Compliance Officers Title IX Training Employee Benefits Certification & Licensure Payroll Calendar COVID-19 Literacy Plan F…,,26 CBHS February 2026 STAFF Federal Programs Contact McKinney/Vento Title IX Title I Document Uploads Title II Links SOL Review & Resources Staff Directory Elementary Staff Directory High School Staff Directory SBO Staff Athletics School Board School Board Board Meetings Virginia…
Williamsburg-James City County Public Schools,VA,https://wjccschools.org/,https://wjccschools.org/about-wjcc/non-discrimination-policy/,,https://wjccschools.org/about-wjcc/leadership/school-administration/,Missing: tech (crawl limited),2,0,0,1,0,1,,,ar Emergency & Crisis Planning Finance Find Your Focus Newsroom Redistricting School Data School Zones & Hours Strategic Plan (Elevate ’28) Superintendent’s Transition Report Leadership School Board Superintendent Senior Leadership Directors Supervisors School Administration Pare…,,Community Use of Facilities (Policy KG) Use of Facilities Regulations & Fee Schedule (Policy KG-R) Political Activity (Policy KHE) Careers Contact Us Home WJCC Schools 2026-01-05T12:42:18-05:00 Welcome to WJCC Schools WJCC Schools and Williamsburg House of Mercy Partner to Fill 6…
Puerto Rico,VA,https://de.pr.gov/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,1,0,0,,,rvicios Asuntos Academicos TAL SEPI Recursos Empleos Ofertas de Empleo Portal de Recursos Humanos Portal del Empleado Aplicaciones Internas Directorio Portal oficial del Gobierno de Puerto Rico Un sitio web oficial .pr.gov pertenece a una organización oficial del Gobierno de Puer…,,
Albemarle County Public Schools,VA,https://www.k12albemarle.org/,https://www.k12albemarle.org/our-division/anti-racism-policy/orientation-completion-directory,,https://www.k12albemarle.org/our-division/anti-racism-policy/orientation-completion-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,iday Schedule for 12-Month Employees (opens in new window/tab) Important Dates Meeting Space Reservation Calendars Annual 13-Month Calendar Directories HELPme Employment Framework For Quality Learning Freedom of Information Act (FOIA) Your Rights Under FOIA Golden Apple Awards Hi…,,n International Exchange Program Interpretation and Translation Staff Resources Required School Registration Documents ​​​​​​​​​​​​​​​​​​​​​Staff Directory Welcome Messages in Multiple Languages Immigration Resources Operations Preschool Professional Development Media Sevices (AR…
