district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Madawaska School Department,ME,http://www.madawaskaschools.org/,,,https://www.madawaskaschools.org/en-US/staff-resources-7c35f66a,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,nt skip to navigation Skip to Navigation Madawaska School Department Login District Information Departments Schools Calendars Staff Listing Contact ESSA Report Cards School Bus Runs 2025 Europe 2026 Valley Unified Superintendent Blog Madawaska School Department 328 ST THOMAS ST M…
Augusta - Waterville,ME,http://www.ci.augusta.me.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Sagadahoc,ME,http://www.sagcounty.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Puerto Rico,ME,https://de.pr.gov/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,1,0,0,,,rvicios Asuntos Academicos TAL SEPI Recursos Empleos Ofertas de Empleo Portal de Recursos Humanos Portal del Empleado Aplicaciones Internas Directorio Portal oficial del Gobierno de Puerto Rico Un sitio web oficial .pr.gov pertenece a una organización oficial del Gobierno de Puer…,,
Northern Mariana Islands,ME,https://www.cnmipss.org,https://www.cnmipss.org/state-boe-board-members,,https://www.cnmipss.org/contact-info,Missing: tech (crawl limited),2,0,0,1,0,1,,,ols Elementary Schools Middle Schools Jr. Sr. High Schools High Schools Curriculum & Instruction Special Programs School Calendar Child Nutrition Program Pupil Transportation Schools Directory Head Start/ Early Head Start Special Education Special Education Program overview Onlin…,,Vacancy Announcements PSS Policies & SOPs Human Resources HR Information Job Vacancy Announcements Employee Resources Gallery Photos Videos Contact Info STUDENT REGISTRATION INFO STATE BOE - CERTIFICATION Home K-12 Schools All Schools Elementary Schools Middle Schools Jr. Sr. Hig…
Piscataquis,ME,https://www.piscataquis.us/,,,https://www.piscataquis.us/commissioners/finance/contact-finance/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"Office Probate Deeds Unorganized Territories General Assistance Vehicle Registry Waste Voting Liquor License Tax Valuation Maintenance Facilities Director Joshua York Address: 159 East Main Street Dover-Foxcroft, ME, 04426 Phone: (207) 564-6500 Search for: County Maintenance 159 …",,s County Home General Info Employment Opportunities Request For Bids County News General FAQs Commissioners Meeting Agendas Meeting Minutes Contact Commissioners Office Finance Budget Advisory Committee Contact Finance Maintenance DA Emergency Mgmt About LEPC Preparedness Trainin…
Aroostook,ME,http://www.aroostook.me.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Androscoggin,ME,http://www.androscoggincounty.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Lowell School Department,ME,http://www.lowell.k12.ma.us/pages/lpsd,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Penobscot,ME,http://www.penobscot-county.net/,https://www.penobscot-county.net/single-post/commissioners-meeting-agenda-policy,,https://www.penobscot-county.net/contact,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"nobscot County, Maine. On this site you will find information about the county commissioners meetings, links to the county departments, and contact information for the county offices. ​ ​ ​ HOME CALENDAR DEPARTMENTS COMMISSIONERS AGENDA MINUTES ANNOUNCEMENTS RFPs BUDGET AUDITS EM…"
Millinocket School Department,ME,http://www.millinocketschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,fficial notification of the availability of AHERA (Asbestos Hazard Emergency Response Act) management plans for Stearns High School. Please contact the Superintendent of Buildings and Grounds for more information. Pest Control and Pesticide Use The school department uses an Integ…
Oxford,ME,http://www.oxfordcounty.org,https://www.oxfordcounty.org/public-notices/board-of-assessment-review,,https://www.oxfordcounty.org/contact,Missing: tech (crawl limited),2,0,0,1,0,1,,,"between you and us; * Detect security incidents, protect against malicious, deceptive, fraudulent, or illegal activity; or prosecute those responsible for that activity; * Debug to identify and repair errors that impair existing intended functionality; * Exercise free speech, ens…",,"Office EMA Employee Page Finance Opioid Response Committee Probate Office Registry of Deeds Sheriff's Office Unorganized Territory Meetings Contact Public Notices/Press Releases Welcome to Oxford County Visit, work and live in scenic Maine Home About Budgets Community Employment …"
Franklin,ME,http://www.franklincounty.maine.gov/,,,https://www.franklincounty.maine.gov/contact-us,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,"Office of Sheriff History of Law Enforcement Board of Visitors Franklin County Detention Center Post Inmate Bail Job Openings Jail Inmates CONTACT US More Use tab to navigate through the menu items. CORRECTIONS OFFICERS POSITIONS OPEN! Click Here FMI Of the people, for the people…"
Kennebec,ME,http://www.kennebeccounty.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Somerset,ME,http://somersetcounty-me.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Bangor,ME,https://www.bangormaine.gov,,,https://www.bangormaine.gov/directory.aspx,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,progress and more. Website Sign In Your Government Departments Services How Do I... Search Home Staff Directory Staff Directory Search the Directory Category: Staff Directory Airport Assessing City Clerk Voter Registration City Council City Hall City Manager Media Inquiries Code …,,"ernment Websites by CivicPlus® Loading Loading Do Not Show Again Close Arrow Left Arrow Right [] Slideshow Left Arrow Slideshow Right Arrow Staff Directory • Bangor, ME • CivicEngage Skip to Main Content Create a Website Account - Manage notification subscriptions, save form prog…"
Scarborough School Department,ME,http://www.scarboroughschools.org/,https://www.scarboroughschools.org/board/policies,,https://www.scarboroughschools.org/district/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,e Staff Administrative Procedures GCFB-R1 - Recruiting and Hiring of Administrative Staff Procedures GCFB-R2 - Recruiting and Hiring of the Superintendent - Regulation GCI - Professional Staff Development Opportunities GCOA - Evaluation of Teachers GCOC - Evaluation of Administra…,,ws Calendar & School Hours Weather Closures District Communications Education Foundation SPS Business Partnership (opens in new window/tab) Staff Directory Administrator Recertification Board About Meetings Standing Committees Policies Budget CBAs & Contracts Central Office Super…
Hawaii,ME,http://www.hawaiipublicschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Medford School Department,ME,http://www.medfordpublicschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Lincoln,ME,http://co.lincoln.me.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
