district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
St. Anthony-New Brighton School District (ISD #282),MN,https://www.isd282.org/,https://www.isd282.org/discover/policies,https://www.isd282.org/faculty-staff/technology-resources,https://www.isd282.org/faculty-staff/technology-resources,,2,0,0,1,0,1,,,sources Schools Wilshire Park Elementary St. Anthony Middle School St. Anthony Village High School Community Services Skyward Careers Staff Directory Skip to Main Content Staff Intranet Benefits Calendar New Teacher Resources Staff Newsletters & News Technology Support & Resource…,,man Resources Schools Wilshire Park Elementary St. Anthony Middle School St. Anthony Village High School Community Services Skyward Careers Staff Directory Skip to Main Content Staff Intranet Benefits Calendar New Teacher Resources Staff Newsletters & News Technology Support & Re…
Kandiyohi,MN,http://www.co.kandiyohi.mn.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Bemidji Area Schools (ISD #31),MN,https://www.bemidji.k12.mn.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Becker,MN,http://www.co.becker.mn.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
St. Cloud,MN,http://www.ci.stcloud.mn.us/,,,https://www.ci.stcloud.mn.us/931/Contact-Animal-Control,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"ions, save form progress and more. Website Sign In Search Government Residents Departments Business How Do I...? Home Staff Directory Staff Directory Search the Directory Category: Staff Directory Airport City Administration City Clerk City Attorney Human Resources Mayor's Office…",,"ernment Websites by CivicPlus® Loading Loading Do Not Show Again Close Arrow Left Arrow Right [] Slideshow Left Arrow Slideshow Right Arrow Staff Directory • St. Cloud, MN • CivicEngage Skip to Main Content Create a Website Account - Manage notification subscriptions, save form p…"
Big Stone,MN,https://bigstonecounty.gov,https://bigstonecounty.gov/departments/board-of-commissioners/,https://bigstonecounty.gov/departments/information-technology/,https://bigstonecounty.gov/contact-us/,,1,0,0,0,0,1,,,,,History County GIS Maps County Printable Maps Board of Commissioners Agendas and Minutes Committee Appointments Find Your District Careers Contact Us County News Economic Development Big Stone Area Growth UMRVDC Elections Emergency Notifications Sign up for Emergency Alert Notifi…
Austin,MN,http://www.ci.austin.mn.us/,https://www.ci.austin.mn.us/wp-content/uploads/CityWebsitePolicy.pdf,,https://www.ci.austin.mn.us/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,s/Programs Youth Associations Directory P&R Board Minutes & Agendas Private Ash Tree Look Up Police Department Animal Shelter Annual Report Chief’s Welcome Community Service Officers Contact Police Dept. Covid 19 Department Info Drones: Small Unmanned Aircraft Systems Emergency M…,,"City of Austin, Mn Watch City Council Meeting Contact Us City Administrator – Craig Clark City Clerk Office – Brianne Wolf Finance – Melissa Wilson City Engineer – Steven Lang Planning and Zoni…"
Freeborn,MN,http://www.co.freeborn.mn.us,,,https://www.co.freeborn.mn.us/directory.aspx,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,oadway S Albert Lea MN 56007 Phone: 507-377-5299 County Hours Monday through Friday 8 am to 4:30 pm Quick Links Commissioner Agendas County Directory Recycling Elections Ordinances /QuickLinks.aspx Site Links County Fair Notify Me Commissioner Videos Employment Bill Pay Privacy P…,,"ty Administrator Melanie Aeschliman 411 Broadway S PO Box 1147 Albert Lea MN 56007 Phone: 507.377.5116 Hours Monday - Friday 8 am - 4:30 pm Staff Directory Quick Links County Fairgrounds Museum, Library, and Historical Village View All Links /QuickLinks.aspx CAREER OPPORTUNITIES …"
Nicollet,MN,http://www.co.nicollet.mn.us,https://www.co.nicollet.mn.us/578/Data-Practices-Policies,,https://www.co.nicollet.mn.us/Directory.aspx,Missing: tech (crawl limited),2,0,0,1,0,1,,,507) 934-7084 Tri-County Solid Waste 507-381-9196 Veterans Services 507-934-7871 ; 507-934-7870 Address Holder http://www.co.nicollet.mn.us/directory.aspx?DID= Live Edit Career Opportunities Maps Commissioners Licensing Bids/Proposals/Notices Beacon - County Parcel Information Da…,,"Career Opportunities Commissioners Finance and Budget Real ID and Driver’s License Licensing Data Practices Requests Bids/Proposals/Notices Staff Directory /QuickLinks.aspx Contact Us: Nicollet County Government Center 501 S Minnesota Ave St. Peter, MN 56082 Main Line: (507) 934-…"
Rosemount-Apple Valley-Eagan School District (ISD #196),MN,http://www.district196.org/,https://www.district196.org/about/districtpolicies,https://www.district196.org/services/technology,https://www.district196.org/contact,,2,0,0,1,0,1,,,sha Ingiriisida Kheyraadka Qoyska Macluumaadka lagala Xidhiidhayo Parent Tools (opens in new window/tab) Back to School District-Wide Staff Directory Enroll Your Child Infinite Campus Parent (opens in new window/tab) Lunch Menus (opens in new window/tab) Payment Center (opens in …,,rtayaasha Ingiriisida Kheyraadka Qoyska Macluumaadka lagala Xidhiidhayo Parent Tools (opens in new window/tab) Back to School District-Wide Staff Directory Enroll Your Child Infinite Campus Parent (opens in new window/tab) Lunch Menus (opens in new window/tab) Payment Center (ope…
Shakopee School District (ISD #720),MN,http://www.ci.shakopee.mn.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Washington,MN,http://www.co.washington.mn.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
American Samoa,MN,https://www.doe.as/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Chaska,MN,http://mn-chaska.civicplus.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Legislature,MN,https://www.leg.state.mn.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Hubbard,MN,http://www.co.hubbard.mn.us,https://www.co.hubbard.mn.us/boardofcommissioners,,https://www.co.hubbard.mn.us/county-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,eath Certificate Marriage License Passport Permits 911 Address Pay E-Notifications facebook youtube instagram Home Your Government > County Directory Index Aquatic Invasive Species Attorney Auditor County Administrator Court Administration Crime Victim Services Emergency Manageme…,,enter Work Attorney Crime Victim Services Attorney FAQ Auditor/Treasurer Voter Information 2022 Redistricting License Center License Center Contact Drivers License Marriage Auctioneer Tobacco Environmental Services Highway Applications/Permits Seasonal Road Information Road Const…
Pipestone Area School District (ISD #2689),MN,https://www.pas.k12.mn.us/,,,https://www.pas.k12.mn.us/staff-directory/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,fication Lead-in-Water Annual Notification District Revenues & Expenditures District Notices Testing/Assessment Pipestone Area School Board Superintendent Business Office Employment Opportunities District Policy Manual Enrollment Options Safe and Supportive Schools Section 504 Bi…,,istrict Calendar 2025-2026 MS/HS Supply List (English) (Spanish) Safe and Supportive Schools 2025-2056 E-Learning Plan (English) ( Spanish) Staff Directory Continuous Nondiscrimination Notice High School Transcript Request School Board Agenda & Minutes PA Strategic Plan 2020-2025…
Savage,MN,http://www.cityofsavage.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Chanhassen,MN,http://www.ci.chanhassen.mn.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Hopkins Public Schools (ISD #270),MN,https://www.hopkinsschools.org/,https://www.hopkinsschools.org/district/policies,,https://www.hopkinsschools.org/district/school-board/contact-school-board,Missing: tech (crawl limited),2,0,0,1,0,1,,,ent Weather Policies Individual Policy Royal Report School Board Contact the School Board School Board Meeting Minutes School Board Packets Superintendent Superintendent Search Update Newsletter Safety and Security Safe Spaces Referendum 2025 Immigration Resources Services Americ…,,Foundation Inside Hopkins Podcast Legislative Action Coalition News Inclement Weather Policies Individual Policy Royal Report School Board Contact the School Board School Board Meeting Minutes School Board Packets Superintendent Superintendent Search Update Newsletter Safety and …
Martin,MN,http://www.co.martin.mn.us,,http://www.co.martin.mn.us/your_government/departments/information_technology.php,http://www.co.martin.mn.us/your_government/departments/drainage_administration/index.php,Missing: policy (crawl limited),2,0,0,1,0,1,,,rnment Board of Commissioners Agendas/Minutes District 1 District 2 District 3 District 4 District 5 Data Practices Departments Assessor Auditor/Treasurer Coordinator County Attorney Drainage Administration Economic Development Extension Highway Human Resources Human Services Inf…,,Want To Apply Property Tax Abatement Find Active Warrants Jail Roster Property Information Safe At Home Info Pay Fines Property Taxes Vote Contact Us Translate Select your language. English Spanish more Languages English Afrikaans Albanian Arabic Armenian Azerbaijani Basque Belar…
Osseo School District (ISD #279),MN,https://www.district279.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
SouthWest Metro Intermediate District#288,MN,https://www.swmetro.k12.mn.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Rochester,MN,https://rochestermn.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Olmsted,MN,http://www.co.olmsted.mn.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Roseville Area Schools (ISD #623),MN,https://www.isd623.org/,https://www.isd623.org/about-us/school-board/district-policies,,https://www.isd623.org/about-us/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,d Code of Conduct 212P School Board Conflict of Interest 214P School Board Process for Addressing Board Member Violations 216P School Board/Superintendent Relationship 220P Superintendent/Staff Accountability 222P Authority Delegation to the Superintendent 224P Monitoring Superin…,,oms Enforcement (ICE) Resolution Official Notices and Publications School Board Communications School Board Meetings School Board Elections Staff Directory Strategic Plan Winter Weather Closing Information Donating School Supplies Schools Early Childhood Education Brimhall Elemen…
White Bear Lake Area School District (ISD #624),MN,http://www.isd624.org/,https://www.isd624.org/about/district-policies/300-administration,,https://www.isd624.org/about/district-policies/300-administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,curity School Board School Board Members School Board Meeting Materials School Board Election Information Policies Strategic Plan & Mission Superintendent Support Partnerships White Bear Lake Area Educational Foundation (opens in new window/tab) Academics Early Childhood Curricul…,,udent Records & Transcripts Student Support Services Teaching and Learning Technology Transportation WBLAHS Activities/Athletics Employment Contact District Home Our Schools Elementary Schools Birch Lake Elementary Lakeaires Elementary Lincoln Elementary Matoska International Nor…
Redwood,MN,http://www.co.redwood.mn.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Rosemount,MN,http://www.ci.rosemount.mn.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Lakeville Independent School District 194,MN,http://www.isd194.k12.mn.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
