district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
"Oklahoma City Public Schools , Oklahoma City",OK,https://www.okcps.org/,https://www.okcps.org/departments/information-technology/resources/okcps-password-policy,https://www.okcps.org/departments/information-technology/resources/okcps-password-policy,,Missing: contact (crawl limited),2,0,0,1,0,1,,,Assistive Technology Transportation OESS Policies & Procedures Gifted & Talented Advanced Learner Identification District & Site Plans Site Coordinators Local Advisory Committee Athletics (opens in new window/tab) Athletics (opens in new window/tab) Esports Board of Education Boa…,,mpus Bullying Policy Student Parent Handbook TIPS Incident Report Connect With Us Calendar Events District Newsroom Volunteer Join our team Staff Directory District Home Open Schools List Our Schools Elementary Schools Adams Elementary Adelaide Lee Elementary Arthur Elementary Bo…
Marshall,OK,https://marshall.okcounties.org/,https://marshall.okcounties.org/offices/election-board,,https://marshall.okcounties.org/contact,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,District Attorney Election Board Emergency Management Departments List all Fire Departments Marshall County Addressing OSU Extension About Contact Where do I? Menu Home Welcome to Marshall County Calendars Job Postings Public Meetings Maps Forms Fees Notices & Resolutions Other L…
Johnston,OK,http://www.johnstoncountyok.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Woodward,OK,http://woodwardcounty.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Tahlequah Public Schools , Tahlequah",OK,http://www.tahlequahschools.org/,,,https://www.tahlequahschools.org/staff,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,rtation Send Message to Crissleen Hendrix-Fowler James Morrison Maintenance Maintenance & Grounds Send Message to James Morrison Colin Mays Director of Dining Child Nutrition Send Message to Colin Mays Graham Delp Warehouse Specialist Child Nutrition Send Message to Graham Delp S…,,"yment Transportation Calendar Athletics Child nutrition tahlequah email Find Us Sequoyah Pre-K Center 425 South College Tahlequah, OK 74464 Phone: (918) 458-4130 Fax: (918) 458-4132 Schools Tahlequah Public Schools Sequoyah Pre-K Center Cherokee Elementary School Greenwood Elemen…"
Murray,OK,http://www.visitmurraycountyok.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Choctaw,OK,https://www.hugook.com/choctaw-county-government-offices/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"the content Search for: Hugo, OK HOME SERVICES COMMUNITY Calendar Civic Clubs Hugo Farmers Market ECONOMIC DEVELOPMENT Economic Development Director City of Hugo Government Offices ARCHIVE – Agendas & Minutes Choctaw County Government Offices VISITORS TO HUGO Retail Business Rest…",,"ice Chief: John A. Mitchell Fire Chief: Ron Cloud City Treasurer: Brittany Messer City Clerk: Debra Searcy Code Enforcement: Teshumbe Bills Contact info: (580)326-5616 Recent Posts AGENDA & MINUTES – February 3, 2026 AGENDA & MINUTES – January 6, 2026 SPONSORS Pages Hugo, Oklahom…"
Sports,OK,https://www.ok.gov/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Kingfisher,OK,https://kingfisher.okcounties.org/,,,https://kingfisher.okcounties.org/contact,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,Treasurer Departments List all Election Board Emergency Management Fire Departments Kingfisher County 911 Engineer/Floodplain/Permits About Contact Where do I? Menu Home Welcome to Kingfisher County Calendars Bulletins Job Postings Public Meetings Maps Forms Fees Bids Notices & R…
Comanche,OK,http://www.comanchecounty.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Cleveland,OK,http://www.ccok.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Skiatook Public Schools , Skiatook",OK,https://www.skiatookschools.org/,https://www.skiatookschools.org/documents/about-sps/district-policy-manual/565759,,https://www.skiatookschools.org/page/education-service-center-staff,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,& Conditioning Summer Sports Camps Tennis Track Volleyball Wrestling Extra-Curricular-Prerequisites Bulldog Band Social Media Social Media Contact Us Contact Us More Show submenu for Skip Gallery End of Gallery ABOUT US ACTIVITIES Athletics DEPARTMENTS Menus enrollment employment…
"Lawton Public Schools , Lawton",OK,https://www.lawtonps.org/,https://www.lawtonps.org/page/boe-code-of-ethics,,https://www.lawtonps.org/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,Director of Student Success & Resources District Administration (580) 357-6900 X2060 Send Message to Dr. Regina DeLoach Dr. Joan Gabelmann Director of Assessment and Accountability District Administration 580-357-6900 X6946 Send Message to Dr. Joan Gabelmann Gary Dees Director of…,,Home | Lawton Public Schools Skip to content Lawton Public Schools Calendars/Hours Campus Parent Enroll Today Staff Directory Translate Explore Show submenu for Explore Schools Show submenu for Schools Schools About Us Show submenu for About Us 2025-2026 Annual Rep…
Oklahoma,OK,http://www.oklahomacounty.org,,https://www.oklahomacounty.org/departments/information-technology,https://www.oklahomacounty.org/county-information/contact-us,Missing: policy (crawl limited),2,0,0,1,0,1,,,enile Bureau Volunteer OCHFA OSU Extension Planning Commission Board of Adjustment County Master Plan Map & Zoning Public Defender Employee Directory Purchasing Treatment Courts Pay or Apply Building Permits & Forms Court Costs Job Opportunities Marriage License Open Records Requ…,,"rtment Directory DIRECTORY Below you will find contact listings for Oklahoma County Departments , organized alphabetically, as well as, the Staff Directory . A-C D-I J-P Q-Z A-C Administration 320 Robert S Kerr Ave, Oklahoma City, OK 73102 405-270-0082 Assessor's Office 320 Rober…"
Washington,OK,http://www.countycourthouse.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Cave Springs Public Schools , Bunch",OK,http://www.cavesprings.k12.ok.us/,,,https://www.cavesprings.k12.ok.us/staff,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"ic Schools Home of the Hornets Menu Translate Search site Sign in Skip Gallery Hands On, Brains On Hands On, Brains On End of Gallery Staff Directory Admin Community Find Us Cave Springs Public Schools P.O. Box 200 Bunch, OK 74931 Phone: 918-775-2364 Fax: 918-776-2052 Stay Connec…",,"s Public Schools Home of the Hornets Menu Translate Search site Sign in Skip Gallery Hands On, Brains On Hands On, Brains On End of Gallery Staff Directory Admin Community Find Us Cave Springs Public Schools P.O. Box 200 Bunch, OK 74931 Phone: 918-775-2364 Fax: 918-776-2052 Stay …"
Pawnee,OK,http://www.cityofpawnee.com/county-of-pawnee,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Delaware,OK,https://delaware.okcounties.org/,,,https://delaware.okcounties.org/contact,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,k Assessor Sheriff Treasurer District Judge Distric Attorney Departments List all Election Board Emergency Management Human Resources About Contact Where do I? Menu Home Welcome to Delaware County Calendars Bulletins/Resolutions Job Postings Public Meetings Maps Forms Fees Other …
List of vocational technical schools in Oklahoma,OK,http://www.okcareertech.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Stephens,OK,https://www.stephenscountyok.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Nowata,OK,http://nowata.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Pittsburg,OK,http://pittsburg.okcounties.org,https://pittsburg.okcounties.org/offices/board-of-county-commissioners-office,,https://pittsburg.okcounties.org/contact,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,s District Attorney Departments List all Election Board Emergency Managment Expo Center Fire Departments Animal Shelter OSU Extension About Contact Where do I? Menu Home Welcome to Pittsburg County Calendars Bulletins Job Postings Public Meetings Maps Forms Fees Permits Bids Noti…
Harmon,OK,https://oklahoma.gov/okdhs/library/resources/harmonrd211.html,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Deer Creek Public Schools , Edmond",OK,http://www.deercreekschools.org/,https://www.deercreekschools.org/notice-of-nondiscrimination-policy,https://www.deercreekschools.org/departments/technology,https://www.deercreekschools.org/families/helpful-district-contacts,,2,0,0,1,0,1,,,"t in District History ""We are thrilled to bring the Deer Creek orchestra program to life for our students,"" said Deer Creek School District Superintendent Dr. Jason Perez. ""Our families and community expressed the desire to see an orchestra program in our schools, and we are prou…",,"ituation has been resolved and we are working with them to refund any excessive charges back to families. If you have any questions, please contact our Child Nutrition office at cns@dcsok.org . We apologize for any inconvenience. Read More about Meal Payment System Issue Resolved…"
"Owasso Public Schools , Owasso",OK,http://owassops.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Bartlesville Public Schools , Bartlesville",OK,https://www.bps-ok.org/,https://www.bps-ok.org/documents/board-of-education-policies/663423,,https://www.bps-ok.org/page/contact-information,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,trict button District Information Show submenu for District Information District Archives District Audits District Budgets District History Contact Information Administration Athletics Board of Education Show submenu for Board of Education Board Policies Board of Education Member…
"Fort Gibson Public Schools , Fort Gibson",OK,http://www.ftgibson.k12.ok.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Government governor ( list ),OK,http://www.state.ok.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Hawaii,OK,http://www.hawaiipublicschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Jefferson,OK,http://www.jeffcoinfo.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
