district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Sault Ste. Marie Area Schools,MI,https://www.saultschools.org/,https://www.saultschools.org/board-of-education,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,e Menu Search Clear Search Administration Administrators Freedom of Information Act (FOIA) Perspective Interviews (opens in new window/tab) Superintendent Perspective Interviews SAHS Student Radio Ads Title IX Nondiscrimination School Projects Athletics Board of Education Meeting…,,nd (ACFS) Eastern Upper Peninsula Tri-Share Scholarship Information Meet Our Staff Interested in working in Early Childhood? External Links Contact Us School Schedule School Day Summer Programs Summer Credit Recovery SPRINT Program- High School Special Education-Extended School Y…
Bois Blanc School District,MI,https://boisblanc.eupschools.org/,https://boisblanc.eupschools.org/privacy-policy,,https://boisblanc.eupschools.org/our-district/pines-school-elementary/contact-information,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,- Bois Blanc Pines School District Skip To Main Content Close Menu Search Clear Search School Calendar Our District Pines School Elementary Contact Information School Calendar Accessibility Board of Education Board Meeting Agendas Board Meeting Minutes Board Members Bylaws and Po…
Charlotte Public Schools,MI,https://www.charlotteorioles.com/,https://www.charlotteorioles.com/board-of-education/,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,act Us District Appeals Process The Chirp District News Enrollment Master Calendar Public Bids Schools of Choice Schools and Services Staff Directory Continuity of Learning Plan Board of Education Public Hearing on Proposed 2025-26 Budget Regular Meeting Notice Special Meeting No…,,t Contact Us District Appeals Process The Chirp District News Enrollment Master Calendar Public Bids Schools of Choice Schools and Services Staff Directory Continuity of Learning Plan Board of Education Public Hearing on Proposed 2025-26 Budget Regular Meeting Notice Special Meet…
Eaton Rapids Public Schools,MI,https://www.erpsk12.org/,https://www.erpsk12.org/apps/pages/Board-Members,,https://www.erpsk12.org/apps/staff/,Missing: tech (crawl limited),2,0,0,1,0,1,,,ell Teacher Email Colleen Martell Nicholas Price Special Services and Operations Coordinator Email Nicholas Price Christien Rupp Curriculum Director Email Christien Rupp Collin Smith CFO Email Collin Smith Brent Watkins Director of Special Services and Operations Email Brent Watk…,,ic Schools Main Menu Toggle Home Home About Us Administration District & School Boundaries Map Wall of Fame Bond 2020 Progress Sinking Fund Staff Directory 2025-2026 School Calendar District Calendar Public Bids Board of Education Meeting Updates/Virtual Meetings Agendas Minutes …
Maple Valley Schools,MI,https://mvs.k12.mi.us/,,https://mvs.k12.mi.us/departments/technology/,https://mvs.k12.mi.us/district/staff/,Missing: policy (crawl limited),2,0,0,1,0,1,,,Counseling Department Elementary Counseling Department Jr./Sr High School Counseling Department Food Service Human Resources Office of the Superintendent Special Education Technology Transportation Athletics Activities Stories Fundraisers Odyssey of the Mind Band Band Boosters 5t…,,y Asked Questions Legal Notifications Maple Valley Memorial Scholarship Foundation Program Sponsorship Requests for Proposals Safety Drills Staff Directory Strategic Plan Departments Budget & Transparency Counseling Department Elementary Counseling Department Jr./Sr High School C…
Atherton Community Schools,MI,https://www.athertonschools.org/,https://www.athertonschools.org/page/board-of-education,,https://www.athertonschools.org/page/staff-links,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"Minutes Board of Education Committees Board of Education Committee Agendas Board of Education Committee Minutes Mr. Craig Lanter, President Email Mr. Craig Lanter Mrs. Bette Bigsby, Vice President Email Mrs. Bette Bigsby Mrs. Sandra Talbot, Secretary Email Mrs. Sandra Talbot Mrs.…"
Beecher Community School District,MI,https://www.beecherschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Grand Blanc Community Schools,MI,https://www.gbcs.org/,https://www.gbcs.org/our-district/board-of-education,https://www.gbcs.org/our-district/departments/technology-services/staff-and-student-account-information,https://www.gbcs.org/our-district/departments/technology-services/staff-and-student-account-information,,2,0,0,1,0,1,,,ns in new window/tab) District Calendar (opens in new window/tab) District of Choice Information (opens in new window/tab) Staff & Building Directories The Positivity Project P2 Teacher Resources P2 Student Resources P2 Character Strengths Calendar District Calendar GRAND BLANC C…,,r Parentvue/Synergy (opens in new window/tab) Meal Magic & Schoolpay Legacy Wall (opens in new window/tab) OK2Say (opens in new window/tab) Staff Directory Transportation SUGGESTED SEARCHES Lunch Menus District Calendar Grade Reports Bell Schedule Teachers Academics Athletics Pla…
Houghton-Portage Township Schools,MI,https://www.hpts.us/,https://www.hpts.us/docs/Food/Policies/wellness_policy.pdf,,https://www.hpts.us/elementary-staff.php,Missing: tech (crawl limited),2,0,0,1,0,1,,,nstruction Meetings & Minutes Michigan Firearms Storage Laws RFPs School of Choice School Safety Drills Snow-Day Information Strategic Plan Superintendent's Message Title IX Training Materials Transportation ELEMENTARY SCHOOL Announcements After-School Program Counseling District…,,ysical Form Transfer Student Information Schedules Sports Boosters ALUMNI Welcome to the HHSAA HPTS Foundation Membership Projects Reunions CONTACT QUICK LINKS Staff Email Login willSub/PCMI POWERSCHOOL TEACHER SIGN-IN POWERSCHOOL STUDENT AND PARENT SIGN IN HIGH SCHOOL DAILY BULL…
Calumet Laurium Keweenaw Schools,MI,https://www.clkschools.org/,https://www.clkschools.org/district-board.php,,https://www.clkschools.org/elementary-staff.php,Missing: tech (crawl limited),2,0,0,1,0,1,,,kschools.org District Phone Numbers Athletic Director 906.337.0311 Extension 2204 Athletic & Attendance Office Fax: 337-6275 Transportation Director (please specify that you are with Calumet Schools when calling) 906.523.5424 Extension 11110 Food Services 906.337.0311 Extension 1…,,HOME Online Card Catalog Virtual Reference Library Great Lakes Digital Library MeL Library Events Mango Newspapers Resources Advisory Board CONTACT COVID-19 QUICK LINKS Skyward Family Access Skyward Student Access Lunch Menus COVID-19 Resources Schoology Parent Access Schoology S…
Escanaba Area Public Schools,MI,https://www.eskymos.com/,https://www.eskymos.com/departments/boe,,https://www.eskymos.com/schools/jr-sr/directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,ard Members Bylaws & Policies Michigan Association of School Boards Central Office Office of the Superintendent Office of Business Services Director of Special Education Annual Education Reports Title IX Training Materials Budget Transparency Food Service Meal Magic Family Portal…,,a Jr/Sr High School Edgenuity Login 1:1 Chromebooks 1:1 Chromebook Student & Parent Handbook Securly Home Signup School Info Daily Schedule Staff Directory 1:1 Coodinator Athletic Dept Coaches Health Services Main Office School Resource Officer Student Services Center Support Sta…
Allegan Public Schools,MI,https://alleganps.org/,https://alleganps.org/boe/contact/,,https://alleganps.org/boe/contact/,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,Allegan Public Schools – A community where all belong and thrive Skip to content About APS Enroll Calendar Contact Us Schools Allegan High School L.E. White Middle School Dawson Elementary Pine Trails Elementary West Ward Elementary Allegan Online & Adul…
Fennville Public Schools,MI,https://www.fennville.org/,https://www.fennville.org/policies,,https://www.fennville.org/link-1/building-contacts,Missing: tech (crawl limited),2,0,0,1,0,1,,,"mentary, where their youngest 2 kids attend. Their oldest son is a 2020 FHS graduate. Paul attended the Fire Academy and serves as the Fire Chief of the Fennville Area Fire Department. The close-knit community is one of the things Paul said he loves about Fennville, he stays invo…",,"request to the Superintendent, the District shall make reasonable accommodation for a person with disabilities to participate in meetings. Contact the Central Office at 269-722-3350 for more information. Meet the Board Manuel Sanchez, President Ross Thiele, Vice President Angie P…"
Hopkins Public Schools,MI,https://www.hpsvikings.org/,https://www.hpsvikings.org/our-district/boe/,,https://www.hpsvikings.org/our-district/administration-team/,Missing: tech (crawl limited),2,0,0,1,0,1,,,26 Sinking Fund Student Organization Grant Contact Us District Library Catalog Diversity Committee Homeless/MV Resources Job Postings Staff Directory Wise Farm Title IX Departments Business Office Budget and Salary/Compensation Transparency Reporting Food Service Elementary Menus…,,es PA226 Sinking Fund Student Organization Grant Contact Us District Library Catalog Diversity Committee Homeless/MV Resources Job Postings Staff Directory Wise Farm Title IX Departments Business Office Budget and Salary/Compensation Transparency Reporting Food Service Elementary…
Otsego Public Schools,MI,https://www.otsegops.org/,https://www.otsegops.org/privacypolicy,,https://www.otsegops.org/aboutops/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,High School (opens in new window/tab) Utility Links Calendar Parents Newsletters Deposit Lunch Money (opens in new window/tab) Menus Staff Directory BASE Child Care (opens in new window/tab) Infinite Campus Portal (opens in new window/tab) Handbooks Volunteer Opportunities Medica…,,Home - Otsego Public Schools Skip To Main Content Close Menu Search Clear Search Main Menu ABOUT OPS Enroll at OPS Staff Directory Calendar Employment School Safety Board of Education Superintendent Strategic Plan Annual Reports Transparency Report Legal Notices McKinne…
Plainwell Community Schools,MI,https://www.plainwellschools.org/,https://www.plainwellschools.org/page/goals-and-policies,,,"Missing: tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Wayland Union Schools,MI,https://waylandunion.org/,https://waylandunion.org/district/administration/policies/,,https://waylandunion.org/district/administration/policies/,Missing: tech (crawl limited),2,0,0,1,0,1,,,Staff Directory Pine Street Student Handbook Student Pick Up/Drop Off Map Title IX Wayland Intermediate PTO Steeby Elementary Steeby Staff Directory Steeby Handbook Title IX Wayland Elementary Parent Association Dorr Elementary Dorr Staff Directory Dorr PTO Dorr Handbook Dorr Int…,,of Education Board Members Bond 2023 Brand Guide Contact Us District & Building Calendars District News Enrollment McKinney-Vento/Homeless Staff Directory Superintendent's Office Communications Departments Building & Grounds Facility Rental Rates Integrated Pest Management Contro…
Alpena Public Schools,MI,https://www.alpenaschools.com/,,,https://www.alpenaschools.com/staff,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,Home | Alpena Public Schools Skip to content Alpena Public Schools District Menu Schools Translate Search site Skip Gallery End of Gallery Staff directory for students for parents enrollment employment ParentVUE / StudentVUE Career and Technical Education Reimagine our Future Tog…,,Home | Alpena Public Schools Skip to content Alpena Public Schools District Menu Schools Translate Search site Skip Gallery End of Gallery Staff directory for students for parents enrollment employment ParentVUE / StudentVUE Career and Technical Education Reimagine our Future Tog…
Delton Kellogg Schools,MI,https://www.dkschools.org/,https://www.dkschools.org/page/board-of-education-bylaws-and-policies,https://www.dkschools.org/page/technology-services,https://www.dkschools.org/staff,,2,0,0,1,0,1,,,uperintendent Departments Show submenu for Departments Counseling & Guidance Department Finance Food Services Human Resources Media Centers Technology Services Transportation Student Safety Directory Family and Student Resources Show submenu for Family and Student Resources Michi…,,ents Counseling & Guidance Department Finance Food Services Human Resources Media Centers Technology Services Transportation Student Safety Directory Family and Student Resources Show submenu for Family and Student Resources Michigan Sun Meals Calendar Calendar Curriculum Curricu…
Hastings Area School System,MI,https://www.hassk12.org/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"plan was created based on feedback from stakeholders including parents, families, students, staff, and community members. The Steering Committee included teachers, parents, board members, directors, building administrators, and district administrators. The plan is founded on our …",,"We are excited to have your family as members of our exemplary school community! If you have questions about our enrollment process, please contact us at: (269) 948-4400 Enrollment Procedures for District Residents You may complete the enrollment form, embedded below, or visit th…"
Standish-Sterling Community Schools,MI,https://www.standish-sterling.org/,https://www.standish-sterling.org/o/sscs/page/school-board-policies,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,-Sterling Central High School Skyward See Something? Say Something. Search site Menu Schools Translate Menu Schools Translate Collapse Menu Contact a Teacher Skip Gallery End of Gallery LUnch Menu Breakfast menu Find Us Standish-Sterling Central High School 2401 Grove Road Standi…
Bangor Township Schools,MI,https://www.bangorschools.org/,,,https://www.bangorschools.org/page/staff-services-new,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"children to attend school. BTS provides an excellent education taught by amazing educators, and offers extra-curriculars led by coaches and directors who genuinely care! - Alicea Moll JGHS provided opportunities that allowed me to excel, as long as I worked for it. I knew from a …",,"ood and Nutrition Student Services Athletics/Recreation Core + Electives Find Us John Glenn High School 3201 Kiesel Road Bay City, MI 48706 Phone: 989-684-7510 Fax: 989-684-1545 School Hours: 7:30 AM - 2:20 PM Schools District John Glenn High School Christa McAuliffe Middle Schoo…"
Essexville-Hampton Public Schools,MI,https://www.e-hps.net/,https://www.e-hps.net/page/board-of-education,,https://www.e-hps.net/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,Schools Translate Search site District Information Show submenu for District Information District Information PUBLIC NOTICES Why EHPS Staff Directory Board of Education Board Meetings Forms & Resources Title IX Information Reports & Transparency Request For Proposal Employment Hi…,,plore Schools Translate Search site District Information Show submenu for District Information District Information PUBLIC NOTICES Why EHPS Staff Directory Board of Education Board Meetings Forms & Resources Title IX Information Reports & Transparency Request For Proposal Employm…
Pinconning Area Schools,MI,https://www.pasd.org/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"te Sign in Menu Schools Translate Sign in Skip Gallery End of Gallery Find Us Pinconning Area Schools 605 W. Fifth St. Pinconning, MI 48650 Phone: 989-308-0500 Fax: 989-879-4705 Office Hours Monday - 8:00am - 4:00pm Tuesday - 8:00am - 4:00pm Wednesday - 8:00am - 4:00pm Thursday -…"
Brandywine Community Schools,MI,https://www.brandywinebobcats.org/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"ce Read more programs Clubs & Activities Program of Studies Fine Arts CTE Brandywine Community Schools 1830 S. THIRD STREET Niles, MI 49120 Phone: (269) 684-7150 Schools Brandywine Community Schools Merritt Elementary Brandywine Elementary Brandywine Middle/High School Brandywine…"
Bridgman Public Schools,MI,https://www.bridgmanschools.com/,https://www.bridgmanschools.com/privacy-policy,,https://www.bridgmanschools.com/staff/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,"e to reach out to us. Shane M. Peters, Superintendent Headlines & Features Superintendent Search (opens in new window/tab) Learn More about Superintendent Search (opens in new window/tab) Volunteer Opportunities! (opens in new window/tab) Click here to start the volunteer screeni…",,ency Reporting Accessibility Logo Image Logo Title Bridgman Public Schools 9964 Gast Rd Bridgman MI 49106 (269) 465-5432 Calendar Faculty & Staff Directory Lunch Menu PowerSchool Canvas Athletics Supply Lists Transportation Contact Us There are no resources or collections to disp…
Coloma Community Schools,MI,https://www.ccs.coloma.org/,,,https://www.ccs.coloma.org/apps/contact/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,cations Budget Transparency Board of Education Coloma Virtual Pathway Contact Us Directions Public Concern Procedures School Calendar Staff Directory Superintendent Title IX/Civil Rights/504 Compliance Schools Coloma High School Coloma Junior High Coloma Intermediate Coloma Eleme…,,Notifications Budget Transparency Board of Education Coloma Virtual Pathway Contact Us Directions Public Concern Procedures School Calendar Staff Directory Superintendent Title IX/Civil Rights/504 Compliance Schools Coloma High School Coloma Junior High Coloma Intermediate Coloma…
Lakeshore Public Schools,MI,https://www.lakeshoreschools.k12.mi.us/,https://www.lakeshoreschools.k12.mi.us/page/board-of-education,https://www.lakeshoreschools.k12.mi.us/page/technology-department,,Missing: contact (crawl limited),2,0,0,1,0,1,,,Calendar Vector Training K-12 Annuities Annual Retirement Benefits Guide - TSA Wonders Padlet Time Sheet 1095B/1095C More Show submenu for Technology Department Staff Mr. Chris Quartermaine Technology Director 269-428-1400 ext. 2053 Mr. Brian Ames Technician Mr. David Barze Techn…,,"r district, by completing the online enrollment documents, and following the instructions for submission. If you have any questions, please contact us at 269-428-1400 or registrar@lpslancer.net . We LOVE to show families why it is great to be a Lakeshore Lancer! If you are intere…"
Niles Community Schools,MI,https://nilesschools.org/,https://nilesschools.org/ncs/about-ncs/schools/ballard-elementary-school/district/anti-harassment-policy/,,https://nilesschools.org/ncs/about-ncs/annual-reports-notices/ferpa-annual-notification-of-rights-and-designation-of-directory-information/,Missing: tech (crawl limited),2,0,0,1,0,1,,,t Anti-Harassment/Non-Discrimination Compliance Officers Curriculum Finance Personnel Operations Special Education Services Student Affairs Coordinator Technology Title IX Coordinator and Decision Maker District Services Food Service-Chartwells Breakfast Availability Negative Bal…,,"Niles Virtual School WAY Adult Education Northside Child Development Center Ring Lardner Middle School Southside School Forms Enroll Today Contact Info 269-683-0732 | 1 Tyler Street, Niles, MI 49120 What Are You Looking For? Search Viking Pride Dynamic Learners. Diverse Opportuni…"
Bronson Community Schools,MI,https://www.bronsonschools.org/,,,https://www.bronsonschools.org/o/bcs/page/bcs-staff-resources,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"chools Translate Sign in Menu Schools Translate Sign in Skip Gallery End of Gallery athletics Events Employment Opportunities Skyward Staff directory BRONSON 2025 BOND PROJECT Find Us Bronson Community Schools 501 E Chicago Street Bronson, MI 49028 Phone: 517-369-3260 #GDTBABV Gr…",,"Menu Schools Translate Sign in Menu Schools Translate Sign in Skip Gallery End of Gallery athletics Events Employment Opportunities Skyward Staff directory BRONSON 2025 BOND PROJECT Find Us Bronson Community Schools 501 E Chicago Street Bronson, MI 49028 Phone: 517-369-3260 #GDTB…"
Coldwater Community Schools,MI,https://www.coldwaterschools.org/,https://www.coldwaterschools.org/page/accessibility-policy,,https://www.coldwaterschools.org/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,investigation of the complaint shall be completed within fifteen (15) working days. Extension of the time line may only be approved by the Superintendent. The investigator shall prepare a written report of the findings and conclusions within five (5) working days of the completio…,,Translate About Us Show submenu for About Us About Us School Hours 2025-26 District Calendar 2025-26 District Calendar (Accessible Version) Staff Directory District Map District History Show submenu for District History Graduates From Coldwater High School Points Of Pride Reports…
Quincy Community Schools,MI,https://www.quincyschools.org/,https://www.quincyschools.org/page/board-of-education,,https://www.quincyschools.org/staff,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,xplore Schools Translate About Show submenu for About About Official Public Notices and Documents USDA Nondiscrimination Statement Employee Directory Board of Education Board of Education District Calendar District Calendar Employment Employment Parent Resources Show submenu for …
Crawford AuSable School District,MI,https://www.casdk12.net/,https://www.casdk12.net/o/casd/page/community-bulletin-board,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"t Enrollment Job Opportunities Food Service Community Bulletin Board Find Us Grayling High School 1135 North Old U.S. 27 Grayling, MI 49738 Phone: 989-344-3508 Schools Crawford AuSable School District Grayling High School Grayling Middle School Grayling Elementary Great Lakes Onl…"
West Branch-Rose City Area Schools,MI,https://www.wbrc.k12.mi.us/,https://www.wbrc.k12.mi.us/Core/Guests/Logon?ReturnUrl=%2Femployee-portal%2Fnon-discrimination-policies%2F,,https://www.wbrc.k12.mi.us/our-schools/ogemaw-heights-high-school/ohhs-staff-directory/,Missing: tech (crawl limited),2,0,0,1,0,1,,,Access Acceptable Web Sites Helpful Forms OK to Say Volunteers Enrollment Our Schools Ogemaw Heights HS OHHS Student/Parent Resources Staff Directory Library Rose City School RCS Student/Parent Resources Staff Directory Library Surline Elementary School SES Student/Parent Resourc…,,amily Access Acceptable Web Sites Helpful Forms OK to Say Volunteers Enrollment Our Schools Ogemaw Heights HS OHHS Student/Parent Resources Staff Directory Library Rose City School RCS Student/Parent Resources Staff Directory Library Surline Elementary School SES Student/Parent R…
Fairview Area Schools,MI,https://www.fask12.org/,https://www.fask12.org/regular-meetings-fairview-area-school-board-of-education/,https://www.fask12.org/departments/technology/,https://www.fask12.org/staff-resources/,,2,0,0,1,0,1,,,s Board of Education Regular Meeting Dates 2025-2026 School Calendar Calendar of Events Lunch Schedule Athletics Schedule Departments Staff Directory Board of Education Food Services Music / Choir Technology Eagle’s Nest Preschool Resources Staff Resources Student Support Handboo…,,lendars Board of Education Regular Meeting Dates 2025-2026 School Calendar Calendar of Events Lunch Schedule Athletics Schedule Departments Staff Directory Board of Education Food Services Music / Choir Technology Eagle’s Nest Preschool Resources Staff Resources Student Support H…
Houghton Lake Community Schools,MI,https://www.hlcsk12.net/,,,https://www.hlcsk12.net/staff,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,Home | Houghton Lake Community Schools Skip to content District Home Staff Directory Search site Houghton Lake Community Schools Go Bobcats! District Home Staff Directory Search site Menu Schools Translate Sign in Menu Schools Translate Sign in Skip Gallery E…,,Home | Houghton Lake Community Schools Skip to content District Home Staff Directory Search site Houghton Lake Community Schools Go Bobcats! District Home Staff Directory Search site Menu Schools Translate Sign in Menu Schoo…
Battle Creek Public Schools,MI,https://www.battlecreekpublicschools.org/,https://www.battlecreekpublicschools.org/about/privacy-policy,,https://www.battlecreekpublicschools.org/about/contact,Missing: tech (crawl limited),2,0,0,1,0,1,,,Education Business and Operations Careers Community Engagement Contact COVID-19 Data and Reporting News Parent Support Privacy Policy Staff Directory Title IX Programs Show children BCPS Summer Programs Bearcats Beyond The Bell Alumni Athletics BCCHS Hall of Fame BCPS Education F…,,rd of Education Business and Operations Careers Community Engagement Contact COVID-19 Data and Reporting News Parent Support Privacy Policy Staff Directory Title IX Programs Show children BCPS Summer Programs Bearcats Beyond The Bell Alumni Athletics BCCHS Hall of Fame BCPS Educa…
