district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Clayton School District,MO,https://www.claytonschools.net/,https://www.claytonschools.net/about-us/board-of-education,,https://www.claytonschools.net/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"acting the Board of Education There are many ways to stay in contact and learn about the Clayton Board of Education. Call the Office of the Superintendent at 314.854.6017. Write to the Board at the District’s Administrative Center, #2 Mark Twain Circle, Clayton, MO 63105. Send a …",,DISTRICT NEWSLETTERS Profile Of A Graduate Calendar School Menus (opens in new window/tab) PowerSchool (opens in new window/tab) Athletics Staff Directory Enroll Prop O News & Events Feb 22 2026 CHS Band Small Ensemble recital 1 : 30 PM - 4 : 30 PM CHS Music wing Feb 23 2026 Cele…
American Samoa,MO,https://www.doe.as/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Clark County R-I School District,MO,https://clarkcounty.k12.mo.us/,https://clarkcounty.k12.mo.us/files/user/1/file/Reimbursement_and_Pay_Policy_2019_2020.pdf,,https://clarkcounty.k12.mo.us/District/Portal/staff-directory,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,ams Special Education Fine Arts Art Band Choir Practical Arts Vocational Agriculture Family Consumer Science Business School Yearbook Staff Staff Directory High School Staff Middle School Staff Black Hawk Staff Running Fox Staff Learning Center / Pre-K / ECSE Staff Teacher Websit…
Webb City R-VII School District,MO,http://www.wccards.k12.mo.us/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,Error. Page cannot be displayed. Please contact your service provider for more details.…
Kirksville R-III School District,MO,https://www.kirksville.k12.mo.us,https://www.kirksville.k12.mo.us/page/board-of-education,,https://www.kirksville.k12.mo.us/page/contact-us,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"e Sign in Skip Gallery End of Gallery Parent Portal Bond 24 News School Improvement sCHOOL bOARD iNFO staff portal Employment opportunities Contact us Free and reduced lunch app Find Us Kirksville R-III School District 1901 E. Hamilton Street Kirksville, MO 63501 P: 660.665.7774 …"
Columbia 78 School District,MO,https://www.cpsk12.org/,https://www.cpsk12.org/boe,,https://www.cpsk12.org/about/building-contact-list,Missing: tech (crawl limited),2,0,0,1,0,1,,,"president appoints three Board of Education members to each committee, with one Board member designated as chair of the committee, and the superintendent appoints two administrators to each committee. Each committee also appoints additional members who have expertise in the commi…",,"s in new window/tab) District Enrollment Data Facility and Bond Plan Financial Information Notice of Nondiscrimination Organizational Chart Staff Directory Strategic Plan (CSIP) Vision, Mission, and Values Departments Advancement via Individual Determination Assessment, Intervent…"
Cape Girardeau 63 School District,MO,https://www.capetigers.com,https://www.capetigers.com/page/district-wellness-program-policy,,"https://www.capetigers.com/staff?filter_ids=198651,185067",Missing: tech (crawl limited),2,0,0,1,0,1,,,"ability, national origin or genetic information. Copyright © 2026 Cape Girardeau Public Schools. All rights reserved. Powered By Apptegy Visit us to learn more Directory | Cape Girardeau Public Schools Skip to content Cape Girardeau Public Schools - Every student…every day! Explo…",,nsportation Department Bond Updates District Information Show submenu for District Information District Information Bus Routes Boundary Map Contact District Calendar Inclement Weather Day Tracker District Handbook District Staff Facility Use Request Foundation Guide to Addressing…
Independence 30 School District,MO,https://www.isdschools.org/,https://www.isdschools.org/our-district/board-of-education,,https://www.isdschools.org/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"thoughtful participation and partnership. Dr. Murillo brings nearly 40 years of experience in the field of education, currently serving as Superintendent at Council Bluffs Community School District in Iowa, just outside Omaha, Nebraska, where she was recently named by Education I…",,"en college readiness, accelerate postsecondary pathways, and help reduce the time and cost of earning a degree . Interested families should contact their high school counselor to learn more about eligibility, course offerings, and how to enroll for upcoming sessions! Please visit…"
Webster Groves School District,MO,http://www.webster.k12.mo.us/pages/WGSD,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Northern Mariana Islands,MO,https://www.cnmipss.org,https://www.cnmipss.org/state-boe-board-members,,https://www.cnmipss.org/contact-info,Missing: tech (crawl limited),2,0,0,1,0,1,,,ols Elementary Schools Middle Schools Jr. Sr. High Schools High Schools Curriculum & Instruction Special Programs School Calendar Child Nutrition Program Pupil Transportation Schools Directory Head Start/ Early Head Start Special Education Special Education Program overview Onlin…,,Vacancy Announcements PSS Policies & SOPs Human Resources HR Information Job Vacancy Announcements Employee Resources Gallery Photos Videos Contact Info STUDENT REGISTRATION INFO STATE BOE - CERTIFICATION Home K-12 Schools All Schools Elementary Schools Middle Schools Jr. Sr. Hig…
New Madrid County R-I School District,MO,https://www.nmceaglenation.com/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"rade this year. I have four kids, three of which will be with me at New Madrid Elementary! I love getting to know every student I come into contact with and can’t wait for this new school year! - Misty Patterson Hi I’m Rachael Roberts! I am originally from the Kansas City area bu…"
Arcadia Valley R-II School District (also extends into Madison County),MO,http://www.avr2.org/,,https://www.avr2.org/page/technology,https://www.avr2.org/staff?filter_id=%5B75423%5D,Missing: policy (crawl limited),2,0,0,1,0,1,,,S EMPLOYMENT OPPORTUNITIES AV TIGER MAGAZINE: THE AMBUSH SCHOOL BOARD PERFORMANCE REPORTS AV GRANTS AWARDED SUPERINTENDENT Show submenu for SUPERINTENDENT ADMINISTRATION CENTRAL OFFICE STAFF FINANCIAL REPORT COMMUNITY Show submenu for COMMUNITY COMMUNITY CALENDAR PARENT PORTAL AL…,,"Support Specialist--Adam Mutrux Email: jwagner (at) avr2.org Office address: Arcadia Valley Middle School 550 Park Drive, Ironton, MO 63650 Phone: (573) 546-9700 ext. 5, 7 TECHNOLOGY LINKS MOREnet's Home Page AV Technology Handbook A.V. Schools Technology Acceptable Use Policy AV…"
Kansas City 33 School District,MO,https://www.kcpublicschools.org/,https://www.kcpublicschools.org/about/policies-and-procedures,https://www.kcpublicschools.org/about/departments/information-technology,https://www.kcpublicschools.org/about/contact-us,,2,0,0,1,0,1,,,"2022 DECA Central Region Leadership Conference in Milwaukee, Wisconsin over the weekend. KCPS Board Announces Community Engagement for the Superintendent Search Kansas City Public Schools is conducting a nationwide search for its next superintendent and has contracted with an exe…",,Community Engagement Office of Legal Services Restorative Justice Special Education Safety & Security Transportation Information Technology Contact Us Let's Talk KCPS eNews Policies and Procedures Non-Discrimination and Harassment Policy Administration Policies (opens in new wind…
Troy R-III School District,MO,https://www.troy.k12.mo.us,https://www.troy.k12.mo.us/boe,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,", March 2, 2026.All registration is completed online.Students must be five by July 31, 2026, to register... Sips with the Sup, March 3 Join Superintendent Frederickson for Sips with the SupTuesday, March 37:00 am and 7:00 pm Powell Memorial LibraryMarch Topic: Legislative Updates…",,"cy Meetings, Minutes, and Agendas Board of Education Election 2026 Prop KIDS Ballot Language Projects Comprehensive School Improvement Plan Contact Us Contact Us Home Hours of Operation Campus Contacts and Locations Central Office & Department Directory District Profile Notice of…"
Bayless School District,MO,http://www.baylessk12.org/,https://www.baylessk12.org/about-us/board-of-education,,https://www.baylessk12.org/about-us/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,"is Section About Bayless Board of Education Academic Calendar Contact Us Central Office Our History Contracting Bayless Academic Foundation Directory Board of Education About The Bayless School Board is a vital part of the ""public"" in public education. District voters elect the s…",,nite Campus/Parent Portal (opens in new window/tab) Parent Square (opens in new window/tab) Parent log-ins explained Make a Gift Quicklinks Staff Directory Cafeteria Services (opens in new window/tab) Contact Bayless (opens in new window/tab) Open Menu District Schools Bayless Hi…
Kirkwood R-7 School District,MO,http://www.kirkwoodschools.org,https://www.kirkwoodschools.org/discover-ksd/board-of-education/submit-a-comment-or-contact-us,,https://www.kirkwoodschools.org/discover-ksd/board-of-education/submit-a-comment-or-contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,red Systems of Support) Social Work & Resources Special Education (opens in new window/tab) About Calendar New Students Find My School News Directory Jobs Let's Talk Facebook (opens in new window/tab) Twitter (opens in new window/tab) YouTube (opens in new window/tab) Instagram (…,,"Education (opens in new window/tab) Instructional Materials (opens in new window/tab) Report Card Scoring Guides (opens in new window/tab) Staff Directory District Map & Boundaries Current School Boundaries Boundary Adjustments Frequently Asked Questions Diversity, Equity and Inc…"
Parkway C-II School District,MO,https://www.parkwayschools.net/,https://www.parkwayschools.net/contact/connect-with-us/mass-notification-policies,,https://www.parkwayschools.net/contact/connect-with-us/mass-notification-policies,Missing: tech (crawl limited),2,0,0,1,0,1,,,hnology Help Desk - Telecom Transportation Bus Stop Information Contact Information Field Trip Information Bus Safety Facility Rental Community Use of Premise Calendar Requests for Information Staff Directory Safety Tip Line Staff Appreciation Staff Appreciation ePostcards Studen…,,"d Evaluation Level 4 Programming Level 4 Screening and Evaluation Private School, Home-Schooled, and New to Parkway Family Resources Gifted Staff Directory Health and Physical Education Healthy Relationships and Sexual Health Curriculum Program Overview Curriculum Grade-level Fli…"
Sikeston R-6 School District,MO,https://www.sikestonr6.org/,https://www.sikestonr6.org/district-wellness-policy,https://www.sikestonr6.org/technology,,Missing: contact (crawl limited),2,0,0,1,0,1,,,Center Other Board of Education - Administration SPS Foundation Sikeston Athletics × Close Departments Technology Technology Steve Sparlin Director of Technology (573) 472-8867 ssparlin@spsr6.org Katrina Pride Technology Instructional Coach (573) 471-6357 kpride@spsr6.org Kim Car…,,"ntent Welcome Home × Close Sikeston Public Schools Educate Today. Prepare for Tomorrow. Schools Popular Links Home Staff Resources Benefits Contact Information Benefits Career Ladder Forms Handbooks Mandated Reporting Guidelines Pay Dates, Holidays, & Salary Schedules School Safe…"
Sedalia 200 School District,MO,http://www.cityofsedalia.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Springfield R-XII School District,MO,https://www.sps.org/,https://www.sps.org/about/departments/communications-department/social-media/social-media-comment-policy,,https://www.sps.org/about/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,"k for SPS Attend Today, Succeed Forever Engage with SPS Read to Succeed AMI - Alternative Methods of Instruction Media Request Social Media Directory Data Analytics and Accountability Annual Reports Data/Research Request Department of Elementary & Secondary Education (opens in ne…",,earch Request Department of Elementary & Secondary Education (opens in new window/tab) Facilities and Maintenance Services Capital Projects Contact Us Custodial and Grounds Services Energy Management Facility Maintenance Techs Facility Rental Volunteer Work Order Get the Lead Out…
Festus R-VI School District,MO,http://www.festus.k12.mo.us/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,School Library Band For Staff Only × Close Homepage Your browser does not support the video tag. Find It Fast District Calendar Menus Activities Calendar Athletics Parent Portal Staff Directory 2026-27 District Calendar Approved The Festus R-VI Board of Education approved the 202…,,lose Homepage Your browser does not support the video tag. Find It Fast District Calendar Menus Activities Calendar Athletics Parent Portal Staff Directory 2026-27 District Calendar Approved The Festus R-VI Board of Education approved the 2026-27 District Calendar at its meeting …
Scott City R-I School District,MO,https://www.scr1.org,https://www.scr1.org/o/scr1/page/board-policies-regulations,,https://www.scr1.org/staff?search=Lowery,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ment procedure or requirement, including completing an application, or about the District policy of non-discrimination, you may contact the Superintendent's office at (573) 264-2131. Current Openings Positions as of 19 February 2026 2025-2026 Certified Salary Schedule Certified P…",,raduate responsible and productive members of our community. For more information about board meetings or to be placed on the agenda please contact the Superintendent's office at (573) 264-2131. Board Meeting Summaries Board Policies & Regulations School District Financials Compr…
Henry County R-I School District,MO,https://henrycountyr1.k12.mo.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Carthage R-IX School District,MO,https://www.carthagetigers.org/,https://www.carthagetigers.org/boepressreleases,,https://www.carthagetigers.org/httpwwwcarthagetigersorgstaff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"characteristic protected by law. If you feel as though you have been discriminated against in any manner, please contact the district's 504 Coordinator, Director of Special Services, or Compliance Officer/Title IX Coordinator, Director of Human Resources. They can be reached at 4…",,District Financials News Archive Special Services Special Services Special Education Leadership Speech Language Pathologist Welcome Center Staff Directory District Counseling Trauma-Informed Schools District Counseling Staff Public Notice Community Bright Futures Bright Futures H…
Mexico 59 Public Schools,MO,http://www.mexicoschools.net/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,ght Futures Mexico Calendar connectIRL CSIP Federal Programs DESE Report Card & APR Lead Testing ParentSquare Peachjar Public Notices Staff Directory Strategic Plan Visitor Protocol YouTube District Page Infinite Campus IC Student Login IC Parent Login IC Staff Login For Parents …,,24 Bright Futures Mexico Calendar connectIRL CSIP Federal Programs DESE Report Card & APR Lead Testing ParentSquare Peachjar Public Notices Staff Directory Strategic Plan Visitor Protocol YouTube District Page Infinite Campus IC Student Login IC Parent Login IC Staff Login For Pa…
Clinton School District,MO,http://clinton.k12.mo.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Ferguson-Florissant R-II School District,MO,https://www.fergflor.org/,https://www.fergflor.org/privacy-policy,https://www.fergflor.org/departments/curriculum/information-technology,https://www.fergflor.org/departments/finance-and-operations/food-services/food-service-staff-information,,2,0,0,1,0,1,,,chers/Substitutes (opens in new window/tab) Staff Resources Volunteer 2026-27 Employee Calendar Notice of Data Event RECA Information Staff Directory Website Admin Login Facebook (opens in new window/tab) Instagram Twitter (opens in new window/tab) YouTube (opens in new window/ta…,,ict Skip To Main Content Close Menu Search Clear Search Calendar Welcome to FFSD Admissions Board of Education District Leadership District Staff Directory FFSD Photo Galleries Maps and Locations Alternative Methods of Instruction (AMI) Departments Communications and Marketing Le…
Park Hill School District,MO,https://www.parkhill.k12.mo.us/,https://www.parkhill.k12.mo.us/about/board-meetings,,https://www.parkhill.k12.mo.us/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,w window/tab) About Park Hill District Leadership Board of Education Access and Inclusion Instructional Vision Connect with Park Hill Staff Directory Partner with Park Hill Advertising Strategic Plan 2023-2028 Safety and Security Data and Records Requesting Records Alumni Facilit…,,in new window/tab) About Park Hill District Leadership Board of Education Access and Inclusion Instructional Vision Connect with Park Hill Staff Directory Partner with Park Hill Advertising Strategic Plan 2023-2028 Safety and Security Data and Records Requesting Records Alumni Fa…
Adair County R-I School District,MO,https://www.novinger.k12.mo.us,https://www.novinger.k12.mo.us/vnews/display.v/SEC/Board%20of%20Education%20and%20Policies,,https://www.novinger.k12.mo.us/vimages/shared/vnews/stories/5d9647b263955/Homeless%20Foster%20Contact.docx,Missing: tech (crawl limited),2,0,0,1,0,1,,,"minal background check performed and prior experience in custodial and or maintenance work is preferred. Please contact Mrs. Robin Daniels, Superintendent if you have inquiries about the position 660-234-9193 rdaniels@novinger.k12.mo.us Substitute Bus Route Driver Substitute Teac…",,Library Circulation System Parents and Students - Library - Database Research Resources Parents and Students - Wildcat Daily Bulletin Menus Staff Directory MOCAP Calendar Contact Us Archives Menus Calendar Lumen Access Adair County Email News Tab Highlights Tab Banners Tab Tab dr…
Orchard Farm R-V School District,MO,http://www.ofsd.k12.mo.us/,https://www.ofsd.k12.mo.us/departments/technology/technology_policies_and_procedures,https://www.ofsd.k12.mo.us/departments/technology/technology_policies_and_procedures,https://www.ofsd.k12.mo.us/district/administration_office,,2,0,0,1,0,1,,,istrict Report Card OFSD eNews Schools Parents Students Staff Departments Last item for navigation Administration Office Dr. Wade Steinhoff Superintendent Dr. Keith Klostermann Asst. Superintendent The Orchard Farm School District central office is located at the Early Learning C…,,ools Mission & Vision Administration Office Board of Education School Board Meetings Simbli Policy and Procedures Election Information 2026 Contact Us Weather Guidelines Future Ready What is Future Ready? Our Future Ready Journey Why Future Ready? The Future Ready Student Resourc…
