district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
"Holyoke School Department ( Hampden County , PK–12)",MA,http://hps.holyoke.ma.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Framingham School Department ( Middlesex County , PK–12)",MA,https://www.framinghamma.gov/,https://www.framinghamma.gov/FormCenter/Office-of-the-Mayor-12/Boards-Committees-Commission-Officers-Ap-46,,https://www.framinghamma.gov/directory.aspx,Missing: tech (crawl limited),2,0,0,1,0,1,,,rious departments located within our City. Click on any of the departments for a listing of the contacts within that department. Search the Directory Category: Staff Directory BCC 325 Committee Agricultural EDC CPC Charter Review Committee Cemetery Department City Solicitor Commu…,,"ernment Websites by CivicPlus® Loading Loading Do Not Show Again Close Arrow Left Arrow Right [] Slideshow Left Arrow Slideshow Right Arrow Staff Directory • Framingham, MA • CivicEngage Skip to Main Content Search Government Discover Framingham Doing Business How Do I... Stay Co…"
"Barnstable Public School District ( Barnstable County , PK–12)",MA,http://www.barnstable.k12.ma.us/,https://www.barnstable.k12.ma.us/policies-handbooks,https://www.barnstable.k12.ma.us/departments/instructional-technology,https://www.barnstable.k12.ma.us/staff,,2,0,0,1,0,1,,,E OFFICERS File: BDC – APPOINTED COMMITTEE OFFICIALS Read More about File: BDC – APPOINTED COMMITTEE OFFICIALS File: BDD – SCHOOL COMMITTEE-SUPERINTENDENT RELATIONSHIP Read More about File: BDD – SCHOOL COMMITTEE-SUPERINTENDENT RELATIONSHIP File: BDE – SUBCOMMITTEES OF THE SCHOOL…,,ion and Harassment Policies Payroll Department In This Section Home Home pause slideshow play slideshow < > ASPEN (opens in new window/tab) Staff Directory Transportation Virtual Backpack School Meals MySchool Bucks (opens in new window/tab) News & Announcements View All News See…
Northern Mariana Islands,MA,https://www.cnmipss.org,https://www.cnmipss.org/state-boe-board-members,,https://www.cnmipss.org/contact-info,Missing: tech (crawl limited),2,0,0,1,0,1,,,ols Elementary Schools Middle Schools Jr. Sr. High Schools High Schools Curriculum & Instruction Special Programs School Calendar Child Nutrition Program Pupil Transportation Schools Directory Head Start/ Early Head Start Special Education Special Education Program overview Onlin…,,Vacancy Announcements PSS Policies & SOPs Human Resources HR Information Job Vacancy Announcements Employee Resources Gallery Photos Videos Contact Info STUDENT REGISTRATION INFO STATE BOE - CERTIFICATION Home K-12 Schools All Schools Elementary Schools Middle Schools Jr. Sr. Hig…
"Marblehead School Department ( Essex County , PK–12)",MA,https://www.marbleheadschools.org/,https://www.marbleheadschools.org/administration/technology/technology-policies,https://www.marbleheadschools.org/administration/technology/technology-policies,https://www.marbleheadschools.org/administration/technology/technology-policies,,2,0,0,1,0,1,,,) DESE Report Cards (opens in new window/tab) Facilities Rental Town of Marblehead (opens in new window/tab) Administration District Office Superintendent Business and Finance Office Budget Documents Capital Facilities Plan DESE DART Analytics Payroll MTRS Benefits 403b Plans Uni…,,Staff and Faculty Acceptable Usage Policy Staff Social Media Policy District Student Policies: Students' Acceptable Usage Policy Students' Email and Internet Policy Marblehead Public Schools Moving Forward Together 9 Widger Road Marblehead MA 01945 (781) 639-3140 (781) 639-3149 S…
"Boston Public Schools ( Suffolk County , PK–12)",MA,https://www.bostonpublicschools.org/,https://www.bostonpublicschools.org/about-bps/policies-and-procedures-superintendents-circulars/technology-requirements,https://www.bostonpublicschools.org/about-bps/policies-and-procedures-superintendents-circulars/technology-requirements,,Timed out (district budget exceeded),4,1,0,1,1,1,'s Circulars 2023-2024 Circulars Technology Requirements Technology BPS Technology About Us Events Calendar Support Learning Apps & Devices Policies & Guidelines Acceptable Use Policy FERPA (opens in new window/tab) AI Guidelines Academics Career and Technical Education Career an…,,ipper Executive Team Organizational Chart Past Superintendents Policies and Procedures: Superintendent's Circulars Policies and Procedures: Superintendent's Circulars 2023-2024 Circulars Technology Requirements Technology BPS Technology About Us Events Calendar Support Learning A…,nology Requirements Technology BPS Technology About Us Events Calendar Support Learning Apps & Devices Policies & Guidelines Acceptable Use Policy FERPA (opens in new window/tab) AI Guidelines Academics Career and Technical Education Career and Technical Education Chapter 74 Prog…,ew window/tab) Students in Transition (Homeless) Policies & Responsibilities Transportation FAQ Electric School Buses Schools & Departments Contact Us Careers Family Resources District Immigration Guidance Resources Family Preparedness Letters from the Superintendent Early Childh…
"Fall River School Department ( Bristol County , PK–12)",MA,http://www.fallriverschools.org/,https://www.fallriverschools.org/departments/cao/competency-determination-policy,,https://www.fallriverschools.org/departments/cao/professional-development-for-staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,ws Regarding Attendance Frequently Asked Questions Chief Operating Officer Chief Financial Officer Monthy Financial Yearly Financial Budget Chief Information Officer Technology Services (opens in new window/tab) Communications Office Early Childhood Programs Facilities/Operations…,,ll River Public Schools 417 Rock Street Fall River MA 02720 508-675-8420 Facebook Instagram FRED-TV YouTube Twitter Home Calendar Faculty & Staff Directory Lunch Menu News & Announcements Login FRED-TV (opens in new window/tab) Privacy Policy Site Map Accessibility Powered by Fin…
"Holyoke Community Public (CC, Holyoke , K–8, serving the Holyoke school district)",MA,http://www.holyoke.org/,,,https://www.holyoke.org/directory,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"l Departments » Connect with us: Helpful Share Facebook Twitter Email Size + Reset a − Connect Facebook Twitter Instagram Subscribe Contact Directory Sitemap Accessibility Feedback Employment Opportunities City of Holyoke 536 Dwight Street Holyoke, MA 01040 Phone: (413) 322-5510 …",,Holyoke Skip to content Skip to navigation Site map City of Holyoke Primary menu links About Departments News Calendar Payments & Services Contact Comprehensive Plan Explore Holyoke Action toolbar Answers Payments Translate Translate language select Search City of Holyoke Click h…
"Lawrence Public Schools ( Essex County , PK–12)",MA,https://www.lawrence.k12.ma.us/,https://www.lawrence.k12.ma.us/about/district/policies,https://www.lawrence.k12.ma.us/about/departments/information-system-technology,,Missing: contact (crawl limited),2,0,0,1,0,1,,,mselves and their community. View Educational Philosophy Policy Details Last Updated: 01 June 2023 Hits: 3192 Emergency Closings Policy The Superintendent shall have the authority to close the schools or dismiss them early when severe weather or other emergencies threaten the saf…,,ent of schools or his/her designee prior to beginning a home education program. Please send completed applications via email or mail to the contact information below. View Home School Notice Policy English View Home School Notice Policy Spanish Notice of Intent to Pursue a Progra…
"Quincy Public Schools ( Norfolk County , PK–12)",MA,http://quincypublicschools.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Medway Public Schools ( Norfolk County , PK–12)",MA,http://www.medwayschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Medford Public Schools ( Middlesex County , PK–12)",MA,http://www.medfordpublicschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Lowell Public Schools ( Middlesex County , PK–12)",MA,http://www.lowell.k12.ma.us/pages/lpsd,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Plymouth School Department ( Plymouth County , PK–12)",MA,http://www.plymouth.k12.ma.us/,https://www.plymouth.k12.ma.us/documents/district/school-committee/policy-manual/699198,,https://www.plymouth.k12.ma.us/page/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,L? Student Resources Staff Resources Panorama Surveys School Safety & Security Summer Happenings Superintendent of Schools Show submenu for Superintendent of Schools 2023 District Report Card Strategic Plan Technology Show submenu for Technology Internet: Affordable Programs Tran…,,for Collapse Menu Transportation Registration Employment Facebook Instagram Skip Gallery End of Gallery Aspen Portal CALENDAR FOOD SERVICES Staff Directory SCHOOL COMMITTEE STRATEGIC PLAN FAMILY RESOURCE GUIDE EDTV Videos EDTV Student Film Festival 2026 EDTV Student Film Festival…
Puerto Rico,MA,https://de.pr.gov/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,1,0,0,,,rvicios Asuntos Academicos TAL SEPI Recursos Empleos Ofertas de Empleo Portal de Recursos Humanos Portal del Empleado Aplicaciones Internas Directorio Portal oficial del Gobierno de Puerto Rico Un sitio web oficial .pr.gov pertenece a una organización oficial del Gobierno de Puer…,,
