district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Los Lunas,NM,http://www.loslunasnm.gov/,,,https://www.loslunasnm.gov/directory.aspx,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,8 Streets Division (505) 839-3843 Wastewater Division (505) 839-3848 Water Division (505) 839-3841 Address Holder http://www.loslunasnm.gov/directory.aspx?DID= Live Edit Forms & Applications Online Bill Pay Employment Opportunities Report A Concern Agendas & Minutes Municipal Cod…,,"about all the Village of Los Lunas has to offer. Contact Us Village of Los Lunas 660 Main St. NW Los Lunas, NM 87031 Phone: (505) 839-3840 Staff Directory Quick Links Village of Los Lunas Webmail Newsletter Online Payments Agendas & Minutes Notification Sign-Up Employee Portal /Q…"
Reserve Independent Schools,NM,http://www.reserve.k12.nm.us/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"Welcome reserve.k12.nm.us - BlueHost.com Affordable, Reliable Web Hosting Solutions Web Hosting - courtesy of www.bluehost.com Help Center Contact Us About Us Affiliates Terms ©2012 Bluehost.com. All rights reserved.…"
Clovis,NM,http://www.cityofclovis.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Los Alamos,NM,http://www.losalamosnm.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Grants-Cibola County Schools,NM,https://www.gccs.k12.nm.us/,https://www.gccs.k12.nm.us/page/board-of-education,https://www.gccs.k12.nm.us/page/technology,https://www.gccs.k12.nm.us/staff,,2,0,0,1,0,1,,,ation Send Message to Eva Madrigal Amanda Gallegos-Ortiz QA Coordinator Personnel Office Send Message to Amanda Gallegos-Ortiz Gary Atencio Director of Facilities & Operations Facilities & Operations Send Message to Gary Atencio Vanessa Canales Receptionist Send Message to Vaness…,,for Resources Resources Calendar Concerns and Complaints IPRA Enrollment and Registration Cashless and Mobile Ticketing Transcript Request Staff Directory Parent Resources Show submenu for Parent Resources Parent Resources Parent Handbooks Create Your ParentVUE Account Download P…
Magdalena Municipal Schools,NM,https://www.magdalena.k12.nm.us/,https://www.magdalena.k12.nm.us/board-policy-manual,,https://www.magdalena.k12.nm.us/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,porting Improvement Act × Close Required Posting Title IX Policies and Procedures Title IX Policies and Procedures Anonymous Threat Report Title IX Policies and Procedures Title IX Coordinator – Kimberly Ortiz Contact to Kimberly Ortiz 505-619-8021 Required Posting Anti-Racism/An…,,AGDALENA MUNICIPAL SCHOOLS - Home Skip to main content Welcome Home × Close HELPFUL LINKS Home District About Our School Administration and Staff Directory Board of Education Board Policy Manual Board Meetings Board Members Schedule of Meetings Business Office Bid Information Inf…
Geography,NM,https://www.newmexico.gov/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
American Samoa,NM,https://www.doe.as/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Deming Public Schools (Luna County),NM,https://www.demingps.org/,https://www.demingps.org/district_info/board_of_education/board_of_education_policy_manual,,https://www.demingps.org/district_info/office_of_the_superintendent/contact_the_superintendent,Missing: tech (crawl limited),2,0,0,1,0,1,,,istrict 4 - Olivia Paez District 5 - Robert Orosco Board Meetings Board of Education Policy Manual Office of the Superintendent Contact the Superintendent Government Affairs District News Recent News Connect with the Superintendent Soda with the Superintendent Water Testing Resul…,,ea Crumley District 4 - Olivia Paez District 5 - Robert Orosco Board Meetings Board of Education Policy Manual Office of the Superintendent Contact the Superintendent Government Affairs District News Recent News Connect with the Superintendent Soda with the Superintendent Water T…
Clovis Municipal Schools,NM,http://www.cms.k12.nm.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Hawaii,NM,http://www.hawaiipublicschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Sierra,NM,http://www.sierracountynm.gov/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Las Vegas,NM,https://www.lasvegasnm.gov/,,,https://www.lasvegasnm.gov/employee-directory,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,rvice Water Division Waste Water Division Solid Waste Division Gas Division Public Works Snow Removal Priorities Municipal Airport Employee Directory Document Center City Clerk Documents Planning & Zoning Utility Dept Docs HR Documents New Employee Doing Business Emergency Purcha…,,rvice Water Division Waste Water Division Solid Waste Division Gas Division Public Works Snow Removal Priorities Municipal Airport Employee Directory Document Center City Clerk Documents Planning & Zoning Utility Dept Docs HR Documents New Employee Doing Business Emergency Purcha…
Espanola Public Schools,NM,http://www.k12espanola.org,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"our District 13 Amazing Schools 2,948 Total Enrollment Get Connected Find Us Española Schools 405 Hunter Street Española, NM 87532 Number: Phone: 505-367-3301 Copyright © 2026 Española Schools. All rights reserved. Powered By Apptegy Visit us to learn more Home | Española Schools…"
Gallup-McKinley County Schools,NM,https://www.gmcs.org,,,https://www.gmcs.org/o/gmcs/page/staff-logins,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,entary School Tobe Turpen Elementary School Tohatchi Elementary School Twin Lakes Elementary School McKinley Academy Bright Futures Daycare Chief Manuelito Middle School Kennedy Middle School Navajo Middle School Crownpoint Middle School Thoreau Middle School Gallup Middle School…,,"ew Mexico. Programs CCCR McKinley Academy Opportunity Career Center Find Us Gallup-McKinley County Schools 640 S. Boardman Gallup, NM 87301 Phone: (505) 721-1000 Fax: (505) 721-1199 Schools Gallup-McKinley County Schools Catherine A Miller Elementary School Navajo Elementary Scho…"
Catron,NM,http://www.catroncounty.us,,,https://www.catroncounty.us/how_do_i_/contact_us.php,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"Powered by revize Login × Share this page Copy and paste this code into your website. <a href=""http://www.catroncounty.us/departments/fire_chief/index.php"">Your Link Name</a> Share this page on your favorite Social network Facebook Twitter Google Plus Reddit Close Welcome to Catr…",,ks Catron County Fair Association Catron County Fair Board Agenda & Minutes Southwest New Mexico Council of Governments How Do I? Apply For Contact Us Download/View Pay Property Taxes Solid Waste Report an Issue Events Bids / RFPs The best kept secret in new mexico popular search…
Hatch Valley Public Schools,NM,https://www.hatchschools.net/,https://www.hatchschools.net/policy,,https://www.hatchschools.net/staffresources,Missing: tech (crawl limited),2,0,0,1,0,1,,,87 (also known as the historic El Camino Real). Procedures and Forms Important Procedures and Forms ParentLetterInclementWeather.pdf 504 & Title IX Coordinator Directory.pdf Century Link program.pdf School Based Health Center Policy.pdf January 2016 Countdown to PARCC Families.pd…,,e historic El Camino Real). Procedures and Forms Important Procedures and Forms ParentLetterInclementWeather.pdf 504 & Title IX Coordinator Directory.pdf Century Link program.pdf School Based Health Center Policy.pdf January 2016 Countdown to PARCC Families.pdf HVPS Concerned Cit…
Alamogordo,NM,http://ci.alamogordo.nm.us/,,,http://ci.alamogordo.nm.us/directory.aspx,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,tility Maintenance 575-439-4244 Water Production 575-437-5991 Wastewater Reclamation 575-439-1606 Address Holder http://ci.alamogordo.nm.us/directory.aspx?DID= Live Edit Water Utility Report a Concern Public Records Request Job Opportunities City Commission and Agendas Press Rele…,,"ernment Websites by CivicPlus® Loading Loading Do Not Show Again Close Arrow Left Arrow Right [] Slideshow Left Arrow Slideshow Right Arrow Staff Directory • Alamogordo, NM • CivicEngage Skip to Main Content Create a Website Account - Manage notification subscriptions, save form …"
Valencia,NM,http://www.co.valencia.nm.us,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,lding Permits and Inspections. Los Lunas Chamber of Commerce View details of businesses in Los Lunas. Belen Chamber of Commerce Bid Opportunities Business Directory Commendation & Complaint Business Licenses Los Lunas Chamber of Commerce Property Search Online Parcel Online Tax P…,,"ces Disaster Preparedness Marriage Licenses Older Americans Program Permits Transparency /QuickLinks.aspx There are no alerts at this time. Contact Us 444 Luna Avenue P.O. Box 1119 Los Lunas, NM Phone: 505-866-2001 Quick Links County Ordinances News Releases /QuickLinks.aspx FAQs…"
Socorro,NM,http://www.socorrocounty.net,https://www.socorrocounty.net/administration/lodgers-tax-board,,https://www.socorrocounty.net/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,Chavez County Manager alotrich@co.socorro.nm.us Fred Berger Emergency Manager fberger@co.socorro.nm.us NEW MEXICO TECH Ruth Horowitz HazMat Director Ruth.Horowitz@nmt.edu Dan Lunceford IT Director Dan.Lunceford@nmt.edu Village of Magdalena Richard Rumpf Mayor mayor@villageofmagda…,,Commissioners Elected Officials Assessor’s Office Clerk’s Office Probate Judge Sheriff’s Office Treasurer’s Office Recreation SunShineSite Contact Us Socorro County InfoNet Home Treasurer Payment General Information Organizational Chart Ordinances History Administration Budget & …
Las Cruces,NM,http://www.las-cruces.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Jemez Valley Public Schools,NM,http://www.jvps.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
