district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Carroll County School District,GA,http://www.carrollcountyschools.com/,https://www.carrollcountyschools.com/page/board-information,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"son Katie Fowler Tiffany Bright Lesley Dempsey Ken McLendon Find Us Carroll County Schools 164 Independence Drive Carrollton, Georgia 30116 Phone: 770.832.3568 Web Accessibility Stay Connected Copyright © 2026 Carroll County Schools. All rights reserved. Powered By Apptegy Visit …"
Taliaferro County School District,GA,http://www.taliaferro.k12.ga.us/,,https://www.taliaferro.k12.ga.us/technology,https://www.taliaferro.k12.ga.us/contactus,Missing: policy (crawl limited),4,1,0,1,1,1,n School Board Student Services Counseling Services Health Services Technology Transportation Contact Us Search Technology 1:1 Tech General Guidelines Acceptable Use Policy Children's Online Privacy Protection Act Tech use Policy AI Policy Instructional Resources Instructional Te…,,:1 Tech General Guidelines Acceptable Use Policy Children's Online Privacy Protection Act Tech use Policy AI Policy Instructional Resources Instructional Technology Help Netiquette Guidelines IT Director Scott Arenal-Mullen 706-986-0396 sarenal@taliaferro.k12.ga.us Quick Overview…,vices Counseling Services Health Services Technology Transportation Contact Us Search Technology 1:1 Tech General Guidelines Acceptable Use Policy Children's Online Privacy Protection Act Tech use Policy AI Policy Instructional Resources Instructional Technology Help Netiquette G…,tion Parental Involvement School Administration School Board Student Services Counseling Services Health Services Technology Transportation Contact Us Search Previous Next Teacher of the Year 2025-2026 Helpful Links: Student and Parent Powerschool Link PowerSchool Admin Staff Ema…
Douglas County School District,GA,https://www.dcssga.org/,https://www.dcssga.org/page/board-members,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"our browser does not support videos. End of Gallery Find Us Douglas County School System 11490 Veterans Memorial Hwy Douglasville, GA 30134 Phone: 770-651-2000 Login Stay Connected Copyright © 2026 Douglas County School System. All rights reserved. Powered By Apptegy Visit us to …"
Appling County School District,GA,http://www.appling.k12.ga.us/,https://www.appling.k12.ga.us/privacy-policy,,https://www.appling.k12.ga.us/department/special-education/504-information/504-rights-contact-names-safeguards-for-handbook,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,49 Blackshear Hwy Baxley GA 31513 912-367-8600 912-367-1011 Facebook (opens in new window/tab) Links & Resources Directory Calendar Faculty/Staff Directory Make a Gift Summer Program Lunch Menu Parents & Students Example Footer Link Example Footer Link Faculty & Staff Example Foo…
Gilmer County School District,GA,http://www.gilmerschools.com/education/components/scrapbook/default.php?sectiondetailid=4776,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Schley County School District,GA,https://www.schleyk12.org/,https://www.schleyk12.org/page/attendance-policies,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,"uation, or educational placement under Section 504. Requests for an impartial hearing must be in writing to the school system’s Section 504 Coordinator; however, a grievant’s failure to request a hearing in writing does not alleviate the school system’s obligation to provide an i…",,"measures, such as: medication, medical supplies, equipment, or appliances, low-vision devices (which do not include ordinary eyeglasses or contact lenses), prosthetics including limbs and devices, hearing aids and cochlear implants or other implantable hearing devices, mobility d…"
Chattahoochee County School District,GA,http://www.chattahoochee.k12.ga.us/,https://www.chattahoochee.k12.ga.us/page/board-policies-available-for-public-comment,https://www.chattahoochee.k12.ga.us/page/instructional-technology,https://www.chattahoochee.k12.ga.us/page/staff-handbooks,,1,0,0,0,0,1,,,,,VIRTUAL LEARNING RESOURCES SCHOOL FOODS SCHOOL FOODS STAFF Show submenu for STAFF STAFF STAFF EMAIL MAKE A SCHOOL PAYMENT (STAFF) WHO DO I CONTACT? - District Roles Directory POWERSCHOOL TEACHER POWERSCHOOL ADMINISTRATORS CLEVER TEACHER FRONTLINE EDUCATION INSTRUCTIONAL TECHNOLOG…
Tift County School District,GA,http://www.tiftschools.com/,https://www.tiftschools.com/page/wellness-policy,https://www.tiftschools.com/page/information-technology,,Missing: contact (crawl limited),2,0,0,1,0,1,,,"HS PERFORMING ARTS CENTER BOARD OF EDUCATION Show submenu for BOARD OF EDUCATION SIMBLI (BOARD MEETINGS, AGENDAS, AND MINUTES) CORE BELIEFS SUPERINTENDENT COMMUNICATIONS & COMMUNITY ENGAGEMENT Show submenu for COMMUNICATIONS & COMMUNITY ENGAGEMENT IDENTITY BRANDING GUIDE COMMUNIT…",,"H Tim Hatton Sixth Street Academy Find Us Tift County Schools 506 W 12th Street Tifton, GA 31794 Number: (229) 387-2400 Fax: (229) 386-1020 Email: info@tiftschools.com Copyright © 2026 Tift County Schools. All rights reserved. Powered By Apptegy Visit us to learn more WELLNESS PO…"
Newton County School District,GA,http://www.newtoncountyschools.org/,https://www.newtoncountyschools.org/about_us/accountability/non-_discrimination_policy,,https://www.newtoncountyschools.org/about_us/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,l Social Workers Sources of Strength Youth Mental Health First Aid Wellness and Well-being Technology Services Calendars Calendar of Events Superintendent News Home About Us Administration Accountability Strategic Plan Budget SPLOST Test Reports Cognia Accreditation Quality Assur…,,Substitute Teaching Training Workshops Recruitment Information GATAPP Transfer Process Salary Schedules Student Teaching Paraprofessionals Contact HR Directions Retirees Return to Work Departments After-School and Community Affairs Assessment & Accountability ACT AP Georgia Miles…
Brooks County School District,GA,http://www.brookscountyschools.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Pelham City School District,GA,http://www.pelham-city.k12.ga.us/,https://www.pelham-city.k12.ga.us/board-of-education/board-meeting-agenda-policy,https://www.pelham-city.k12.ga.us/board-of-education/board-technology-plan,https://www.pelham-city.k12.ga.us/public-information/staff-directory,,2,0,0,1,0,1,,,opens in new window/tab) PCS Governance Boards PCMS Governance Board PES Governance Board PHS Governance Board Calendar District News Staff Directory Superintendent's Message Quick Links Board Governance Site (opens in new window/tab) Clever! Compliance Director (opens in new win…,,"s Remind App School Transitions Kindergarten Transition Information Middle School Transition Information High School Transition Information Staff Directory Student Services Surveys Teaching, Learning, Assessment, and Accountability Title IX Information Volunteer Application Form …"
Thomaston-Upson County School District,GA,http://www.upson.k12.ga.us/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"of Thomaston-Upson Schools, which is Excellence in education. . .every individual, every day . Spotlight Previous Spotlight Item As Deputy Superintendent, I work closely with the Superintendent and School & District Administration to ensure that district-wide goals and practices …",,"position. - Cristina Cunningham, Ed.D. Next Spotlight Item Find Us Thomaston-Upson Schools 205 Civic Center Drive Thomaston, Georgia 30286 Phone: 706-647-9621 Fax: 706-647-7154 Schools Thomaston-Upson Schools Upson-Lee High School Upson-Lee Middle School Upson-Lee Elementary Scho…"
Dade County School District,GA,https://www.dadecountyschools.org/,https://www.dadecountyschools.org/administration/board-of-education/board-members,,https://www.dadecountyschools.org/administration/board-of-education/board-members,Missing: tech (crawl limited),2,0,0,1,0,1,,,sting DCS State Testing Windows ACCESS for ELLs GAA Assessment GA Milestones Assessment GKIDS Assessment MAP Assessment AMIRA Building Test Coordinators Page Title IX Welcome to Title IX Volunteer Program Welcome to the Volunteer Program Transportation Welcome to Transportation M…,,tab) Twitter (opens in new window/tab) Instagram (opens in new window/tab) YouTube (opens in new window/tab) Links & Resources Calendar DCS Staff Directory Login Georgia School Grades Report (opens in new window/tab) Requests for Proposals Twitter @Dadebuses (opens in new window/…
Jasper County School District,GA,http://www.jasper.k12.ga.us/,https://www.jasper.k12.ga.us/departments/alternative-learning/vaping-policy,,https://www.jasper.k12.ga.us/about/district-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ol Jasper County High School Jasper County Virtual Academy Open Menu Logo Image Jasper County Charter System Mr. Charles K. Garland, Ed.S., Superintendent OUR Children OUR Community Our Responsibility Open Records Request (opens in new window/tab) Calendar Quicklinks ClassLink In…",,ew window/tab) Open Records Request (opens in new window/tab) Calendar Quicklinks ClassLink Infinite Campus (opens in new window/tab) Login Contact Us Register (opens in new window/tab) Directory District Home Schools Jasper County Preschool Jasper County Primary School Washingto…
Effingham County School District,GA,http://www.effinghamschools.com/,https://www.effinghamschools.com/privacy-policy,https://www.effinghamschools.com/teaching-learning/information-and-instructional-technology,https://www.effinghamschools.com/community/wbl/contact,,2,0,0,1,0,1,,,Home - Effingham County Schools Skip To Main Content Close Menu Search Clear Search About Us Office of Superintendent School Board Board Norms & Protocols Board Recognition BOE Policy Manual eBoard/Simbli (opens in new window/tab) Invitations to Bid (RFP) Meetings School Board Mi…,,m County Schools Stay In Touch 405 North Ash Street Springfield GA 31329 USA 912.754.6491 912.330.1590 Links & Resources Calendar Faculty & Staff Directory Website Update Request Connect With Us Facebook (opens in new window/tab) Instagram (opens in new window/tab) Peachjar (open…
Clayton County Public Schools,GA,http://www.clayton.k12.ga.us/,https://www.clayton.k12.ga.us/administration/board-of-education,,https://www.clayton.k12.ga.us/administration/board-of-education,Missing: tech (crawl limited),2,0,0,1,0,1,,,"members elect a new chair and vice-chair every two years. The day-to-day administration of the school district is the responsibility of the Superintendent, who is appointed by the Board. A Conversation With Board Members Your web browser does not support the <video> tag. Conversa…",,gh 12th grade. Scan the QR Code and download the CCPS App! Connect with Us Facebook YouTube Twitter Instagram Clayton County Public Schools Contact 1058 Fifth Avenue Jonesboro GA 30236 770-473-2700 Resources Absence Management Online Printing Services Open Records Request Forms F…
Greene County School District,GA,http://www.greene.k12.ga.us/,https://www.greene.k12.ga.us/administration/boe/public-comments/items-for-public-comment-and-review,https://www.greene.k12.ga.us/administration/boe/public-comments/items-for-public-comment-and-review,https://www.greene.k12.ga.us/administration/boe/public-comments/items-for-public-comment-and-review,,2,0,0,1,0,1,,,b) Georgia DOE - LBOE Resources Georgia School Board Association Contact Us Superintendent About the Superintendent Superintendent's Office Assistant Superintendent Federal Programs School Administrators Staff Directory Items for Public Comment and Review Proposed 2027-2028 Acade…,,e Disclaimers News & Press Releases Non-Negotiables Social Media Sites Contact and Location Contact Information Location Driving Directions Staff Directory Tiger Tip Line Administration Board of Education BOE Members Board Chair - Dr. Otho Tucker District 1- Steve Kilgore Distric…
Walton County School District,GA,http://www.walton.k12.ga.us/,https://www.walton.k12.ga.us/our-district/directions-to-boe-annex,,https://www.walton.k12.ga.us/contact-pages/contact-us-link,Missing: tech (crawl limited),2,0,0,1,0,1,,,Boundaries School Choice/Permissive Transfer School Contact Information Student Handbooks Technology Help Water Safety (HB 402) Departments Superintendent Curriculum & Instruction Facilities & Maintenance Finance/Benefits Human Resources Information & Technology Services Instruct…,,port Card (opens in new window/tab) Map to Schools Organizational Charts PBIS Strategic Plan Why Walton Awards Volunteer: Make a Difference Contact Us Board of Education Board of Education Simbli (Meeting Agendas) (opens in new window/tab) Board Meetings Board Meeting Recognition…
Quitman County School District,GA,http://www.quitmancounty.schoolinsites.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Bacon County School District,GA,http://www.bcraiders.com/,,,https://www.bcraiders.com/apps/staff/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,cial Programs Email Dr. Stephanie Cooks 912-632-7363 Logan Deen Student Services Admin Assistant Email Logan Deen 912-632-7363 JoElla Dixon Director of Technology Email JoElla Dixon Tasha Griffin Administrative Assistant Email Tasha Griffin Jessica Hopkins Public Relations Coordi…,,Bacon County School District Skip to main content Bacon County School District Main Menu Toggle Home Staff Directory Mission and Vision School Calendar Back to School Job Opportunities Roles & Assignments Departments Superintendent Federal Programs Curricu…
Murray County School District,GA,https://www.murray.k12.ga.us/,,,https://www.murray.k12.ga.us/o/mcs/page/staff,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,"s Year 1 Progress Report MCS Foundation Get Georgia Reading Find Us Murray County Schools P.O. Box 40, 1006 Green Road Chatsworth, GA 30705 Phone: 706-695-4531 Fax: 706-695-8425 Schools Murray County Schools Bagley Middle School Chatsworth Elementary School Coker Elementary Schoo…"
Stewart County School District,GA,http://www.stewart.k12.ga.us/,https://www.stewart.k12.ga.us/page/non-discriminatory-policy,,https://www.stewart.k12.ga.us/page/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,how submenu for Schools Schools Stewart County Elementary School Show submenu for Stewart County Elementary School Principal's Corner Staff Directory Master District Calendar Academic Calendar Directions Title I Stewart County Middle School Show submenu for Stewart County Middle …,,ools Show submenu for Schools Schools Stewart County Elementary School Show submenu for Stewart County Elementary School Principal's Corner Staff Directory Master District Calendar Academic Calendar Directions Title I Stewart County Middle School Show submenu for Stewart County M…
Rome City School District,GA,http://www.rcs.rome.ga.us/,https://www.rcs.rome.ga.us/o/rcs/page/board-of-education,,https://www.rcs.rome.ga.us/o/rcs/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ry School, Middle School, and Public High School ROME CITY GRADUATE SPOTLIGHT Previous ROME CITY GRADUATE SPOTLIGHT Item Courtnay Griffin - Director of Rome Transit Department Carson Garrett - NASA JSC Pathways Intern: GA Tech Edgar Blanco - Director of Recreational Soccer For Ro…",,Rome City Schools | Home Skip to content STUDENTS PARENTS STAFF BOARD CONTACT US Search site Rome City Schools All students will graduate from Rome High School prepared for college or work. STUDENTS PARENTS STAFF BOAR…
Irwin County School District,GA,http://www.irwin.k12.ga.us/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"Previous Spotlight Item Superintendent Irwin County Schools, Kerry Billingsley Assistant Superintendent Irwin County Schools, Candice Cobb Assistant Superintendent Irwin County Schools, Jessica Sirmans Next Spotlight Item Find Us Irwin County District Office 210 N Apple Street Oc…",,"btain a CDL license. If interested in working on the School Foods Department as a Substitute, please complete a School Foods Application or contact Lisa Pettis at the Irwin Co Board of Education. Unless otherwise indicated in a specific job announcement, submit the completed appl…"
Lee County School District,GA,http://www.lee.k12.ga.us/,,https://www.lee.k12.ga.us/departments/technology,,"Missing: policy, contact (crawl limited)",2,0,0,1,0,1,,,"ial Education Student Health Technology Transportation Technology Blair Johnston Technology Director Leslie Reese FTE & Student Information Coordinator Marty Bates, Technology Systems Manager Marjett Cabatit, Lead Technology Specialist Jeremy Chavers, Technology Specialist Deanna…",,"e Governor's Office of Student Achievement IE² Frequently Asked Questions Flexibility Options: A Quick Summary For more information, please contact Dr. Brooke Stembridge by email at stembridgebr@lee.k12.ga.us Lee County School System 126 Starksville Ave. North, Leesburg GA 31763 …"
Macon County School District,GA,http://www.macon.k12.ga.us/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"taff Email mc school board classwize teacher sign in ClassLink Find Us Macon County School System 31 Buck Creek Bypass Oglethorpe, GA 31068 Phone (478) 472-8188 Fax (478) 472-2042 Schools Macon County School System Macon County Elementary School Macon County Middle School Macon C…"
Wilkinson County School District,GA,http://www.wilkinson.k12.ga.us/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"Wilkinson County School District | Irwinton, GA Skip to content Ask the Superintendent Parent Portal Search site WILKINSON COUNTY SCHOOL DISTRICT Making Students Competent Builders of a Globally Competitive Future Ask the Superintendent Parent Portal…",,"esources, ensuring every Warrior can learn, grow, and thrive. Find Us Wilkinson County Schools 197 W Main Street Irwinton, GA 31042 Number: Phone: 478.946.5521 Copyright © 2026 Wilkinson County School District. All rights reserved. Powered By Apptegy Visit us to learn more Wilkin…"
Polk County School District,GA,http://www.polk.k12.ga.us/,,,https://www.polk.k12.ga.us/page/staff-resources,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,"CHAMPIONS!!! 🏆🏆🏆We are #PSDProud! ❤️🖤💛 Next Graduate Spotlight Item Find Us Polk School District 612 S. College Street Cedartown, GA 30125 Phone: 770-748-3821 Fax: 770-748-5131 Parent Quick Links Parent PowerSchool Login Parent Volunteer Information Clever Login Employee Quick Li…"
Hancock County School District,GA,http://www.hancockcountyschools.net/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Worth County School District,GA,http://www.worth.k12.ga.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
