district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Hempstead Union Free School District,NY,https://www.hempsteadschools.org/,https://www.hempsteadschools.org/district-administration/information-technology/technology-use-policies,https://www.hempsteadschools.org/district-administration/information-technology/technology-use-policies,https://www.hempsteadschools.org/district-administration/information-technology/technology-use-policies,,4,1,0,1,1,1,Committee on PreSchool Special Education (CPSE) Useful Links Transportation Home > Administration > Information Technology > Technology Use Policies Technology Use Policies Artificial Intelligence Acceptable Use Policy Responsible Use Policy for Middle - High School Students Resp…,,Hempstead Union Free School District Skip To Main Content Close Menu Search Clear Search District About Our District Code of Conduct Community Schools Dignity for All Students Act (DASA) Directory District-Wide Safety Plan Federal Programs Federal Programs Title I Program School …,ucation (CPSE) Useful Links Transportation Home > Administration > Information Technology > Technology Use Policies Technology Use Policies Artificial Intelligence Acceptable Use Policy Responsible Use Policy for Middle - High School Students Responsible Use Policy for Elementary…,n new window/tab) PowerTeacher (opens in new window/tab) PowerTeacher for Summer School PowerSubstitute Schoology (opens in new window/tab) Contact Us Facebook (opens in new window/tab) Instagram (opens in new window/tab) X (opens in new window/tab) YouTube (opens in new window/t…
Brentwood Union Free School District,NY,https://www.brentwood.k12.ny.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Sachem Central School District,NY,https://www.sachem.edu/,https://www.sachem.edu/non-discrim-policy,,https://www.sachem.edu/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,inks Schools eSchool Parent Portal ParentSquare Calendar Popular Links Sachem Central School District We Are Sachem! Home District About Us Superintendent's Message Administration Community Use of Facilities Code of Character DASA Have a Question? Northwell Health Non-Discrim Pol…,,"ict District Office 51 School Street, Lake Ronkonkoma, NY 11779 For items related to Special Education or Student 504 Accommodations please contact: Beth Caruana: (631) 471-1890 Ashley Shepard: (631) 471-1890 Coleen Flanagan (631) 471-1890 Jennifer Kropff (631) 471-1890 For items…"
Clarkstown Central School District,NY,https://www.ccsd.edu/,https://www.ccsd.edu/boe,,https://www.ccsd.edu/district/search-staff-district-wide,Missing: tech (crawl limited),2,0,0,1,0,1,,,tent Close Menu Search Clear Search Our District Connect With Us Our Schools Staff Directory Organizational Chart (opens in new window/tab) Superintendent of Schools Data Privacy and Security Required Notifications Parent Academy Board of Education Annual Budget 2024 Bond Referen…,,Home - Clarkstown Central School District Skip To Main Content Close Menu Search Clear Search Our District Connect With Us Our Schools Staff Directory Organizational Chart (opens in new window/tab) Superintendent of Schools Data Privacy and Security Required Notifications Parent …
North Rockland Central School District,NY,https://www.northrockland.org/,https://www.northrockland.org/about-nrcsd/district-policies,,https://www.northrockland.org/about-nrcsd/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,ar Search Close Search Home > About NRCSD > Administration Administration Dr. Kris Felicello Superintendent of Schools Anthony Zollo Deputy Superintendent Eric Baird Asst Supt for Human Resources & Community Relations Taryn Soto Director of Special Services Kleo Girandola Assista…,,n new window/tab) Peachjar eFlyers (opens in new window/tab) PTA SEPTA (opens in new window/tab) Special Services (opens in new window/tab) Staff Directory (opens in new window/tab) Where's My Bus Stop? (opens in new window/tab) Departments Adult Education (opens in new window/ta…
East Ramapo Central School District,NY,https://www.ercsd.org/,https://www.ercsd.org/board-of-education-26/about-the-board-of-education/policies,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,/tab) Instagram (opens in new window/tab) YouTube (opens in new window/tab) Links & Resources Calendar News & Announcements Faculty & Staff Directory Required Notifications Equal Opportunity Statement Data Privacy & Security Parent Portal (opens in new window/tab) Student Portal …,,tions Communications Chain of Command Superintendent Our Schools PTA District News Newsletters and Social Media Emergency Closings Calendar Staff Directory Board of Education About the Board of Education Board Meeting Dates for 2025-26 School Year Superintendent Search Policies E…
Baldwin Union Free School District,NY,https://www.baldwinschools.org/,https://www.baldwinschools.org/our-district/academics-curriculum-instruction-technology/instructional-technology/technology-use-and-data-privacy-policies,https://www.baldwinschools.org/our-district/academics-curriculum-instruction-technology/instructional-technology/technology-use-and-data-privacy-policies,https://www.baldwinschools.org/for-staff1,,2,0,0,1,0,1,,,"iew Printable Calendar (PDF Version) Our District Academics: Curriculum, Instruction, & Technology Athletics Arts Academies & School2Career Superintendent Business (Budget Information) Child Nutrition Program Facilities & Grounds Health Services Human Resources Instructional Tech…",,"tee Current term: 24-27 Katrina Smith , Trustee Current term: 25-26 Thomas F. Smyth, Trustee Current term: 25-28 To reach the board, please contact the District Clerk at 516.434.6011 or email districtclerk@baldwinschools.org . Welcome to a Baldwin UFSD Board of Education Meeting …"
Freeport Union Free School District,NY,https://www.freeportschools.org/,https://www.freeportschools.org/school_board/policy_manual,,https://www.freeportschools.org/staff_directory,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"eeport, NY 11520 516-867-5200 Facebook Instagram Website by SchoolMessenger Presence. © PowerSchool Corporation. All rights reserved. Login Staff Directory - Freeport Public Schools Skip to Content Language View Original Spanish Cantonese French German Italian Tagalog Vietnamese …"
Uniondale Union Free School District,NY,https://www.uniondaleschools.org/,https://www.uniondaleschools.org/page/uniondale-boe-guide,,https://www.uniondaleschools.org/page/meet-central-administration,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"trict Safety Plan School Lunch PowerSchool Data Breach Find Us Uniondale Union Free School District 933 Goodrich Street Uniondale, NY 11553 Phone 516-560-8800 Schools Uniondale Union Free School District California Avenue School Grand Avenue School Lawrence Road Middle School Nor…"
Central Islip Union Free School District,NY,https://www.centralislip.k12.ny.us/,https://www.centralislip.k12.ny.us/departments/technology/support/staff-support/streaming-video-policy,https://www.centralislip.k12.ny.us/departments/technology/support/staff-support/streaming-video-policy,https://www.centralislip.k12.ny.us/departments/technology/support/staff-support/streaming-video-policy,,2,0,0,1,0,1,,,Department School Building Information School Nutrition & Food Services School Safety & Health Services Special Education & PPS Department Superintendent of Schools Technology Department Testing and Assessment Transportation District Portal (Staff & Students) (opens in new window…,,ormation Surveys Mobile Menu Container Navigation - Main Mobile A-Z Website Directory About Central Islip Alerts and Communication Updating Contact Info Branding and Logos Building or Facility Use Request Directory Administration Clerical & Office Assistants Departments & Leaders…
Patchogue-Medford School District,NY,https://www.pmschools.org/,https://www.pmschools.org/departments/technology/what-is-new-york-state-education-law-2-d/district-policies,https://www.pmschools.org/departments/technology/what-is-new-york-state-education-law-2-d/district-policies,https://www.pmschools.org/our-district/administration,,2,0,0,1,0,1,,,dle School South Ocean Middle School Patchogue-Medford High School Our School District Administration Employment Opportunities Data Privacy Superintendent of Schools Board of Education Board Goals Board Committees Diligent One - Board Policies and Minutes (opens in new window/tab…,,"nd Improvement Plans Health, Safety and Wellness See Say Do Something Escape The Vape Distraction Free School Zone YONDR @ Pat-Med Who Do I Contact? Community Engagement Adult Education Facilities Use Family Center Community Supports F.A.M.E. (Friends of Art and Music Education) …"
Long Beach Public Schools,NY,https://www.lbeach.org/,https://www.lbeach.org/district/use_of_school_facilities_form_and_policy,,https://www.lbeach.org/staff/default.aspx,Missing: tech (crawl limited),2,0,0,1,0,1,,,h Public Schools skip to main content Toggle navigation District Long Beach Schools Homepage District Overview Central Administration Staff Directories Employment Opportunities Connections School Reopening 2025-2026 Budget Information Strategic Plan Use Of School Facilities Form …,,chool Lindell Elementary School Long Beach High School Long Beach Middle School Pre-Kindergarten West Elementary School Printable Calendars Staff Directory Welcome to our staff page! Please select a school to view their staff directory. Show Contact Info Hide Contact Info Our Sch…
Commack School District,NY,https://www.commack.k12.ny.us/,https://www.commack.k12.ny.us/boemeetingsschedule,,https://www.commack.k12.ny.us/contactart,Missing: tech (crawl limited),2,0,0,1,0,1,,,"Primary School Wood Park Primary School Directions To Our Schools Latest News News Archive Backpack News Hub District Office District Home Superintendent Jordan Cox Academic Intervention Plan / MTSS Dignity For All Students Act (DASA) District Audit Reports District Plans, Polici…",,ck Star Award Employee Resource Center (CERC) Frontline Google Classroom ID Card Replacement Infinite Campus District Email / Office Portal Staff Directory Tech Support MIS Work Order System Wincap Web SchoolDude Facilities Request Students & Families Anonymous Alerts Back To Sch…
Great Neck Public Schools,NY,https://www.greatneck.k12.ny.us/,,https://www.greatneck.k12.ny.us/administration/technology/office-of-instructional-technology/data-privacy-and-security,https://www.greatneck.k12.ny.us/administration/technology/office-of-instructional-technology/data-privacy-and-security,Missing: policy (crawl limited),2,0,0,1,0,1,,,High Naviance (opens in new window/tab) Turnitin (opens in new window/tab) GNPS Educational Resources Clever (opens in new window/tab) DASA Coordinators (opens in new window/tab) Staff Bargaining Units ESI Educator's EAP (opens in new window/tab) Frontline Systems (opens in new w…,,d Twenty-Tens GNPS: 200 Years Great Neck Historical Links Historic Great Neck Map New GNPS Logo ORGANIZATIONAL CHART PORTRAIT OF A GRADUATE STAFF DIRECTORY ADMINISTRATION CENTRAL ADMINISTRATION DIRECTORY SUPERINTENDENT BUILDINGS AND GROUNDS Office of Buildings and Grounds Drinkin…
Plainview-Old Bethpage Central School District,NY,https://www.pobschools.org/,https://www.pobschools.org/boe,https://www.pobschools.org/offices/central-office-of-technology,,Missing: contact (crawl limited),2,0,0,1,0,1,,,"ation For questions or concerns about this Privacy Statement or your data: Plainview-Old Bethpage Central School District Mr. Alex Goldberg Director of Technology Phone: (516) 434-3090 email Attn: Data Privacy Officer Last Updated: May, 27 2025 Logo Image Logo Title Plainview-Old…",,ns (opens in new window/tab) For Staff (opens in new window/tab) For Students (opens in new window/tab) Parent Portal Information Families *Staff Directory Child Abuse Reporting Child Care Delayed Openings Erin's Law FERPA Information Naviance ParentSquare (opens in new window/ta…
Wappingers Central School District,NY,https://www.wappingersschools.org/,https://www.wappingersschools.org/becoming-a-boe-candidate-guidelin-2,,https://www.wappingersschools.org/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,itive Behavioral Interventions And Supports (PBIS) Procedural Safeguards Notice: Rights for Parents of Children with Disabilities (English) Superintendent Superintendent Home Strategic Planning Technology Support Services TSS - Home Google MFA District Forms Student Forms 25/26 C…,,"orporate Park Drive / P.O. Box 396 / Hopewell Junction, NY 12533 / PH: 845.298.5000 Schools Home Board Of Education Welcome to the BOE Page Contact the Board of Education BoardDocs BOE Meetings: YouTube Budget 2026-27 Facility Usage Form Tax Rate Information Archived Budget Infor…"
Arlington Central School District,NY,https://www.arlingtonschools.org/,https://www.arlingtonschools.org/o/acsd/page/board-of-education,,https://www.arlingtonschools.org/o/acsd/page/staff-resources,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,Home | Arlington Central School District Skip to content SchoolTool/Parent Portal ParentSquare Join Our Team Staff Resources Contact Us Search site Arlington Central School District - SchoolTool/Parent Portal ParentSquare Join Our Team Staff Resources Contact Us Search si…
North Syracuse Central School District,NY,https://www.nscsd.org/,,,https://www.nscsd.org/contact,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"of Schools, Dr. Terry L. Ward Building Space Usage (Outside Organizations) Step 1: Fill out request form Step 2: Building Principal Step 3: Director of Facilities, Matthew Erwin Step 4: Associate Superintendent for Business Services, Donald F.X. Keegan Step 5: Superintendent of S…",,"cipal Smith Road Elementary 5959 Smith Road North Syracuse, NY 13212 Main Office: (315) 218-2800 Lyndsey Maloney, Principal Connect With Us Staff Directory Menus SchoolTool NSCSD Tips ParentSquare Peachjar DEPARTMENTS Departments Athletics Business Services Communications Curricu…"
Fayetteville-Manlius Central School District,NY,https://www.fmschools.org/,https://www.fmschools.org/about-us/policies-procedures-required-notifications/students-and-personal-electronic-devices-policy/,,https://www.fmschools.org/contact-us/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"Square Pickup Patrol Schoology SchoolTool YouTube 8199 East Seneca Turnpike, Manlius, NY 13104 • Phone: (315) 692-1234 • Dr. Craig J. Tice, Superintendent This website is maintained by the Fayetteville-Manlius School District communications office. It is the goal of the Fayettevi…",,l Mott Road Elementary School Eagle Hill Middle School Wellwood Middle School Fayetteville-Manlius High School Home » Contact Us Contact Us Staff Directory Search for faculty and staff by typing one of these options in the box below: first name last name school email job title Se…
Liverpool Central School District,NY,https://www.liverpool.k12.ny.us/,https://www.liverpool.k12.ny.us/policies-codes/index,,https://www.liverpool.k12.ny.us/about/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,Liverpool Central School District | Liverpool Central SD Skip to Main Content Directory Translate Search Site Open main menu Search Mobile Site Visit Us on Facebook (opens in new window) Follow us on Twitter (opens in new window) Home About Show sub menu for About Administration …,,ite Visit Us on Facebook (opens in new window) Follow us on Twitter (opens in new window) Home About Show sub menu for About Administration Staff Directory Strategic Plan Strategic Planning Process Superintendent's Office Board of Education Budget Committees FOIL Requests Guide f…
Williamsville Central School District,NY,https://www.williamsvillek12.org/,https://www.williamsvillek12.org/about-us/district-profile/cell-phone-policy,,https://www.williamsvillek12.org/about-us/district-profile/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,"in Content Close Menu Search Clear Search About Us District Profile District Calendar Contact Us District Vote District Newsletter District Directory Diversity, Equity, and Inclusion Plan Parent Organizations Strategic Plan Street Directory Distraction-Free School Zones Distracti…",,"ome - Williamsville Central School District Skip To Main Content Close Menu Search Clear Search About Us District Profile District Calendar Contact Us District Vote District Newsletter District Directory Diversity, Equity, and Inclusion Plan Parent Organizations Strategic Plan St…"
Orchard Park Central School District,NY,https://www.orchardparksschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Cheektowaga Central School District,NY,https://www.cheektowagak12.org/,https://www.cheektowagak12.org/board-of-education01/boe-intercom-documents,https://www.cheektowagak12.org/district/district-departments/technology-department,,Missing: contact (crawl limited),2,0,0,1,0,1,,,lities Capital Projects Food Service Health Office of Learning ESSA Title Programs Office of Pupil Services Special Education Office of the Superintendent Technology Department Chromebook Expectation Incident Reporting Parents' Bill of Rights Technology Documents Transportation D…,,c Schedule (opens in new window/tab) Calendars Newsletters Virtual Backpack Menus Registration Portal Login Parents / Students Contact Us / Staff Directory News & Events News Events News Ramadan Meals Notification Now Accepting Nominations for the Athletic Hall of Fame CCMS Janua…
West Genesee Central School District,NY,https://www.westgenesee.org/,https://www.westgenesee.org/o/wgcsd/page/board-of-education-overview,,https://www.westgenesee.org/o/wgcsd/page/staff,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,Home | West Genesee Central School District Skip to content Parents/Students Staff Community Contact Us Calendars Search site West Genesee Central School District We Celebrate Learning! Parents/Students Staff Community Contact Us Calendars…
Guilderland Central School District,NY,https://www.guilderlandschools.org/,https://www.guilderlandschools.org/board-of-education/policies/,,https://www.guilderlandschools.org/contact-us/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"-0018 Phone: 518-456-6200 Fax: 518-456-1152 Hours: 7:30 a.m. – 4:30 p.m. Daniel Mayberry, Superintendent of Schools 518-456-6200, ext. 0102 superintendent@guilderlandschools.net This website is maintained by the district’s Communications Office . It is the goal of the district th…",,"ilderland Elementary Lynnwood Elementary Pine Bush Elementary Westmere Elementary Farnsworth MS Guilderland HS Home > Contact Us Contact Us Staff Directory Search for faculty and staff by typing ONE of these options in the box below: first name, last name or email. Tip: If you do…"
Niskayuna Central School District,NY,https://www.niskayuna.k12.ny.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
East Greenbush Central School District,NY,https://egcsd.org/,https://egcsd.org/board-of-education/policy-manual/,,https://egcsd.org/staff-resources/,Missing: tech (crawl limited),2,0,0,1,0,1,,,ent by Governor Charlie Baker to serve as the Director of the Massachusetts Emergency Management Agency and serving under two mayors as the Director of Emergency Management for the City of Philadelphia. I also led a research and training center at SUNY Albany and served as a Prof…,,"will reopen on Monday, February 23. Have a safe and enjoyable break! School Calendar Follow Follow Search for: Employment Powerschool Staff Contact Us Schools Columbia High School Goff Middle School Bell Top Elementary School Donald P. Sutherland Genet Elementary School Green Mea…"
Webster Central School District,NY,https://www.websterschools.org/,https://www.websterschools.org/board,,https://www.websterschools.org/getstaffOrgs.cfm,Missing: tech (crawl limited),2,0,0,1,0,1,,,"intendent for Administration and HR (585) 216-0011 Brian Freeman, Assistant Superintendent for Business (585) 216-0017 Click here for staff directory Website Feedback Academic, Athletic, and Extracurricular websites Search Site DISTRICT District Info About Us District Budget Fami…",,"Superintendent for Administration and HR (585) 216-0011 Brian Freeman, Assistant Superintendent for Business (585) 216-0017 Click here for staff directory Website Feedback Academic, Athletic, and Extracurricular websites Search Site DISTRICT District Info About Us District Budget…"
Fairport Central School District,NY,https://www.fairport.org/,https://www.fairport.org/smartdevicepolicy,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,buse Prevention E-Cigs Prescription Drug Crisis Treatment for Substance Abuse Youth Risk Behavior Survey Results Student Name/Gender Change Superintendent’s Office Technology Services Acceptable Use Policy Fairport Guest Wireless Network Data Privacy Data Breach Complaint Form LA…,,"for parents/guardians to communicate with their students during the school day is important to Fairport families. Parents/guardians should contact the school office via phone for any urgent needs during the school day, or use other appropriate means to contact their children duri…"
