district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Seminole County Public Schools,FL,https://www.scps.k12.fl.us/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,ers Calendar District Activities Skyward District About Us Hours Points of Pride School Grades Organization Chart Strategic Plan Leadership Directory School Board Board Meetings Legislative Information Meet the Board Kelley Davis Robin Dehlinger Autumn Garick Kristine Kraus Abby …
Pasco County Schools,FL,https://www.pasco.k12.fl.us/,https://www.pasco.k12.fl.us/comm/page/non_descrimination_policy/,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,f Safety and Emergency Operations: Michael Baumaister Phone: (813) 794-7937 District Extension: 47937 Student Support Programs and Services Director: Melissa Musselwhite Phone: (813) 794-2600 Fax: (813) 794-2117 District Extension: 42600 Superintendent’s Office Superintendent: Dr…,,"d more. Notification of Non-Discrimination and Accessibility Policy Read our statements on non-discrimination and accessibility, as well as contact information for our Equity Manager. Pasco County Schools Announces Return of Citizens’ Academy Pasco County Schools is excited to an…"
Osceola School District,FL,https://www.osceolaschools.net/,,,https://www.osceolaschools.net/nisdstaff,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,arent Math Resources Parent Reading Resources Science Mobile STEAM Lab Biology EOC Textbook Information Social Studies US History EOC Staff Directory SAT/ACT Resources Human Resources Benefits Careers Careers - Informational Page Certification Contact Information - Welcome! Email…,,nformation Haitian Student Services Summer Learning Newsletters Exceptional Student Education Main Department Page Home About Us Department Staff Directory Who Should I Call? School-Based Resource Compliance Specialists Procedural Safeguards Exceptional Student Education Programs…
Collier County Public Schools,FL,https://www.collierschools.com/,,https://www.collierschools.com/support-services/technology-training/tutorials/focus-tutorials/administration,https://www.collierschools.com/exploreccps/email-directory,Missing: policy (crawl limited),2,0,0,1,0,1,,,Sole Source Information Purchasing Public Notices Spending Reduction Suggestion Form Departments Did You Know? Impact Fees Doing Business with CCPS Email Directory Labor Relations Legislative Platform Organizational Chart Policies and Procedures (opens in new window/tab) Public N…,,x-Neutral Referendum The Education Channel Live Volunteer at CCPS mobile-quicklinks-nav Quicklinks Bullying Report Bus Information Calendar Contact Us Lunch Menus RevTrak Online Payments (opens in new window/tab) Threat Report - FortifyFL (opens in new window/tab) Transcript Requ…
Manatee County School District,FL,https://www.manateeschools.net/,https://www.manateeschools.net/page/policies,,https://www.manateeschools.net/page/contact-us,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,ing Report Concern District Show submenu for District District About Us Show submenu for About Us Fast Facts Printable School Map Calendars Contact Us Departments School Directory School Board Show submenu for School Board School Board Calendar School Board Member District Area M…
Sarasota County Schools,FL,https://www.sarasotacountyschools.net/,https://www.sarasotacountyschools.net/page/school-board,,https://www.sarasotacountyschools.net/o/scs/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"d Find Us Sarasota County Schools 1960 Landings Blvd. Sarasota, FL 34231 Phone: (941) 927-9000 COMMUNITY EMPLOYMENT PUBLIC RECORDS EMPLOYEE DIRECTORY TITLE IX - NOTICES OF NONDISCRIMINATION PEACHJAR Stay Connected Copyright © 2026 Sarasota County Schools. All rights reserved. Pow…",,"d Find Us Sarasota County Schools 1960 Landings Blvd. Sarasota, FL 34231 Phone: (941) 927-9000 COMMUNITY EMPLOYMENT PUBLIC RECORDS EMPLOYEE DIRECTORY TITLE IX - NOTICES OF NONDISCRIMINATION PEACHJAR Stay Connected Copyright © 2026 Sarasota County Schools. All rights reserved. Pow…"
Clay County District Schools,FL,https://www.oneclay.net/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"rimination or harassment may be sent to 900 Walnut Street, Green Cove Springs, FL 32043, or call 904-336-6500 to contact Treasure Pickett, Title IX Coordinator, or email: treasure.pickett@myoneclay.net , and Dr. Melanie Sanders, Section 504 Coordinator, or email: melanie.sanders@…",,"information regarding discrimination or harassment may be sent to 900 Walnut Street, Green Cove Springs, FL 32043, or call 904-336-6500 to contact Treasure Pickett, Title IX Coordinator, or email: treasure.pickett@myoneclay.net , and Dr. Melanie Sanders, Section 504 Coordinator, …"
St. Johns County School District,FL,https://www.stjohns.k12.fl.us/,https://www.stjohns.k12.fl.us/policies/contracts/,,https://www.stjohns.k12.fl.us/contact/,Missing: tech (crawl limited),3,1,0,1,0,1,ms Enroll Your Child in School Free & Reduced Meals Application Physical Education (PE) Waiver Report Bullying School Access Form Documents Acceptable Use Procedures AI Guidelines Parent Resource Guide Student Conduct Code Student Progression Plan Resources Breakfast & Lunch Menu…,,ohns County Strategic Plan School Board Board Agenda (BoardDocs) Board Members Board Minutes Board Schedule Board Rules Board Video Archive Superintendent The Superintendent of Schools All Access with Dr. Asplen Departments Directory of Departments Department Websites - Select a …,,St. Johns County School District Skip to content Calendar HAC Contact Search Search News Our District About SJCSD Discover St. Johns County School District District Facts Character Counts! About St. Johns Coun…
Escambia County School District,FL,https://ecsd-fl.schoolloop.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Leon County Schools,FL,https://www.leonschools.net/,https://www.leonschools.net/policies-for-flyer-approval,,https://www.leonschools.net/district-admin-directory-overview,Missing: tech (crawl limited),2,0,0,1,0,1,,,"earn about our mission, leadership, and commitment to supporting students, families, and the community. About Us Our Schools District Admin Directory Our Mission School Board District 1 - Alva Swafford Smith District 2 - Rosanne Wood District 3 - Darryl Jones District 4 - Laurie …",,ualification Capital Outlay Department Forms Important Dates & Deadlines School Initiated Projects-Instructions Selection Process/Contracts Staff Directory Dining Services LCS Nutrition Service Employee Helpdesk Nutrition Education Menus and Meal Prices Meal Payments-SchoolCafe F…
Alachua County Public Schools,FL,https://www.sbac.edu/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Okaloosa County Schools,FL,https://www.okaloosaschools.com/,https://www.okaloosaschools.com/page/documents-and-policies,,https://www.okaloosaschools.com/page/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,"sword Reset Report Abuse, Neglect, Exploitation Superintendent's Updates Show submenu for Superintendent's Updates Superintendent's Updates Superintendent Annual Report Newsletters- Employees, Parents, and Community Press Releases Florida Prepaid Superintendent Scholarship Capita…",,Home | Okaloosa County School District Skip to content Departments Calendars Employment Contact Us Search site Okaloosa County School District Departments Calendars Employment Contact Us Search site Explore Explore Schools Translate Ex…
Santa Rosa County District Schools,FL,https://www.santarosa.k12.fl.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Bay District Schools,FL,https://www.bay.k12.fl.us/,https://www.bay.k12.fl.us/o/bds/page/privacy-policy,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"BAY—By the Numbers 93.8% 2024-2025 Graduation Rate 2,566 Industry Certifications Earned Find Us 1311 Balboa Avenue, Panama City, FL, 32401 Phone: (850) 767-4100 Mark McQueen Superintendent, Bay District Schools Office of the Superintendent Non-Discrimination Statement | Privacy |…"
Martin County School District,FL,https://www.martinschools.org/,https://www.martinschools.org/page/school-board-header,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,Home | MARTIN COUNTY SCHOOL DISTRICT Skip to content About Us Parents and Students School Board Superintendent Career Opportunities Search site MARTIN COUNTY SCHOOL DISTRICT Educate All Students for Success About Us Parents and Students School Board Superintendent Career Opportun…,,r and Technical Education Class Size Reduction ClassLink ClassLink Log-In Instructions Code of Student Conduct Concussion Management Policy Contact Us Curriculum and Instruction D Dual Enrollment District Approved Instructional Materials District Mobile App E Early Childhood Educ…
Charlotte County Public Schools,FL,https://www.yourcharlotteschools.net/,,https://www.yourcharlotteschools.net/its-home,,"Missing: policy, contact (crawl limited)",2,0,0,1,0,1,,,"A/V Support, Peripherals, Telecommunications, Applications Who We Are Leadership Marcus Allen , Chief Financial Officer Darrell Milstead , Director, Information & Technology Services Dawn Botelho , Manager, Student Information Systems (FOCUS) Michael Scott , Manager, Enterprise R…",,l Board Members School Board Meetings School Board Meeting Dates School Board Meetings District Policies Legislative Priorities Legislative Contact Information Fast Facts Organizational Chart Budget Accountability Departments Business Services Business Services Budget Budget & Fi…
Hernando County School District,FL,https://www.hernandoschools.org/,https://www.hernandoschools.org/meal-policies-pricing,,https://www.hernandoschools.org/celebrating-our-staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,Districts Map Agendas; Minutes & Meeting Videos Archived Agendas & Minutes General Counsel Legal Notices School Board Policy Strategic Plan Superintendent Code of Civility Public Records Request Charter Schools Departments Students & Families Community Join Our Team Connect With …,,Education - Office of Safe Schools FortifyFL - Suspicious Activity Reporting App Guardian Information & FAQs School Chaplain Program Videos Contact Us School Choice / Magnet / Home Education School Choice / Magnet / Home Education Home Charter Schools Charter Schools Home Charter…
Citrus County School District,FL,https://www.citrusschools.org/,https://www.citrusschools.org/policy-for-instructional-and-media,,https://www.citrusschools.org/staff-2,Missing: tech (crawl limited),2,0,0,1,0,1,,,ncy Florida Purchasing Department Teacher Classroom Supply Assistance Program Training and Support Food and Nutrition Services Message from Director FNS Quick Bites Menus & More MealViewer Menu Content Allergies Diet/Special Needs National School Nutrition Programs ASDA Nutrition…,,eacher Classroom Supply Assistance Program Technology Support Trackit Self Service Work Order - Now Genuity Union Contracts Wellness Center Staff Directory Schools PACE - School for Girls Academy of Environmental Science CREST School Central Ridge Elementary Citrus High School Ci…
Lake County Schools,FL,https://www.lake.k12.fl.us/,https://www.lake.k12.fl.us/o/lcs/page/privacy-policy,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"alth? Lake County Schools Mental Health Facebook Page Mental Health Plans Informative Videos Resiliency Education (Grades 6 - 12) Resources Contact Us: Newsletter: Stay Connected Find Us Lake County Schools 201 West Burleigh Blvd Tavares, FL 32778 Number: Phone: (352) 253-6500 Pr…"
Marion County Public Schools,FL,https://www.marionschools.net/,https://www.marionschools.net/school_board/other_policies,,https://www.marionschools.net/departments/elementary_curriculum_instruction_digital_learning/contact_information,Missing: tech (crawl limited),2,0,0,1,0,1,,,rentally Placed Private School Students (PPPSS) Private Service Providers Occupational Therapy Parent Resources Facilities Facilities Staff Directory Facilities Forms Projects/Services Advertised Public Information MCPS Facilities and Maintenance Funding Needs Facilities Procedur…,,al Education Central Warehouse How to Submit an Order Forms Contact Information Custodial Services Contact Us Early Learning Early Learning Staff Directory MCPS Pre-K / VPK Curriculum Home Instruction for Parents of Preschool Youngsters (HIPPY) Pre-K ESE Program Parent Resources …
Sumter County Schools,FL,https://www.sumter.k12.fl.us/,https://www.sumter.k12.fl.us/school-board-members,https://www.sumter.k12.fl.us/integrated-technology-services-home,https://www.sumter.k12.fl.us/contact-us,,2,0,0,1,0,1,,,le know why what they do matters; and Recognize and Reward Success by valuing and appreciating people who work together to get results. The Superintendent of Schools is an elected position in Sumter County and serves the citizens through a four-year term. Mr. Brown can be contact…,,rves students from Sumter and several surrounding counties . Our Schools Meet Our Board Members Curriculum and Instruction Student Services Staff Directory Enrollment Strategic Plan Welcome to the Sumter County School District's strategic vision for the next five years. Our compr…
Indian River County School District,FL,https://www.sdirc.k12.fl.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
St. Lucie Public Schools,FL,https://www.stlucie.k12.fl.us/,https://www.stlucie.k12.fl.us/policies/,,https://www.stlucie.k12.fl.us/contact-us/,Missing: tech (crawl limited),2,0,0,1,0,1,,,Instagram page opens in new window Mail page opens in new window Home Our District Our District About the District Meet the Board Meet the Superintendent Fiscal Transparency Non-Discrimination / Title IX Our Focus Areas: Teaching and Learning Talent Development and Growth Safe an…,,rity School Renewal Student Assignment Student Records Student Services Superintendent’s Office Talent Development Transportation Directory Contact Home Our District Parents and Students Our Schools Employees Executive Offices and Departments Directory Contact Us Webmail Canvas M…
Monroe County School District,FL,https://www.keysschools.com/,,https://www.keysschools.com/page/information-technology,https://www.keysschools.com/page/contact-us,Missing: policy (crawl limited),2,0,0,1,0,1,,,c Records Request | ADA Compliance Statement | Email Us! Copyright © 2026 Monroe County Schools. All rights reserved. Powered By Apptegy Visit us to learn more Directory of School Counselors / Social Workers | Monroe County Schools Skip to content Job Openings Focus Portal Studen…,,ent Organizational Chart Ocean Guardian School District Suicide Prevention District Superintendent's Leadership Team Careers and Employment Contact Us District Strategic Plan Financial Data Map of School locations School Board Show submenu for School Board School Board Meetings S…
Flagler Schools,FL,https://www.flaglerschools.com/,https://www.flaglerschools.com/about-us/community/flagler-youth-orchestra/policies-procedures,,https://www.flaglerschools.com/about-us/community/flagler-youth-orchestra/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,(NSE) NSE FAQs and How-Tos Non-Discrimination Statement Our District Research Requests Schools School Planning School Zones Strategic Plan Superintendent Use of Facilities Vendors & Contractors Registrar List School Board Board Calendar Board Docs (opens in new window/tab) Board …,,b Descriptions Salary Schedules Substitute Teaching Transportation Jobs Work With Us Connect With Us Brand & Communications Guides Calendar Contact Information Contact Us Digital Flyers District News Livestream ParentSquare Social Media Videos (opens in new window/tab) Volunteeri…
Putnam County School District,FL,https://www.putnamschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"nts, or requests for additional information regarding discrimination or harassment may be sent to: Michael Stevens as the District Title IX Coordinator, Section 504 and Equity Officer at 200 Reid Street, Palatka, FL 32177, phone 386-329-0538, email mstevens@my.putnamschools.org. …",,"account is created, you’ll receive an email with instructions to activate it. Didn't get the email? Check your spam folder. Still missing? Contact your school’s data clerk for help. Note: Only one application is needed per household. What You Can See in Skyward Family Access: Stu…"
Highlands County Schools,FL,https://www.highlands.k12.fl.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Gadsden County Schools,FL,https://www.gcsedu.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Gulf County Schools,FL,https://www.gulf.k12.fl.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Jackson County School District,FL,https://www.jcsb.org/,,,https://www.jcsb.org/apps/staff/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,sportation) sheila.deshazo@jcsb.org 850-482-9613 ext 32200 Becky DeWitt Computer Technician becky.dewitt@jcsb.org 850-482-1200 Steve DeWitt Director of Transportation steve.dewitt@jcsb.org 850-482-9613 ext 32225 Dana Dilmore Leave Specialist dana.dilmore@jcsb.org 850-482-1200 ext…,,"b Accessibility Non-Discrimination Equal Opportunity Privacy Public Records Request Transparency Florida Title IX Edlio Login Parent Portal Staff Directory Board Calendar Staff Directory | Jackson County School Board Skip to main content 2903 Jefferson Street, Marianna, FL 32446 …"
Nassau County School District,FL,https://www.nassau.k12.fl.us/,https://www.nassau.k12.fl.us/o/ncsd/page/school-board,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"you do not want your e-mail address released in response to a public records request, do not send electronic mail to this entity. Instead, contact this office by phone or in writing. Notice of Non-Discrimination Copyright © 2026 Nassau County School District. All rights reserved.…"
Suwannee County Schools,FL,https://www.suwanneeschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Washington County Schools,FL,https://www.wcsdschools.com/,https://www.wcsdschools.com/statement-of-non-discrimination-policy,,https://www.wcsdschools.com/district-staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"g on our servers, or any transmissions from our server will be completely secure. Related Links About WCSD Departments Careers School Board Superintendent For Students & Families WCSD Response to COVID-19 Twitter Facebook RSS Address: 652 3rd Street, Chipley, FL 32428 - Phone: 85…",,"ll Events 21st Century Community Learning Center Parent Night INFOGRAPHIC-REPORTING ABUSE DURING COVID-19 DCF STATEWIDE LOCAL CHILD WELFARE CONTACT MAP Suicide & Crisis Lifeline Twitter Facebook RSS Address: 652 3rd Street, Chipley, FL 32428 - Phone: 850-638-6222 - Fax: 850-638-6…"
